WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
South Brushy Creek,06/20/2013 09:58:00 AM,ISMP Brushy Creek 44,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,5971--Understory,5971,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050352,,,432540,false,
South Brushy Creek,06/20/2013 09:58:00 AM,ISMP Brushy Creek 44,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,5971--Understory,5971,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050353,,,432540,false,
South Brushy Creek,06/20/2013 09:58:00 AM,ISMP Brushy Creek 44,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,5971--Understory,5971,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050354,,,432540,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,8595--Canopy,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050355,,,432554,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8595--Canopy,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050356,,,432554,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8595--Canopy,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050357,,,432554,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8595--Canopy,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050358,,,432554,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,8595--Canopy,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050359,,,432554,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,55,(%) Percent,Total,8595--Canopy,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050360,,,432554,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,5,Count,Total,8595--Canopy,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050361,,,432554,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,8595--Understory,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050362,,,432559,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,5,(%) Percent,Total,8595--Understory,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050363,,,432559,false,
Bull Creek,06/21/2013 11:57:00 AM,ISMP Upper Bull Creek 174,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,8595--Understory,8595,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050364,,,432559,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050365,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050366,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050367,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050368,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,1,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050369,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050370,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050371,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050372,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,61,(%) Percent,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050373,,,432538,false,
Bull Creek,06/20/2013 11:30:00 AM,ISMP Upper Bull Creek 126,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,4,Count,Total,8547--Understory,8547,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050374,,,432538,false,
South Brushy Creek,06/20/2013 10:26:00 AM,ISMP Brushy Creek 51,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,5978--Groundcover,5978,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050375,,,432533,false,
South Brushy Creek,06/20/2013 10:26:00 AM,ISMP Brushy Creek 51,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,36,(%) Percent,Total,5978--Groundcover,5978,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050376,,,432533,false,
South Brushy Creek,06/20/2013 10:26:00 AM,ISMP Brushy Creek 51,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,9,Count,Total,5978--Groundcover,5978,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050377,,,432533,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050378,,,432560,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050379,,,432560,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050380,,,432560,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050381,,,432560,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050382,,,432560,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050383,,,432560,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050384,,,432560,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050385,,,432560,false,
South Brushy Creek,06/20/2013 10:42:00 AM,ISMP Brushy Creek 100,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,6027--Canopy,6027,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050386,,,432560,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Upper Bull Creek 185,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,8606--Groundcover,8606,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050387,,,432539,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Upper Bull Creek 185,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,8606--Groundcover,8606,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050388,,,432539,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Upper Bull Creek 185,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,8606--Groundcover,8606,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050389,,,432539,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Upper Bull Creek 185,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,8606--Groundcover,8606,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050390,,,432539,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Upper Bull Creek 185,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8606--Groundcover,8606,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050391,,,432539,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Upper Bull Creek 185,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,8606--Groundcover,8606,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050392,,,432539,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Upper Bull Creek 185,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8606--Groundcover,8606,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050393,,,432539,false,
Bull Creek,06/21/2013 09:07:00 AM,ISMP Upper Bull Creek 185,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8606--Groundcover,8606,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050394,,,432539,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050395,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050396,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050397,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050398,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050399,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050400,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050401,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050402,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050403,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,65,(%) Percent,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050404,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,4,Count,Total,5946--Understory,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050405,,,432557,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP HABITAT TYPE (1=Wooded;2=Open;3=Edge;4=Incompatible),2,None,Total,5946--Groundcover,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050406,,,432561,false,
Little Walnut Creek,05/25/2004 01:00:00 PM,Little Walnut Creek Upstream of Mearns Meadow,Stream,Benthic Macroinvertebrate,Benthic Macroinvertebrates,OLIGOCHAETA,7,Count,Total,LWT-R1,3537,SURBER,U,PAH Biological Effects Study,"(30.36889899, -97.7028113)",1095463,30.36889899,-97.7028113,258658,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,5946--Groundcover,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050408,,,432561,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,5946--Groundcover,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050409,,,432561,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,5946--Groundcover,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050410,,,432561,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,5946--Groundcover,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050411,,,432561,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,5946--Groundcover,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050412,,,432561,false,
South Brushy Creek,06/21/2013 09:27:00 AM,ISMP Brushy Creek 19,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,5946--Groundcover,5946,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050413,,,432561,false,
Bull Creek,06/20/2013 09:11:00 AM,ISMP Tanglewood 23,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,1,(%) Percent,Total,8420--Groundcover,8420,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050414,,,432544,false,
Bull Creek,06/20/2013 09:11:00 AM,ISMP Tanglewood 23,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,8420--Groundcover,8420,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050415,,,432544,false,
Bull Creek,06/20/2013 09:11:00 AM,ISMP Tanglewood 23,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,8420--Groundcover,8420,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050416,,,432544,false,
South Brushy Creek,06/20/2013 09:58:00 AM,ISMP Brushy Creek 44,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,5971--Understory,5971,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2050417,,,432540,false,
