INTERSECTIONID,ONST,CRST,QUAD,INSPECTOR,DATE,EVNT_LAT,EVNT_LON,EVNT_MAP,EVNT_TYPE,PED_SIGNAL_PRES,CPL_SIZE,CPL_FORCE,CPL_OP,CPL_CTRST,CPL_VIS,CPL_AUD,CMNT_1,CPL_LDG,CPL_PROX,CPL_PLACE,CPL_SEP,CPL_HGT,CPL_CW_1,CPL_CW_2,CMNT_2,OA_CMNT,Mapped Location
3245,W Maplewood Lane,Dickerson Pike,Northwest,Jeff Pedine,04/25/2019 12:00:00 AM,36.233273,-86.758812,6004,PED_SIGNAL,true,true,true,true,true,false,false,There are no visible or audible indicators at this push button.,true,true,true,true,43,6,6,,There are no visible or audible indicators at this push button.,POINT (-86.758812 36.233273)
3845,Metroplex Dr,Harding Place,Northeast,Greg Roddy,04/10/2019 12:00:00 AM,36.087017,-86.695824,13414,PED_SIGNAL,true,true,true,true,false,true,true,The push button is chrome with a black housing.,false,false,false,false,50,26,10,There is no sidewalk at this push button. The push button is 50” high from the ground. The push button is only 1’ from the road Edge.,There is no sidewalk at this push button. The push button is only 1’ from the road Edge and is 50” high from the ground. The arrow is pointing in the wrong direction. The Ped signal light is in good working condition.,POINT (-86.695824 36.087017)
3460,Gallatin Pike,Curdwood Boulevard,Northwest,Jeff Pedine,04/22/2019 12:00:00 AM,36.2197,-86.727554,6111,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.727554 36.2197)
4613,Morton ave,Nolensville pk,Northwest,Jacob Locey,04/17/2019 12:00:00 AM,36.106441,-86.743057,11913,PED_SIGNAL,true,true,true,true,true,true,true,"Chrome arrow, black button, with yellow housing.",true,true,true,true,42,6,6,No issues observed.,Push button and pedestrian signal are operational.,POINT (-86.743057 36.106441)
3084,Frist blvd,Central pike,Northwest,Chase Clark,04/23/2019 12:00:00 AM,,,86151,PED_SIGNAL,true,true,true,true,true,true,true,Chrome button black housing,true,true,true,true,42,5.5,9,,Push button and pedestrian signals working properly,
2920,Old Hickory Blvd,Old Hickory Blvd,Southwest,Greg Roddy,04/09/2019 12:00:00 AM,36.045238,-86.70179,16209,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,true,42,9,6,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.70179 36.045238)
4550,Nolensville pk,Wallace rd,Southeast,Chase Clark,04/15/2019 12:00:00 AM,36.077076,-86.725403,14703,NA,false,,,,,,,"No push button observed, but painted crosswalk painted.",,,,,,,,,Crosswalk leads to no curb ramp across the street. No pedestrian signal present on northeast corner. Pedestrian signal on southeastern corner covered with plastic bag and tap.,POINT (-86.725403 36.077076)
4717,Old hickory blvd,Entrance way into shopping center,North,Chase Clark,04/23/2019 12:00:00 AM,,,86024,NA,false,,,,,,,,,,,,,,,,No push button or pedestrian signals,
4360,Mcgavock Pike,Riverside Drive,Northeast,Jeff Pedine,04/25/2019 12:00:00 AM,36.204903,-86.724274,7207,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,43,8,0,The push button is separated from the adjacent button by only 1’.,"The push button is separated from the adjacent button by only 1’, but otherwise shows good condition.",POINT (-86.724274 36.204903)
3130,Hillwood Blvd,Charlotte Pk,Southwest,Greg Roddy,04/22/2019 12:00:00 AM,36.138901,-86.880524,10208,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a yellow housing.,true,false,true,true,40,10,10,The push button is only 40” high from the ground and 36” from the land.,The push button is only 40” high from the landing and 36” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.880524 36.138901)
2790,Woodland st,S 5th st,Northeast,Chase Clark,04/26/2019 12:00:00 AM,36.171993,-86.764626,82154,PED_SIGNAL,true,true,true,true,true,true,true,Chrome arrow black housing,true,true,true,true,42,9,9,,Push button and pedestrian signals working properly,POINT (-86.764626 36.171993)
4694,Old Hickory Blvd,Edmondson Pike,Northeast,Greg Roddy,04/16/2019 12:00:00 AM,36.040222,-86.743294,16113,PED_SIGNAL,true,false,false,false,false,false,false,The 1/2” push button does not have a visual or audible indicator and can not be pushed with a fist. The arrow on the sign is pointing in the wrong direction.,true,false,true,false,48,14,12,The push button is 48” high and 20” from the landing.,The 1/2” push button does not have a visual or audible indicator and can not be pushed with a fist. The push button is 48” high and 20” from the landing. The Ped signal light is in good working condition.,POINT (-86.743294 36.040222)
3010,Ewing Drive,Brick Church Pike,Northwest,Jeff Pedine,04/25/2019 12:00:00 AM,36.231728,-86.781677,6002,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.781677 36.231728)
3630,Gallatin Pike,Mcgavock Pike,Northeast,Jeff Pedine,04/23/2019 12:00:00 AM,36.205086,-86.737419,7206,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.737419 36.205086)
4431,Murfreesboro pk,Lester ave,Southeast,Jacob Locey,04/24/2019 12:00:00 AM,36.145405,-86.752464,10504,PED_SIGNAL,true,true,true,true,true,true,true,"Black arrow, chrome button, with yellow housing.",true,true,true,false,42,11,13,Two push buttons are located on one pole.,Push button and pedestrian signal are operational.,POINT (-86.752464 36.145405)
4691,Old Hickory Blvd,Seven Springs,Northeast,Greg Roddy,04/15/2019 12:00:00 AM,36.04047,-86.768173,16015,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.768173 36.04047)
2820,S 10th st,Woodland,North,Chase Clark,04/24/2019 12:00:00 AM,36.176975,-86.751579,83093,PED_SIGNAL,true,true,true,true,true,true,true,Chrome arrow black housing,true,true,true,false,42,5.5,14,,Push button and pedestrian signals working properly,POINT (-86.751579 36.176975)
2927,Bell Road,Zelida Ave,Southwest,Greg Roddy,04/05/2019 12:00:00 AM,36.055027,-86.642632,16307,PED_SIGNAL,true,true,true,true,true,true,true,The push button is silver with a yellow housing and a black arrow.,true,true,true,false,42,12,12,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.642632 36.055027)
1840,8th ave s,Wedgewood ave,Southwest,Jacob Locey,04/24/2019 12:00:00 AM,36.134068,-86.779137,10510,PED_SIGNAL,true,false,true,false,true,false,false,"No visual or audio indicators. Black button, with yellow housing.",true,false,true,false,53,13,9,Two push buttons are located on one pole. Push button is 16” away from compliant landing.,Pedestrian signal is operational. Push button has no audio or visual indicators.,POINT (-86.779137 36.134068)
2938,Bell Road,Mt View Road,Southwest,Greg Roddy,04/08/2019 12:00:00 AM,36.050041,-86.64975,16307,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,false,42,3,10,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.64975 36.050041)
2929,Bell Road,Morris Gentry Blvd,Northeast,Greg Roddy,04/11/2019 12:00:00 AM,36.066677,-86.636528,14912,PED_SIGNAL,true,true,true,true,true,true,true,The push button is silver with a yellow housing and a black arrow. There is no signage for this push button.,true,false,true,false,42,12,10,The push button is 16” from the landing with a guardrail between the landing and the push button.,The push button is 16” from the landing with a guardrail between the landing and the push button. There is no signage for this push button. The Ped signal light is in good working condition.,POINT (-86.636528 36.066677)
4239,Disspayne,Lebanon pike,Northwest,Chase Clark,04/17/2019 12:00:00 AM,36.172688,-86.64962,85153,PED_SIGNAL,true,true,true,true,true,true,true,Black button with chrome arrow,true,false,true,true,47,6,16,,"Push button working properly, button greater than 10 inches fro, landing",POINT (-86.64962 36.172688)
4345,Mcgavock Pike,Briley Parkway,Northeast,Jeff Pedine,04/26/2019 12:00:00 AM,36.216995,-86.692345,6214,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.692345 36.216995)
4764,Robinson Road,Martingale Drive,Southwest,Jeff Pedine,04/10/2019 12:00:00 AM,36.257801,-86.656868,5302,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,39,2,0,The push button is separated from the adjacent button by only 12”.,The push button is separated from the adjacent button by only 12”.,POINT (-86.656868 36.257801)
3150,White Bridge Pk,Charlotte Pk,Southeast,Greg Roddy,04/23/2019 12:00:00 AM,36.150097,-86.857796,9114,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,37,14,2,The push button is only 37” high from the landing.,The push button is only 37” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.857796 36.150097)
2460,Park Circle,Old Hickory Boulevard,Southwest,Jeff Pedine,04/10/2019 12:00:00 AM,36.24728,-86.641197,5307,PED_SIGNAL,true,true,true,true,true,true,true,,false,false,true,false,50,3,2,The push button is only separated from the adjacent button by 12”. There is also no landing at this location.,The push button is only separated from the adjacent button by 12”. There is also no landing at this location.,POINT (-86.641197 36.24728)
4615,Nolensville rd,Mcmurray dr,Southwest,Jacob Locey,04/15/2019 12:00:00 AM,36.06123,-86.716835,14716,NA,false,,,,,,,"No push button present, yet pedestrian signal is operational.",,,,,,,,,"No push button, yet pedestrian signal is operational.",POINT (-86.716835 36.06123)
2020,12th ave s,Wedgewood ave,Southeast,Jacob Locey,04/25/2019 12:00:00 AM,36.136055,-86.788589,10509,PED_SIGNAL,true,true,true,true,true,true,true,"Chrome arrow, black button, with black housing.",true,true,true,false,42,8,9,Two push buttons are located on one pole.,Push button and pedestrian signal are operational.,POINT (-86.788589 36.136055)
2610,40th Ave N,Charlotte Ave,Northeast,Greg Roddy,04/25/2019 12:00:00 AM,36.152485,-86.834831,9116,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,true,42,9,6,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.834831 36.152485)
4575,Driveway to Nashville dental care,Nolensville pk,Southeast,Jacob Locey,04/17/2019 12:00:00 AM,36.090088,-86.733376,13310,PED_SIGNAL,true,true,true,true,true,true,true,Chrome arrow and button with a black housing.,true,false,true,true,43,5,4,Landing is 16” from push button.,Push button and pedestrian signal are operational.,POINT (-86.733376 36.090088)
3710,Gallatin Pike S,Old Hickory Boulevard,Southwest,Jeff Pedine,04/05/2019 12:00:00 AM,36.262859,-86.712097,4313,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,30,12,7,The push button is only separated from the adjacent button by 12” and is only 30” in height.,The push button is only separated from the adjacent button by 12” and is only 30” in height.,POINT (-86.712097 36.262859)
4895,E Trinity Lane,Ellington Parkway,Northwest,Jeff Pedine,04/24/2019 12:00:00 AM,36.204803,-86.749794,7205,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.749794 36.204803)
3469,Foster ave,Glenrose ave,Northeast,Jacob Locey,04/18/2019 12:00:00 AM,36.125389,-86.742256,11901,PED_SIGNAL,true,true,true,true,true,false,false,"Chrome button, with yellow housing.",true,false,true,true,42,7.5,9,Two push buttons are located on one pole. Complaint landing is 2’ from push button.,Pedestrian signal is operational. Push button has no audio or visual indicators.,POINT (-86.742256 36.125389)
3820,Harding place,Danby dr,Southeast,Jacob Locey,04/16/2019 12:00:00 AM,36.078476,-86.745163,14701,NA,false,,,,,,,No push button observed.,,,,,,,,,Push button and pedestrian signal are operational. No sidewalk or landing present at corner.,POINT (-86.745163 36.078476)
4225,Andrew Jackson Parkway,Lebanon Pike,Northeast,Jeff Pedine,04/19/2019 12:00:00 AM,36.215313,-86.59745,6416,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,42,6,2,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.59745 36.215313)
3173,Green Hills Village Dr,Cleghorn Ave,Northwest,Greg Roddy,04/17/2019 12:00:00 AM,36.108067,-86.819031,11714,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,42,6,2,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.819031 36.108067)
3495,Gallatin Pike,Broadmoor Drive,Northeast,Jeff Pedine,04/23/2019 12:00:00 AM,36.229229,-86.724968,6107,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.724968 36.229229)
4804,Spring st,Exit ramp,Southeast,Chase Clark,04/26/2019 12:00:00 AM,36.176388,-86.769623,82113,NA,false,,,,,,,,,,,,,,,,No push button or pedestrian signals,POINT (-86.769623 36.176388)
4896,E Trinity Lane,Pittway Drive,Southeast,Jeff Pedine,04/25/2019 12:00:00 AM,36.204567,-86.750778,7205,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.750778 36.204567)
4135,Richard Jones Rd,Hillsboro Pk,Southwest,Greg Roddy,04/17/2019 12:00:00 AM,36.104782,-86.814774,11714,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,false,false,true,true,42,5,2,The landing is damaged.,The landing is damaged. The push button and signal light are both in good working condition and free of any issues.,POINT (-86.814774 36.104782)
3840,Linbar Dr,Harding Place,Northwest,Greg Roddy,04/10/2019 12:00:00 AM,36.084167,-86.706047,13413,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,false,true,true,42,12,12,The push button is 16” from the landing.,The push button is 16” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.706047 36.084167)
3820,Harding place,Danby dr,Northwest,Jacob Locey,04/16/2019 12:00:00 AM,36.078773,-86.745224,14701,NA,false,,,,,,,No push button observed.,,,,,,,,,Pedestrian signal is operational. No sidewalk or landing present at corner.,POINT (-86.745224 36.078773)
1640,8th ave s,Chestnut st,Southeast,Jacob Locey,04/24/2019 12:00:00 AM,36.141632,-86.778519,10506,NA,false,,,,,,,No push button observed.,,,,,,,,,Pedestrian signal is operational.,POINT (-86.778519 36.141632)
4120,Richard Jones Rd,Hillsboro Pk,Northwest,Greg Roddy,04/17/2019 12:00:00 AM,36.104927,-86.814674,11714,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,42,4,2,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.814674 36.104927)
4071,Hillsboro Pk,Crestmoor Rd,Northwest,Greg Roddy,04/18/2019 12:00:00 AM,36.109287,-86.811989,11711,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.811989 36.109287)
