ADDRESS,PERMIT,Permit Status,Inspection Date,Inspection Type,Inspection Result,Latitude/Longitude
10663 W KINNARD AVE,14042 20000 08685,Issued,07/20/2016,Final,Corrections Issued,"(34.05575, -118.43354)"
15001 W BESTOR BLVD,15014 30000 03699,Issued,07/22/2016,Light Gage Steel Frame,Insp Scheduled,"(34.05168, -118.52336)"
14120 W WILLOW LANE,14010 20000 00722,Issued,07/19/2016,PLUMBING-Rough,Approved,"(34.20283, -118.4409)"
2968 N TYBURN ST,16047 20000 00577,Issued,07/18/2016,Enclosure/Fence,Approved,"(34.11268, -118.26163)"
438-440 E 46TH ST,15010 10000 03120,CofO Issued,07/22/2016,CofO Issuance,CofO Issued,"(34.00136, -118.26827)"
854 1/2 N HYPERION AVE,16042 20000 14153,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.0871, -118.28273)"
7842 N COLDWATER CANYON AVE,15010 30000 04374,Issued,07/22/2016,Final,OK to Expire Permit,"(34.2134, -118.41421)"
144 1/2 S HAYWORTH AVE,12010 20002 02815,Permit Finaled,07/21/2016,Inspection,Permit Finaled,"(34.07295, -118.36225)"
9811 W PORTOLA DR,15014 10000 05245,Issued,07/22/2016,Footing/Foundation/Slab,Insp Scheduled,"(34.11062, -118.4321)"
5950 N CANOGA AVE SUITE 100,16041 20000 25627,Issued,07/21/2016,Rough,Partial Approval,"(34.17806, -118.59721)"
10218 N ARLETA AVE,16041 90000 01384,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.2561, -118.44065)"
2968 W 6TH ST,16041 10000 11394,Issued,07/21/2016,Rough,Insp Scheduled,"(34.06349, -118.28603)"
14568 W PADDOCK ST,16016 20000 12008,Issued,07/19/2016,ELECTRICAL-Rough,Approved,"(34.30432, -118.44992)"
14440 W BURBANK BLVD,16043 10000 03324,Issued,07/22/2016,Final,Insp Scheduled,"(34.17189, -118.44778)"
10918 N RESEDA BLVD,16041 10000 18206,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.26934, -118.53589)"
8715 N TOBIAS AVE 1-27,15030 10000 08659,Issued,07/21/2016,Deputy Other (see comments),Conditional Approval,"(34.2286, -118.45189)"
3409 S GURNARD AVE,15014 40000 04712,CofO in Progress,07/18/2016,Final,Corrections Issued,"(33.72258, -118.32041)"
263 W 2ND ST #B-29,15041 40000 36705,Permit Finaled,07/21/2016,Final,Permit Finaled,"(33.74218, -118.28299)"
4357 W WILSHIRE BLVD,14016 10000 13466,Issued,07/20/2016,Deputy Steel/Welding,Conditional Approval,"(34.06198, -118.32315)"
727 N JUDSON ST,16016 10000 16332,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.05434, -118.21592)"
6150 W 96TH ST,15010 10000 03068,Issued,07/20/2016,Verify Sprinkler Sign Off,Insp Scheduled,"(33.94871, -118.39284)"
1341 N BEREA PL,15014 30000 01067,Issued,07/20/2016,Footing/Foundation/Slab,Partial Approval,"(34.0535, -118.52177)"
5946 N TEXHOMA AVE,16014 20000 00549,Issued,07/19/2016,HVAC-Final,Approved,"(34.17883, -118.51564)"
11339 N DRONFIELD AVE,16041 90000 25042,Issued,07/19/2016,Rough,Not Ready for Inspection,"(34.27615, -118.40289)"
14645 W GAULT ST,14010 10000 00103,Issued,07/22/2016,Green Building Rough,Insp Scheduled,"(34.19948, -118.45246)"
6225 W CENTURY BLVD,15042 10000 17301,Issued,07/19/2016,Shower Pan,Insp Scheduled,"(33.9457, -118.39456)"
9251 N LEMONA AVE,15030 10000 03316,Issued,07/21/2016,Deputy Grading,Approved,"(34.23858, -118.45897)"
7352 W 88TH ST,16030 20000 00046,Issued,07/18/2016,Fill/Backfill,Not Ready for Inspection,"(33.95716, -118.42422)"
15260 W VENTURA BLVD 3RD FLR,16041 10000 17620,Issued,07/22/2016,Life Safety,Insp Scheduled,"(34.15356, -118.4658)"
3600 S MCLAUGHLIN AVE,15010 20000 04239,Issued,07/19/2016,BUILDING-Rough-Frame,Approved,"(34.01227, -118.42726)"
22180 W MIRANDA ST,08020 20000 03695,Permit Expired,07/22/2016,Final,Permit Expired,"(34.17533, -118.61036)"
2828 S DUMFRIES ROAD,14014 30000 05575,Issued,07/19/2016,Grading Verification,OK for CofO,"(34.03724, -118.41499)"
14352 W TIARA ST,16041 10000 11037,Issued,07/22/2016,Final,Not Ready for Inspection,"(34.17832, -118.44622)"
24 E HURRICANE ST,16016 30000 08073,Issued,07/20/2016,Wood Frame,Partial Approval,"(33.97516, -118.46255)"
3518 S TROUSDALE PKWY ROOM-356&373,16044 10000 07606,Permit Finaled,07/22/2016,HEATING-Final,Insp Cancelled,"(34.02157, -118.28415)"
12729 N WOODCOCK AVE,16016 20000 16493,Issued,07/22/2016,ELECTRICAL-Rough,Insp Scheduled,"(34.30129, -118.44996)"
7940 N GLADE AVE,14042 90000 11387,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.21492, -118.60798)"
1423 S VAN NESS AVE,16041 10000 24259,Issued,07/20/2016,Rough,Approved,"(34.04546, -118.31587)"
18010 W COLLINS ST,15014 20000 03493,CofO in Progress,07/21/2016,CofO Issuance,CofO in Progress,"(34.17374, -118.52472)"
18010 W COLLINS ST,15014 20000 03493,CofO in Progress,07/21/2016,CofO Issuance,CofO in Progress,"(34.17374, -118.52472)"
5375 W RODEO ROAD,16016 10000 12216,Issued,07/21/2016,ELECTRICAL-Rough,Approved,"(34.02172, -118.36435)"
17607 W BURBANK BLVD,15014 20000 02642,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.17242, -118.51653)"
17607 W BURBANK BLVD,15014 20000 02642,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.17242, -118.51653)"
10777 W WILSHIRE BLVD,14041 10000 18601,Issued,07/21/2016,Rough,Partial Approval,"(34.06035, -118.439)"
501 W IMPERIAL HWY,10016 10000 18244,Issued,07/19/2016,Reinforced Masonry Frame,Approved,"(33.93115, -118.2831)"
10011 W WESTWANDA DR,16016 10000 13231,Issued,07/22/2016,PLUMBING-Rough,Insp Scheduled,"(34.11093, -118.4376)"
3350 W WILSHIRE BLVD 1-216,13016 10000 26033,Issued,07/21/2016,Deputy Drilled-In Anchors,Approved,"(34.0616, -118.29586)"
1700 N FAIRFAX AVE,16047 30001 00184,Issued,07/20/2016,Enclosure/Fence,Approved,"(34.10158, -118.36144)"
157 S LUCERNE BLVD,15014 20000 04761,Issued,07/20/2016,METHANE-Subgrade,Approved,"(34.07136, -118.32495)"
11933 W ALLEGHENY ST,15010 10000 03635,Issued,07/22/2016,Deputy Reinf. Concrete,Insp Scheduled,"(34.23693, -118.39346)"
"2049 S CENTURY PARK EAST flrs 21,22-23",16016 10000 03175,Issued,07/18/2016,Excavation/Setback/Form/Re-Bar,Partial Approval,"(34.05903, -118.41293)"
1469 S BEDFORD ST,16041 90000 23672,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.0522, -118.38094)"
1250 N BEL-AIR ROAD,10014 20003 01449,Issued,07/19/2016,Reinforced Concrete Frame,Partial Inspection,"(34.09618, -118.44375)"
1352 E PALMS BLVD,15014 10000 00012,Issued,07/20/2016,Footing/Foundation/Slab,Insp Cancelled,"(34.00271, -118.45217)"
3040 N ST GEORGE ST,16041 90000 21165,Issued,07/19/2016,Service/Power Release,Approved,"(34.11176, -118.27273)"
1432 N DEVLIN DR,14020 30000 01175,Issued,07/22/2016,Excavation/Setback/Form/Re-Bar,Insp Scheduled,"(34.09497, -118.3872)"
12732 W MARLBORO ST,14010 10000 01324,Issued,07/18/2016,Special/Order Compliance,Approved,"(34.05475, -118.48679)"
2043 W 42ND PL,16016 10000 14158,Issued,07/18/2016,BUILDING-Rough-Frame,Approved,"(34.00647, -118.31687)"
3175 S COLBY AVE,16016 30000 15391,Issued,07/18/2016,PLUMBING-Rough,Approved,"(34.02192, -118.43303)"
1474 N BLUE JAY WAY,14020 30000 02513,Issued,07/18/2016,Smoke Detectors,Approved,"(34.09839, -118.38654)"
558 N MARIPOSA AVE,16041 10000 25420,Issued,07/20/2016,Rough,Approved,"(34.0808, -118.29911)"
1737 N BEL-AIR ROAD,14010 10003 01812,Issued,07/19/2016,Green Building Rough,Approved,"(34.10178, -118.4479)"
4411 W DON ZAREMBO DR,15014 20000 05176,Issued,07/21/2016,Smoke Detectors,Approved,"(34.00533, -118.35252)"
439 S LUCAS AVE 3,16044 90000 06106,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.05644, -118.26289)"
16022 W MEADOWCREST ROAD,16042 20000 14694,Issued,07/22/2016,Final,Cancelled,"(34.13653, -118.48241)"
250 S ROSSMORE AVE,13047 10000 01450,Issued,07/20/2016,Plumbing Verification,OK for CofO,"(34.06991, -118.32716)"
246 S 3RD AVE,13030 20000 01280,Issued,07/22/2016,Rough,Insp Scheduled,"(33.99756, -118.47649)"
6245 W WILSHIRE BLVD,15020 10001 02152,Issued,07/19/2016,Deputy Steel/Welding,Approved,"(34.06357, -118.36486)"
11100 W SANTA MONICA BLVD 9TH FLR,15041 20001 42177,Issued,07/18/2016,Rough,Partial Approval,"(34.04726, -118.44465)"
7623 S HARVARD BLVD,16020 70000 01691,Permit Finaled,07/18/2016,Masonry Wall/Backfill,Approved,"(33.97026, -118.30694)"
2476 N BANYAN DR,16041 20000 25367,Issued,07/21/2016,Final,Insp Cancelled,"(34.08173, -118.50567)"
12050 W VENTURA BLVD C-202,16042 20000 07591,Permit Finaled,07/18/2016,Inspection,Permit Finaled,"(34.14349, -118.39426)"
700 WORLD WAY,15016 10000 08908,Issued,07/22/2016,Drywall Nailing,Insp Scheduled,"(33.94286, -118.39982)"
1071 W 30TH ST,16016 10000 15195,Permit Finaled,07/19/2016,SGSOV-Seismic Gas S/O Valve,Insp Cancelled,"(34.02753, -118.28587)"
9420 N LURLINE AVE #F,15016 20001 21875,Issued,07/19/2016,Final,Insp Cancelled,"(34.24121, -118.58402)"
3194 S BARBARA ST,16014 40000 01557,Issued,07/20/2016,METHANE-Final,Approved,"(33.71741, -118.30272)"
1342 W 35TH ST 1342 1/2,16043 10000 03312,Issued,07/22/2016,Rough,Insp Scheduled,"(34.02449, -118.29878)"
1550 W 8TH ST,15042 10000 06948,Issued,07/20/2016,Underground,Partial Approval,"(34.05213, -118.27207)"
1464 N SUNSET PLAZA DR,14014 20001 02523,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.09656, -118.38185)"
2275 N CHISLEHURST DR,15047 20000 00510,CofO in Progress,07/21/2016,Grading Verification,OK for CofO,"(34.11133, -118.29983)"
318 N ENTRADA DR,16016 30000 11897,Issued,07/18/2016,PLUMBING-Rough,Approved,"(34.03002, -118.51489)"
19201 W VENTURA BLVD,16016 10000 05905,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(34.17277, -118.55148)"
19201 W VENTURA BLVD,16016 10000 05905,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(34.17277, -118.55148)"
2026 W 76TH ST,16016 40000 08658,Issued,07/19/2016,Final,Corrections Issued,"(33.97077, -118.31428)"
817 N HARVARD BLVD,16016 90000 12404,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.08524, -118.30408)"
3351 S GAFFEY ST,14016 10000 06857,Issued,07/20/2016,Deputy Reinf. Concrete,Approved,"(33.71374, -118.29306)"
5926 N WOODLAKE AVE,16047 20000 00701,Issued,07/21/2016,Deck,Approved,"(34.17808, -118.63189)"
7648 N VAN NUYS BLVD,16044 90000 07042,Issued,07/18/2016,Rough-A/C and Heating,Corrections Issued,"(34.20988, -118.44857)"
222 S MAIN ST,13010 10000 03472,Issued,07/18/2016,Wood Frame,Partial Approval,"(34.05047, -118.2448)"
1161 S CRENSHAW BLVD,15014 10000 02854,Issued,07/19/2016,Final,Insp Cancelled,"(34.05096, -118.32526)"
100 WORLD WAY,14016 10013 11587,Issued,07/18/2016,Light Gage Steel Frame,Insp Scheduled,"(33.94572, -118.40095)"
333 S GRAND AVE STE 2280,16016 10000 06717,Permit Finaled,07/20/2016,Smoke Detectors,Approved,"(34.05271, -118.25179)"
12862 W FOOTHILL BLVD,16041 10000 01334,Issued,07/20/2016,Final,Not Ready for Inspection,"(34.29316, -118.41524)"
6060 W WILSHIRE BLVD,15041 20000 39588,Issued,07/20/2016,Rough,Partial Inspection,"(34.06273, -118.36103)"
401 WORLD WAY P4,14016 10000 03732,Issued,07/22/2016,Reinforced Concrete Frame,Insp Scheduled,"(33.94281, -118.40686)"
345-347 W 73RD ST,15010 10000 02658,Issued,07/19/2016,Smoke Detectors,Approved,"(33.97381, -118.27996)"
1387-1389 E 47TH ST,16010 10000 01274,Issued,07/22/2016,Rough-Elec/Plmb/HVAC,Insp Scheduled,"(34.00124, -118.25014)"
1245 W WILSHIRE BLVD flrs 2-9,16016 10000 07480,Issued,07/18/2016,T-Bar Ceiling,Approved,"(34.05373, -118.26606)"
1121 S WILTON PL,14014 10002 05225,Issued,07/18/2016,METHANE-Rough,Approved,"(34.05005, -118.3147)"
3903 S BURNSIDE AVE,16044 70000 04738,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.01696, -118.36458)"
6750 N DE SOTO AVE STE B,04016 10000 21187,Issued,07/22/2016,SGSOV-Seismic Gas S/O Valve,Insp Scheduled,"(34.19316, -118.58808)"
5771 W 96TH ST,15044 20000 09578,Issued,07/22/2016,Final,Insp Scheduled,"(33.94955, -118.38342)"
16100 W MULHOLLAND DR,16020 10000 01710,Issued,07/19/2016,Deputy Reinf. Concrete,Approved,"(34.1299, -118.48421)"
1362 W 17TH ST,16044 40000 04751,Permit Finaled,07/22/2016,Final,Permit Finaled,"(33.72896, -118.30735)"
1829 N KENMORE AVE UNIT 1,13010 10001 04301,Issued,07/21/2016,Underground Mechanical,Approved,"(34.10441, -118.29776)"
3033 W WILSHIRE BLVD,13010 10008 03617,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.06198, -118.28733)"
10314 S LOU-DILLON AVE,16041 90000 17468,Permit Finaled,07/21/2016,Service/Power Release,Approved,"(33.94262, -118.23471)"
149-151 W 99TH ST,15010 10000 03344,Issued,07/21/2016,Final,Corrections Issued,"(33.94658, -118.27571)"
11645 W WOODBRIDGE ST,13014 20000 03977,Issued,07/19/2016,PLUMBING-Final,Not Ready for Inspection,"(34.14866, -118.38706)"
17518 W STRATHERN ST,16042 90000 14017,Issued,07/18/2016,Rough,Partial Approval,"(34.21556, -118.51493)"
17361 W BURBANK BLVD,16016 20000 16106,Issued,07/19/2016,ELECTRICAL-Rough,Approved,"(34.1724, -118.51189)"
16735 W MARQUEZ TER TEMP,16041 10000 04239,Issued,07/20/2016,Service/Power Release,Approved,"(34.04759, -118.54591)"
5846 N BUCKNELL AVE,16042 90000 14577,Permit Finaled,07/20/2016,Sewer or Sewer Cap,Approved,"(34.17707, -118.39255)"
1563 W SUNSET BLVD,16016 10000 04822,Issued,07/22/2016,Wood Frame,Insp Scheduled,"(34.07679, -118.25693)"
10917 W EXPOSITION BLVD,15044 30000 06863,Permit Finaled,07/19/2016,Inspection,Permit Finaled,"(34.03672, -118.42763)"
1731 N SUMMITRIDGE DR,14010 10000 02021,Issued,07/20/2016,Verify Sprinkler Sign Off,Not Ready for Inspection,"(34.10227, -118.42034)"
17320 W VANOWEN ST LOT 17,15010 20000 02687,Issued,07/18/2016,PLUMBING-Rough,Approved,"(34.19365, -118.5109)"
17005 W PALISADES CIR,16042 90000 14292,Issued,07/20/2016,Final,Corrections Issued,"(34.07356, -118.5617)"
4920 N NEWCASTLE AVE,15014 20000 04709,Issued,07/22/2016,ELECTRICAL-Final,Insp Scheduled,"(34.15903, -118.5249)"
3782 N BERRY DR,16016 20000 08277,Issued,07/21/2016,Wood Frame,Approved,"(34.13778, -118.37977)"
8905 W 24TH ST,16044 20000 07153,Issued,07/21/2016,Rough-Ventilation,Not Ready for Inspection,"(34.03926, -118.38526)"
1153-1155 S HUDSON AVE,16016 10000 09050,Permit Finaled,07/20/2016,Smoke Detectors,Approved,"(34.05364, -118.33651)"
663-665 E BROOKS AVE,15010 10000 03261,Issued,07/19/2016,Footing/Foundation/Slab,Approved,"(33.99658, -118.46675)"
4727 S LA VILLA MARINA,16016 40000 11215,Permit Finaled,07/19/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(33.98153, -118.43688)"
1422 W PASEO DEL MAR,16016 10000 10587,Issued,07/21/2016,Wood Frame,Partial Approval,"(33.71437, -118.30965)"
16479 W ROYAL HILLS DR,16030 20000 01689,Issued,07/21/2016,Sub-Drain,Partial Approval,"(34.13445, -118.49126)"
8500 W BEVERLY BLVD # 778,16042 10000 10101,Issued,07/18/2016,Final,Not Ready for Inspection,"(34.07587, -118.37754)"
2630 E 7TH ST,16030 10000 01411,Issued,07/22/2016,Deputy Grading,Approved,"(34.0311, -118.21471)"
6245 W WILSHIRE BLVD,15020 10000 02152,Issued,07/21/2016,Deputy Grading,Approved,"(34.06357, -118.36486)"
9048 W OLIN ST,16014 20000 00339,Issued,07/19/2016,Smoke Detectors,Approved,"(34.03693, -118.39046)"
2032-2034 N DALY ST,15014 10000 04334,Issued,07/22/2016,Excavation/Setback/Form/Re-Bar,Approved,"(34.06853, -118.21534)"
8841 N AMBOY AVE,16014 20000 00729,Issued,07/19/2016,Interior/Exterior Lathing,Approved,"(34.22954, -118.39841)"
12955 W RIVERSIDE DR #108,16016 20000 14428,Issued,07/18/2016,Interior/Exterior Lathing,Partial Inspection,"(34.15778, -118.41569)"
1 W CENTURY DR 30A,14042 30000 02472,Issued,07/19/2016,Final,Insp Scheduled,"(34.05673, -118.41494)"
5011 N HAYVENHURST AVE,06010 20000 01635,CofO Corrected,07/19/2016,CofO Issuance,CofO Corrected,"(34.16158, -118.49262)"
2629 S KERCKHOFF AVE,16016 20000 15241,Issued,07/21/2016,Final,Not Ready for Inspection,"(33.72002, -118.2899)"
15760 W STRATHERN ST,15016 20000 02114,Issued,07/20/2016,Drywall Nailing,Approved,"(34.21559, -118.47701)"
900 W WILSHIRE BLVD,14044 10000 05850,Issued,07/20/2016,Fire Damper Framing,Partial Inspection,"(34.04999, -118.2596)"
1500 S STADIUM WAY,16016 10000 15549,Issued,07/20/2016,ELECTRICAL-Rough,Not Ready for Inspection,"(34.06872, -118.23824)"
412 W 6TH ST #1210,16041 20000 24193,Issued,07/22/2016,Final,Insp Scheduled,"(34.04757, -118.25366)"
601 N FULLER AVE,15047 20002 01545,Issued,07/21/2016,Final,Insp Scheduled,"(34.08203, -118.34994)"
14201 W HUSTON ST,15010 10000 03135,Issued,07/18/2016,Footing/Foundation/Slab,Approved,"(34.15954, -118.44248)"
225 S LINCOLN BLVD,15041 20002 05476,Issued,07/20/2016,Rough,Approved,"(34.00183, -118.46926)"
1120 W 6TH ST,14043 10000 02441,Issued,07/20/2016,Rough,Partial Approval,"(34.05418, -118.26297)"
611 N VIRGIL AVE,16044 10000 06217,Issued,07/21/2016,Rough-Grease Duct,Partial Approval,"(34.08215, -118.28702)"
1200 S FIGUEROA ST,13010 10000 04232,Issued,07/21/2016,Reinforced Concrete Frame,Partial Approval,"(34.04165, -118.26674)"
10051 N MONTGOMERY AVE,16016 20000 15909,Issued,07/22/2016,HVAC-Rough,Insp Scheduled,"(34.25347, -118.4818)"
11677 W SAN VICENTE BLVD,15016 10000 23312,Issued,07/22/2016,Drywall Nailing,Insp Scheduled,"(34.054, -118.4649)"
345-347 W 73RD ST,15010 10000 02657,Issued,07/19/2016,Green Building Final,Approved,"(33.97381, -118.27996)"
12000 S VISTA DEL MAR,14030 10000 05657,Issued,07/22/2016,Approved Compaction Report,Approved,"(33.92782, -118.43327)"
4424 N VAN NOORD AVE,15010 20000 03081,Issued,07/19/2016,BUILDING-Rough-Frame,Partial Approval,"(34.15114, -118.41483)"
2725 N HYPERION AVE,14016 10000 17809,Issued,07/20/2016,Light Gage Steel Frame,Partial Inspection,"(34.10747, -118.27223)"
4516 N LONGRIDGE AVE,16043 20000 03087,Issued,07/21/2016,Overhead Hydro,Approved,"(34.15273, -118.42128)"
7866 N HAZELTINE AVE,16044 90000 05897,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.21398, -118.43889)"
938 E 2ND ST,16041 40000 25088,Issued,07/19/2016,Service/Power Release,Insp Cancelled,"(34.04697, -118.23385)"
13509 W DYER ST,16014 20000 02100,Issued,07/20/2016,Footing/Foundation/Slab,Approved,"(34.31859, -118.4274)"
20948 W KNAPP ST,15016 20000 23782,Issued,07/20/2016,Deputy Drilled-In Anchors,Conditional Approval,"(34.23835, -118.59019)"
888 S FIGUEROA ST 2170,16041 90000 24986,Issued,07/20/2016,Final,Not Ready for Inspection,"(34.0465, -118.26225)"
4924 E NAVARRO ST #1,16042 20000 14264,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.08618, -118.17544)"
5022 S GRAMERCY PL,16016 20000 13569,Issued,07/19/2016,Final,No Access for Inspection,"(33.9973, -118.31368)"
777 S SANTA FE AVE,14016 10000 21080,Issued,07/22/2016,Drywall Nailing,Insp Scheduled,"(34.03354, -118.23024)"
12751 W MILLENNIUM A160,15016 10000 12977,Issued,07/18/2016,Green Building Rough,Partial Inspection,"(33.97607, -118.4166)"
13389 N JAMIE AVE,16041 90000 18440,Permit Finaled,07/22/2016,Final,Permit Finaled,"(34.31509, -118.45733)"
218 E 43RD PL,16042 70000 09841,Issued,07/18/2016,Final,Not Ready for Inspection,"(34.00463, -118.27137)"
4410 S BUDLONG AVE,16020 10000 00870,Issued,07/19/2016,Piling/Pier/Caisson,Not Ready for Inspection,"(34.00325, -118.29574)"
9821 W VICAR ST,16014 20000 01382,Issued,07/22/2016,Public Counter,Completed,"(34.03379, -118.3996)"
136-136 1/2 S CORONADO ST,15016 20000 21710,Permit Finaled,07/19/2016,PLUMBING-Final,Approved,"(34.06811, -118.2763)"
2269 W COVE AVE,15010 10000 03878,Issued,07/22/2016,Grading Verification,Insp Scheduled,"(34.09424, -118.25832)"
10526 W DUBNOFF WAY,15042 90000 25421,Issued,07/21/2016,Final,Corrections Issued,"(34.18656, -118.36106)"
423 E 75TH ST,09010 70000 01037,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(33.97227, -118.26641)"
423 E 75TH ST,09010 70000 01037,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(33.97227, -118.26641)"
6623 W MELROSE AVE,14044 20000 04023,Issued,07/22/2016,Pre-Wrap Duct Insp,Insp Scheduled,"(34.08359, -118.33946)"
7523 N ROYER AVE,16014 20000 00776,Issued,07/22/2016,Green Building Final,Approved,"(34.2067, -118.62769)"
11933 W ALLEGHENY ST,15010 10001 03635,Issued,07/20/2016,Deputy Steel/Welding,Approved,"(34.23693, -118.39346)"
11933 W ALLEGHENY ST,15010 10001 03635,Issued,07/20/2016,Deputy Steel/Welding,Approved,"(34.23693, -118.39346)"
12813 W ELKWOOD ST,16020 20000 01477,Issued,07/19/2016,Special/Order Compliance,Approved,"(34.21218, -118.41253)"
7908 N LENA AVE,16014 20001 02595,Permit Finaled,07/22/2016,Final,Permit Finaled,"(34.21428, -118.62558)"
3900 N STANSBURY AVE,14010 10000 01949,Issued,07/22/2016,Interior/Exterior Lathing,Insp Scheduled,"(34.14084, -118.44264)"
701-701 1/2 N SOTO ST,15010 10000 00312,Issued,07/18/2016,BUILDING-Rough-Frame,Approved,"(34.0505, -118.20583)"
17909 W PALORA ST,15047 20000 01357,CofO in Progress,07/18/2016,Final,OK to Issue CofO,"(34.15972, -118.52223)"
6564 W 80TH PL,16016 30001 04926,Issued,07/23/2016,Final,Insp Scheduled,"(33.96597, -118.40421)"
8704 S WADSWORTH AVE,16042 90000 07661,Permit Finaled,07/22/2016,Final,Permit Finaled,"(33.95887, -118.25844)"
5449 S HILLCREST DR,16016 70000 15216,Permit Finaled,07/19/2016,Final,Permit Finaled,"(33.99155, -118.33682)"
631 W JEFFERSON BLVD,15010 10000 02269,Issued,07/21/2016,Deputy Drilled-In Anchors,Partial Approval,"(34.02254, -118.28097)"
13348 W ALBERS ST,16016 20000 07490,Issued,07/21/2016,SGSOV-Seismic Gas S/O Valve,Insp Cancelled,"(34.1702, -118.42423)"
865 S FIGUEROA ST 28TH FLR,16043 10000 01196,Issued,07/19/2016,Final,Insp Cancelled,"(34.04653, -118.26275)"
6515 W SUNSET BLVD,14041 20000 12859,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.09815, -118.33161)"
8400 N STATLEY CT,16010 20000 01347,Issued,07/19/2016,Excavation/Setback/Form/Re-Bar,Insp Cancelled,"(34.22129, -118.64727)"
16000 W VENTURA BLVD 11TH FLR-SUITE 1100,16041 10000 22841,Permit Finaled,07/19/2016,Rough,Insp Cancelled,"(34.15584, -118.48164)"
