Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
12009 Pinehurst Way Ne,Automatic Fire Alarm Resd,07/20/2019 03:52:00 PM,47.715829,-122.311587,POINT (-122.311587 47.715829),F190076733
6561 Phinney Av N,Rescue Elevator,07/20/2019 03:53:00 PM,47.677068,-122.354359,POINT (-122.354359 47.677068),F190076734
600 University St,Auto Fire Alarm,07/20/2019 03:54:00 PM,47.60916,-122.33264,POINT (-122.33264 47.60916),F190076735
4528 East Laurel Dr Ne,Aid Response Yellow,07/30/2019 05:37:00 PM,47.661762,-122.269416,POINT (-122.269416 47.661762),F190080774
7544 M L King Jr Way S,Trans to AMR,07/20/2019 04:08:00 PM,47.534954,-122.280638,POINT (-122.280638 47.534954),F190076740
720 8th Av S,Medic Response,07/30/2019 05:37:00 PM,47.596499,-122.322456,POINT (-122.322456 47.596499),F190080773
1825 Ne 58th St,Medic Response,07/30/2019 05:43:00 PM,47.67105,-122.308242,POINT (-122.308242 47.67105),F190080776
905 33rd Av,Aid Response,08/09/2019 07:51:00 PM,47.610444,-122.290429,POINT (-122.290429 47.610444),F190084843
1218 3rd Av,Rescue Elevator,08/09/2019 08:02:00 PM,47.607174,-122.335437,POINT (-122.335437 47.607174),F190084845
1700 17th Av,Trans to AMR,08/09/2019 08:06:00 PM,47.616443,-122.310151,POINT (-122.310151 47.616443),F190084847
500 5th Av,Medic Response,08/09/2019 08:16:00 PM,47.602985,-122.328535,POINT (-122.328535 47.602985),F190084848
6219 31st Av Ne,Aid Response,08/09/2019 08:17:00 PM,47.674086,-122.294314,POINT (-122.294314 47.674086),F190084849
22nd Av / E Marion St,Car Fire,07/20/2019 04:35:00 PM,47.610023,-122.303714,POINT (-122.303714 47.610023),F190076748
3400 Rainier Av S,Aid Response,05/23/2019 01:48:00 PM,47.572919,-122.294006,POINT (-122.294006 47.572919),F190052358
708 6th Av N,Aid Response,05/23/2019 01:49:00 PM,47.625474,-122.344953,POINT (-122.344953 47.625474),F190052359
14046 Meridian Av N,Medic Response,09/10/2019 03:25:00 PM,47.730769,-122.334239,POINT (-122.334239 47.730769),F190097190
715 Spring St,Medic Response,09/10/2019 03:29:00 PM,47.608268,-122.330056,POINT (-122.330056 47.608268),F190097191
2611 S Dearborn St,Medic Response,08/19/2019 11:27:00 PM,47.595541,-122.298643,POINT (-122.298643 47.595541),F190088819
5216 Rainier Av S,Aid Response,11/12/2019 03:11:00 PM,47.555377,-122.28289,POINT (-122.28289 47.555377),F190120640
9427 8th Av Sw,Trans to AMR,11/12/2019 03:12:00 PM,47.518886,-122.345432,POINT (-122.345432 47.518886),F190120641
904 7th Av,Medic Response,11/12/2019 03:14:00 PM,47.6069,-122.329051,POINT (-122.329051 47.6069),F190120642
2nd Av / Columbia St,Medic Response- 6 per Rule,11/12/2019 03:14:00 PM,47.603733,-122.333825,POINT (-122.333825 47.603733),F190120643
2nd Av / Columbia St,Triaged Incident,11/12/2019 03:14:00 PM,47.603733,-122.333825,POINT (-122.333825 47.603733),F190120644
913 S Jackson St,Aid Response,08/06/2020 07:02:00 AM,47.59919,-122.320841,POINT (-122.320841 47.59919),F200077321
13201 Aurora Av N,Auto Fire Alarm,05/09/2020 03:22:00 AM,47.724677,-122.344993,POINT (-122.344993 47.724677),F200044242
326 9th Av,Aid Response,06/30/2019 08:35:00 PM,47.603593,-122.322954,POINT (-122.322954 47.603593),F190068700
14211 37th Av Ne,Medic Response,06/30/2019 08:36:00 PM,47.731538,-122.288349,POINT (-122.288349 47.731538),F190068701
14211 37th Av Ne,Aid Response,06/30/2019 08:37:00 PM,47.731538,-122.288349,POINT (-122.288349 47.731538),F190068702
14211 37th Av Ne,Aid Response,06/30/2019 08:41:00 PM,47.731538,-122.288349,POINT (-122.288349 47.731538),F190068703
1222 17th Ave E,Automatic Fire Alarm Resd,01/29/2020 07:16:00 PM,47.630748,-122.30991,POINT (-122.30991 47.630748),F200010270
4th Ave / University St,Aid Response,01/29/2020 07:21:00 PM,47.608228,-122.334866,POINT (-122.334866 47.608228),F200010271
4700 Sw Admiral Way,Aid Response,01/29/2020 07:21:00 PM,47.581214,-122.391903,POINT (-122.391903 47.581214),F200010272
9009 Greenwood Av N,Aid Response,06/30/2019 08:49:00 PM,47.69429,-122.35534,POINT (-122.35534 47.69429),F190068705
6900 37th Av S,Aid Response,11/02/2019 04:14:00 AM,47.540654,-122.286239,POINT (-122.286239 47.540654),F190116755
Midvale Av N / N 96th St,Medic Response,06/30/2019 08:52:00 PM,47.698529,-122.343319,POINT (-122.343319 47.698529),F190068706
2746 Ne 45th St,Auto Fire Alarm,06/30/2019 08:52:00 PM,47.661239,-122.297259,POINT (-122.297259 47.661239),F190068707
1921 3rd Av,Trans to AMR,11/02/2019 04:38:00 AM,47.611786,-122.339857,POINT (-122.339857 47.611786),F190116758
5933 M L King Jr Way S,Aid Response,11/02/2019 04:38:00 AM,47.549186,-122.287134,POINT (-122.287134 47.549186),F190116759
517 3rd Av,Trans to AMR,11/02/2019 04:42:00 AM,47.602172,-122.330863,POINT (-122.330863 47.602172),F190116761
101 Taylor Av N,1RED 1 Unit,06/30/2019 09:10:00 PM,47.618566,-122.346316,POINT (-122.346316 47.618566),F190068713
860 Terry Av N,Medic Response,05/30/2019 03:17:00 PM,47.626074,-122.337119,POINT (-122.337119 47.626074),F190056125
3621 33rd Av S,Aid Response,06/30/2019 10:15:00 PM,47.571408,-122.291001,POINT (-122.291001 47.571408),F190068733
2600 15th Av W,Medic Response,06/30/2019 10:17:00 PM,47.642944,-122.37617,POINT (-122.37617 47.642944),F190068734
100 Melrose Av E,Medic Response,06/30/2019 10:22:00 PM,47.618497,-122.327854,POINT (-122.327854 47.618497),F190068736
3606 W Commodore Way,Aid Response Yellow,08/31/2019 06:37:00 AM,47.66597,-122.405343,POINT (-122.405343 47.66597),F190093229
5433 Leary Av Nw,Aid Response Yellow,12/04/2019 06:29:00 PM,47.66749,-122.383093,POINT (-122.383093 47.66749),F190128292
10248 33rd Av Sw,Natural Gas Odor,09/21/2019 01:13:00 AM,47.51133,-122.373672,POINT (-122.373672 47.51133),F190101092
810 Virginia St,Trans to AMR,01/07/2020 09:27:00 AM,47.615789,-122.336507,POINT (-122.336507 47.615789),F200002249
8511 15th Av Ne,Aid Response,11/12/2019 03:21:00 PM,47.690434,-122.31223,POINT (-122.31223 47.690434),F190120645
5950 Delridge Way Sw,Auto Fire Alarm,11/12/2019 03:25:00 PM,47.549608,-122.363016,POINT (-122.363016 47.549608),F190120647
747 N 135th St,Aid Response,06/20/2019 09:25:00 AM,47.726864,-122.348012,POINT (-122.348012 47.726864),F190064421
300 5th Av,Aid Response Yellow,06/20/2019 09:27:00 AM,47.601684,-122.327656,POINT (-122.327656 47.601684),F190064422
1501 17th Av,Aid Response Yellow,06/20/2019 09:28:00 AM,47.614106,-122.310161,POINT (-122.310161 47.614106),F190064423
W Government Way / 33rd Av W,Illegal Burn,05/15/2019 11:32:00 PM,47.659939,-122.39951,POINT (-122.39951 47.659939),F190049598
Ne 45th St / 19th Av Ne,Aid Response,05/15/2019 11:32:00 PM,47.661258,-122.307245,POINT (-122.307245 47.661258),F190049599
300 Pike St,Aid Response Yellow,07/20/2019 05:46:00 PM,47.60975,-122.337793,POINT (-122.337793 47.60975),F190076770
11 W Aloha St,Aid Response,06/20/2019 09:35:00 AM,47.627192,-122.356823,POINT (-122.356823 47.627192),F190064428
426 14th Av E,Aid Response,06/20/2019 09:39:00 AM,47.622249,-122.314667,POINT (-122.314667 47.622249),F190064429
1605 E Olive St,Aid Response,03/15/2020 11:32:00 AM,47.616446,-122.311389,POINT (-122.311389 47.616446),F200026589
800 Aloha St,Aid Response,06/20/2019 09:43:00 AM,47.627134,-122.34102,POINT (-122.34102 47.627134),F190064431
516 3rd Av,Rescue Elevator,05/30/2019 02:53:00 PM,47.602165,-122.330856,POINT (-122.330856 47.602165),F190056118
S Othello St / 43rd Av S,Aid Response,06/20/2019 09:56:00 AM,47.537053,-122.279385,POINT (-122.279385 47.537053),F190064432
124 14th Av E,Aid Response,06/20/2019 09:59:00 AM,47.619062,-122.314303,POINT (-122.314303 47.619062),F190064434
9709 3rd Av Ne,Aid Response,06/20/2019 10:00:00 AM,47.699221,-122.325766,POINT (-122.325766 47.699221),F190064435
12355 15th Av Ne,Aid Response,06/20/2019 10:09:00 AM,47.718096,-122.312634,POINT (-122.312634 47.718096),F190064437
215 2nd Av S,Auto Fire Alarm,06/20/2019 10:12:00 AM,47.600753,-122.331572,POINT (-122.331572 47.600753),F190064438
3318 30th Av Sw,AFA4 - Auto Alarm 2 + 1 + 1,06/20/2019 10:18:00 AM,47.573513,-122.371453,POINT (-122.371453 47.573513),F190064439
1901 Western Av,Aid Response,05/30/2019 03:13:00 PM,47.610056,-122.34329,POINT (-122.34329 47.610056),F190056124
Rainier Av S / M L King Jr Way S,Aid Response,05/30/2019 03:27:00 PM,47.576359,-122.29663,POINT (-122.29663 47.576359),F190056129
6401 12th Av Ne,Aid Response,05/30/2019 03:33:00 PM,47.67498,-122.315658,POINT (-122.315658 47.67498),F190056131
Rainier Av S / S Forest St,Aid Response,05/30/2019 03:33:00 PM,47.577526,-122.297522,POINT (-122.297522 47.577526),F190056132
12th Av S / S Main St,Aid Response,05/30/2019 03:49:00 PM,47.600015,-122.31723,POINT (-122.31723 47.600015),F190056134
6020 28th Av Nw,Auto Fire Alarm,05/30/2019 03:57:00 PM,47.672392,-122.392974,POINT (-122.392974 47.672392),F190056137
1900 Westlake Av N,MVI - Motor Vehicle Incident,05/30/2019 03:57:00 PM,47.635784,-122.340452,POINT (-122.340452 47.635784),F190056138
3401 W Government Way,Aid Response,08/09/2019 10:15:00 PM,47.659307,-122.400889,POINT (-122.400889 47.659307),F190084885
4th Av / Cherry St,Aid Response,08/09/2019 10:17:00 PM,47.603948,-122.330952,POINT (-122.330952 47.603948),F190084886
607 3rd Av,Aid Response,08/09/2019 10:23:00 PM,47.602813,-122.331449,POINT (-122.331449 47.602813),F190084887
3033 California Av Sw,Trans to AMR,08/09/2019 10:29:00 PM,47.576766,-122.386721,POINT (-122.386721 47.576766),F190084888
3022 Ne 140th St,Activated CO Detector,10/01/2019 02:20:00 PM,47.730148,-122.296206,POINT (-122.296206 47.730148),F190104960
910 Marion St,Aid Response,10/01/2019 02:21:00 PM,47.607742,-122.326595,POINT (-122.326595 47.607742),F190104959
7003 40th Av Ne,Automatic Medical Alarm,05/30/2019 02:53:00 PM,47.679434,-122.285011,POINT (-122.285011 47.679434),F190056117
2101 N 106th St,Trans to AMR,05/08/2020 08:33:00 AM,47.705938,-122.333261,POINT (-122.333261 47.705938),F200043935
5413 31st Av Sw,Medic Response,12/27/2019 09:04:00 AM,47.553646,-122.372266,POINT (-122.372266 47.553646),F190136357
13701 20th Av Ne,Trans to AMR,12/27/2019 09:14:00 AM,47.728426,-122.307294,POINT (-122.307294 47.728426),F190136358
107 Cherry St,Auto Fire Alarm,06/30/2019 08:13:00 PM,47.602588,-122.334202,POINT (-122.334202 47.602588),F190068687
11747 36th Av Ne,Illegal Burn,07/20/2019 08:17:00 PM,47.71371,-122.289293,POINT (-122.289293 47.71371),F190076847
410 2nd Av Et S,Aid Response,05/23/2019 01:53:00 PM,47.601202,-122.331511,POINT (-122.331511 47.601202),F190052360
3512 Albion Pl N,Trans to AMR,08/06/2020 07:23:00 AM,47.649847,-122.344754,POINT (-122.344754 47.649847),F200077329
7302 11th Av Ne,Aid Response,04/25/2019 08:43:55 PM,47.681551,-122.316402,POINT (-122.316402 47.681551),F190041563
1533 Western Av,Aid Response,04/25/2019 08:43:07 PM,47.608682,-122.341421,POINT (-122.341421 47.608682),F190041562
3rd Av / Pike St,Aid Response,04/25/2019 08:41:46 PM,47.60975,-122.337793,POINT (-122.337793 47.60975),F190041561
321 10th Av,4RED - 2 + 1 + 1,04/25/2019 08:41:03 PM,47.604532,-122.319411,POINT (-122.319411 47.604532),F190041560
7340 27th Ave Nw,Aid Response,06/16/2020 02:16:00 PM,47.681663,-122.390836,POINT (-122.390836 47.681663),F200059104
2nd Av S / S Washington St,Aid Response,07/20/2019 04:35:00 PM,47.600879,-122.331572,POINT (-122.331572 47.600879),F190076749
820 Nw 95th St,Aid Response,07/20/2019 04:37:00 PM,47.697867,-122.367016,POINT (-122.367016 47.697867),F190076750
217 Pike St,Aid Response,07/20/2019 04:39:00 PM,47.609366,-122.338711,POINT (-122.338711 47.609366),F190076751
901 Rainier Av S,Aid Response,06/30/2019 08:28:00 PM,47.594356,-122.310367,POINT (-122.310367 47.594356),F190068692
1405 Ne 50th St,Aid Response,06/30/2019 08:28:00 PM,47.664901,-122.313016,POINT (-122.313016 47.664901),F190068693
2609 21st Av S,Aid Response,07/30/2019 05:27:00 PM,47.57961,-122.305414,POINT (-122.305414 47.57961),F190080769
7400 Sand Point Way Ne,Aid Response,07/30/2019 05:29:00 PM,47.682124,-122.263668,POINT (-122.263668 47.682124),F190080770
4555 Roosevelt Way Ne,Aid Response,07/30/2019 05:31:00 PM,47.661775,-122.317464,POINT (-122.317464 47.661775),F190080771
937 N 96th St,Aid Response,07/30/2019 05:33:00 PM,47.698721,-122.34681,POINT (-122.34681 47.698721),F190080772
N 115th St / Aurora Av N,Rescue Extrication,06/30/2019 08:30:00 PM,47.712319,-122.344814,POINT (-122.344814 47.712319),F190068694
1612 N 45th St,Rescue Lock In/Out,06/30/2019 08:33:00 PM,47.661386,-122.339009,POINT (-122.339009 47.661386),F190068699
15th Av Nw / Nw 87th St,MVI - Motor Vehicle Incident,11/02/2019 05:45:00 AM,47.692429,-122.376803,POINT (-122.376803 47.692429),F190116768
3rd Av S / S Washington St,3RED - 1 +1 + 1,11/02/2019 05:49:00 AM,47.600877,-122.330268,POINT (-122.330268 47.600877),F190116769
4611 35th Av Sw,Aid Response,11/02/2019 05:59:00 AM,47.561926,-122.376204,POINT (-122.376204 47.561926),F190116772
2020 S Jackson St,Auto Fire Alarm,08/09/2019 10:35:00 PM,47.599261,-122.305258,POINT (-122.305258 47.599261),F190084891
1414 ALASKAN WAY,1RED 1 Unit,11/02/2019 06:02:00 AM,47.607028,-122.341475,POINT (-122.341475 47.607028),F190116773
9455 27th Av Sw,Trans to AMR,11/02/2019 06:07:00 AM,47.518178,-122.367277,POINT (-122.367277 47.518178),F190116775
2616 W Bertona St,Aid Response,05/30/2019 04:21:00 PM,47.650316,-122.390091,POINT (-122.390091 47.650316),F190056148
600 Malden Av E,Medic Response,10/12/2019 07:01:00 AM,47.624254,-122.313612,POINT (-122.313612 47.624254),F190108978
600 Stewart St,Rescue Elevator,10/12/2019 07:02:00 AM,47.613622,-122.337015,POINT (-122.337015 47.613622),F190108977
913 S Jackson St,1RED 1 Unit,10/12/2019 07:03:00 AM,47.59919,-122.320841,POINT (-122.320841 47.59919),F190108979
5270 Rainier Av S,Triaged Incident,04/25/2020 05:08:00 PM,47.554937,-122.282393,POINT (-122.282393 47.554937),F200040067
2211 Ne 54th St,Triaged Incident,07/12/2020 10:29:00 PM,47.667959,-122.303739,POINT (-122.303739 47.667959),F200068316
10417 63rd Ave S,Automatic Fire Alarm Resd,06/16/2020 12:50:00 PM,47.508007,-122.254732,POINT (-122.254732 47.508007),F200059074
120 Broadway,Rescue Elevator,05/15/2019 11:49:00 PM,47.602255,-122.320739,POINT (-122.320739 47.602255),F190049600
10547 Midvale Ave N,Car Fire,05/09/2020 03:03:00 AM,47.705474,-122.343336,POINT (-122.343336 47.705474),F200044238
318 2nd Av Et S,Trans to AMR,09/10/2019 04:13:00 PM,47.600194,-122.330541,POINT (-122.330541 47.600194),F190097203
6th Av / Olive Way,Aid Response,07/30/2019 06:24:00 PM,47.61313,-122.336282,POINT (-122.336282 47.61313),F190080793
2315 Ne 65th St,Aid Response,05/08/2020 08:21:00 AM,47.675775,-122.302579,POINT (-122.302579 47.675775),F200043932
Post Av / Columbia St,Aid Response,08/09/2019 08:22:00 PM,47.603022,-122.335523,POINT (-122.335523 47.603022),F190084851
3204 Sw Morgan St,Aid Response,08/09/2019 08:23:00 PM,47.544669,-122.373777,POINT (-122.373777 47.544669),F190084852
10756 Alton Av Ne,Aid Response,08/09/2019 08:25:00 PM,47.70673,-122.281919,POINT (-122.281919 47.70673),F190084853
3820 Rainier Av S,Aid Response,08/09/2019 08:31:00 PM,47.569608,-122.290486,POINT (-122.290486 47.569608),F190084855
32nd Av W / W Ruffner St,Scenes Of Violence 7,08/09/2019 08:34:00 PM,47.652252,-122.398241,POINT (-122.398241 47.652252),F190084856
S Jackson St / Maynard Av S,Aid Response,08/09/2019 08:39:00 PM,47.599191,-122.325055,POINT (-122.325055 47.599191),F190084859
617 3rd Av W,Aid Response,08/09/2019 08:39:00 PM,47.624795,-122.360627,POINT (-122.360627 47.624795),F190084860
11729 36th Av Ne,Aid Response,08/09/2019 08:40:00 PM,47.713581,-122.289294,POINT (-122.289294 47.713581),F190084861
5270 Rainier Av S,Trans to AMR,06/20/2019 10:31:00 AM,47.554937,-122.282393,POINT (-122.282393 47.554937),F190064443
5921 32nd Av Sw,Water Job Minor,06/20/2019 10:33:00 AM,47.548699,-122.373682,POINT (-122.373682 47.548699),F190064442
2445 Nw 57th St,Trans to AMR,06/20/2019 10:39:00 AM,47.670187,-122.388155,POINT (-122.388155 47.670187),F190064444
48th Av S / S Roxbury St,Wires Down,06/20/2019 10:42:00 AM,47.516905,-122.273241,POINT (-122.273241 47.516905),F190064445
12th Av Ne / Ne 92nd St,Aid Response,06/20/2019 10:42:00 AM,47.695816,-122.314853,POINT (-122.314853 47.695816),F190064446
9435 24th Av Sw,Aid Response,06/20/2019 10:43:00 AM,47.518871,-122.363214,POINT (-122.363214 47.518871),F190064448
1419 3rd Av,Medic Response,06/20/2019 10:44:00 AM,47.608939,-122.337052,POINT (-122.337052 47.608939),F190064449
5968 Rainier Av S,Aid Response,06/20/2019 01:27:00 PM,47.548785,-122.276963,POINT (-122.276963 47.548785),F190064516
105 5th Av S,Aid Response,05/30/2019 04:18:00 PM,47.601643,-122.327656,POINT (-122.327656 47.601643),F190056145
301 2nd Av S,Trans to AMR,11/02/2019 06:37:00 AM,47.600032,-122.331573,POINT (-122.331573 47.600032),F190116779
E Olive Way / E Howell St,1RED 1 Unit,11/02/2019 06:40:00 AM,47.617736,-122.326254,POINT (-122.326254 47.617736),F190116780
301 2nd Av S,Trans to AMR,11/02/2019 06:40:00 AM,47.37968,-122.234828,POINT (-122.234828 47.37968),V190116781
937 N 96th St,Medic Response,11/02/2019 06:49:00 AM,47.698721,-122.34681,POINT (-122.34681 47.698721),F190116782
7910 Rainier Av S,Aid Response,11/02/2019 07:11:00 AM,47.53152,-122.26999,POINT (-122.26999 47.53152),F190116783
7911 Wolcott Ave S,Medic Response,04/25/2020 01:10:00 PM,47.531315,-122.268792,POINT (-122.268792 47.531315),F200039969
1660 12th Av,Medic Response,04/25/2020 01:13:00 PM,47.61549,-122.316858,POINT (-122.316858 47.61549),F200039970
2519 1st Av,Trans to AMR,04/25/2020 01:14:00 PM,47.614798,-122.348918,POINT (-122.348918 47.614798),F200039971
7540 M L King Jr Way S,Trans to AMR,04/25/2020 02:02:00 PM,47.534995,-122.280639,POINT (-122.280639 47.534995),F200039987
600 4th Av,Aid Response,05/15/2019 11:53:00 PM,47.603233,-122.330297,POINT (-122.330297 47.603233),F190049601
550 17th Ave,Medic Response,01/29/2020 07:47:00 PM,47.606283,-122.310248,POINT (-122.310248 47.606283),F200010277
2920 Eastlake Av E,Medic Response,05/02/2019 09:54:00 PM,47.647519,-122.324414,POINT (-122.324414 47.647519),F190044356
5037 35th Av Sw,Aid Response,11/12/2019 03:46:00 PM,47.557091,-122.376249,POINT (-122.376249 47.557091),F190120652
1500 2nd Av,Aid Response,11/12/2019 04:00:00 PM,47.609285,-122.338904,POINT (-122.338904 47.609285),F190120653
109 23rd Av E,Investigate Out Of Service,11/12/2019 04:04:00 PM,47.619215,-122.302545,POINT (-122.302545 47.619215),F190120655
4718 S Victor St,Trans to AMR,11/12/2019 04:09:00 PM,47.510185,-122.273642,POINT (-122.273642 47.510185),F190120656
1102 E Spruce St,Aid Response,08/09/2019 08:42:00 PM,47.603517,-122.318076,POINT (-122.318076 47.603517),F190084863
424 Minor Av N,Trans to AMR,08/09/2019 08:45:00 PM,47.622242,-122.332995,POINT (-122.332995 47.622242),F190084866
8148 14th Av Sw,Aid Response Yellow,08/09/2019 08:46:00 PM,47.529825,-122.352781,POINT (-122.352781 47.529825),F190084867
1753 Nw 56th St,Trans to AMR,08/09/2019 09:03:00 PM,47.669446,-122.37945,POINT (-122.37945 47.669446),F190084870
7th Av / James St,Aid Response,08/09/2019 09:05:00 PM,47.604625,-122.32697,POINT (-122.32697 47.604625),F190084871
7719 34th Av Ne,Aid Response,08/09/2019 09:07:00 PM,47.684967,-122.291614,POINT (-122.291614 47.684967),F190084872
1005 Belmont Pl E,Automatic Fire Alarm Resd,08/09/2019 09:09:00 PM,47.627719,-122.324243,POINT (-122.324243 47.627719),F190084874
9521 49th Av Ne,Medic Response,08/09/2019 09:14:00 PM,47.697618,-122.275322,POINT (-122.275322 47.697618),F190084875
816 Nw 64th St,Unk Odor,08/09/2019 09:17:00 PM,47.675266,-122.366463,POINT (-122.366463 47.675266),F190084876
15th Av Sw / Sw Roxbury St,Trans to AMR,07/10/2019 06:37:00 PM,47.517354,-122.354035,POINT (-122.354035 47.517354),V190072758
12755 Greenwood Av N,Hang-Up- Aid,07/30/2019 07:20:00 PM,47.721747,-122.355544,POINT (-122.355544 47.721747),F190080822
727 Alder St,Automatic Medical Alarm,06/30/2019 09:17:00 PM,47.602833,-122.324181,POINT (-122.324181 47.602833),F190068714
4054 Letitia Av S,Medic Response,07/10/2019 07:11:00 PM,47.566893,-122.289895,POINT (-122.289895 47.566893),F190072775
13035 Lake City Way Ne,Aid Response,07/10/2019 07:12:00 PM,47.723104,-122.293109,POINT (-122.293109 47.723104),F190072776
