Incident #,Alarm Time,Call Type,Incident Type,Response Time (Median),Incident Duration,Stations,Units,Unit Count,GeoJSON,geo_point_2d
18-1100134,2018-11-07,False Fire Call,Alarm System Equipment - Malfunction,3.75,23.52,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49341646208595, 44.22367897651186]}","44.2236789765,-76.4934164621"
18-1100142,2018-11-07,CO Alarm,CO false alarm - perceived emergency (no CO presen,7.4,15.42,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52919195026517, 44.23196388653107]}","44.2319638865,-76.5291919503"
18-1100146,2018-11-07,Motor Vehicle Accident,Vehicle Collision,3.73,24.9,"BROCK ST,GORE RD,RAILWAY ST","P231,P242,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.57144827918368, 44.256764884199164]}","44.2567648842,-76.5714482792"
18-1100155,2018-11-08,Medical,Alcohol or drug related,2.65,13.13,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52358851808906, 44.244406960094466]}","44.2444069601,-76.5235885181"
18-1100160,2018-11-08,Other,Other Public Service,5.45,29.6,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48744605659597, 44.2318809566744]}","44.2318809567,-76.4874460566"
18-1100161,2018-11-08,Fire,NO LOSS OUTDOOR fire (see exclusions),4.22,129.9,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.47082926534297, 44.263242265159455]}","44.2632422652,-76.4708292653"
18-1100166,2018-11-08,Medical,"Vital signs absent, DOA",3.67,8.6,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49709302509763, 44.240269547664106]}","44.2402695477,-76.4970930251"
18-1100179,2018-11-09,Fire,Pot on Stove (no fire),2.15,11.22,"PALACE RD,RAILWAY ST","P251,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.50350040328665, 44.233400259375344]}","44.2334002594,-76.5035004033"
18-1100182,2018-11-09,Motor Vehicle Accident,Vehicle Collision,5.67,18.98,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.54709972872706, 44.2484910805572]}","44.2484910806,-76.5470997287"
18-1100186,2018-11-09,Motor Vehicle Accident,Vehicle Collision,4.47,20.37,"PALACE RD,WOODBINE RD","P261,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.52367693635239, 44.21892793842323]}","44.2189279384,-76.5236769364"
18-1100188,2018-11-09,Other,"Power Lines Down, Arcing",2.68,11.82,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.4920290614119, 44.2292806810692]}","44.2292806811,-76.4920290614"
18-1100196,2018-11-09,Medical,"Accident or illness related - cuts, fractures, per",3.67,11.23,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.50270709241339, 44.239362368433596]}","44.2393623684,-76.5027070924"
18-1100198,2018-11-10,Medical,Alcohol or drug related,3.18,8.43,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49934704097568, 44.23068230278057]}","44.2306823028,-76.499347041"
18-1100205,2018-11-10,Fire,Other Cooking/toasting/smoke/steam (no fire),6.12,49.18,"PALACE RD,WOODBINE RD","P262,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.57144827918368, 44.256764884199164]}","44.2567648842,-76.5714482792"
18-1100208,2018-11-11,False Fire Call,"Human - Malicious intent, prank",2.97,8.98,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49195807521151, 44.228269053955145]}","44.228269054,-76.4919580752"
18-1100213,2018-11-11,Fire,Pot on Stove (no fire),6.99,11.85,"PALACE RD,WOODBINE RD","P262,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.5651993304954, 44.252271925493716]}","44.2522719255,-76.5651993305"
18-1100217,2018-11-11,Other,Other Response,0.07,0.85,WOODBINE RD,P272,1,"{""type"": ""Point"", ""coordinates"": [-76.58518888983693, 44.257161983687794]}","44.2571619837,-76.5851888898"
18-1100222,2018-11-11,Motor Vehicle Accident,Vehicle Collision,4.33,21.8,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.50734261870937, 44.23197883750544]}","44.2319788375,-76.5073426187"
18-1100223,2018-11-11,Fire,Open air burning/unauthorized controlled burning (,3.15,12.47,"PALACE RD,RAILWAY ST","P251,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.52506981094363, 44.23431172622776]}","44.2343117262,-76.5250698109"
18-1100235,2018-11-11,Fire,Other pre fire conditions (no fire),2.37,10.13,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48980946295494, 44.23317269247446]}","44.2331726925,-76.489809463"
18-1100237,2018-11-11,Medical,Medical/resuscitator call no action required,5.85,10.52,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.45656924907865, 44.25416765677923]}","44.2541676568,-76.4565692491"
18-1100248,2018-11-12,Fire,Other pre fire conditions (no fire),3.48,23.7,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.48632556256574, 44.23263387341772]}","44.2326338734,-76.4863255626"
18-1100251,2018-11-12,Fire,Fire,3.63,42.57,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.47979351556356, 44.229531820223265]}","44.2295318202,-76.4797935156"
18-1100271,2018-11-12,Motor Vehicle Accident,Vehicle Extrication,8.93,43.32,"38 HY,UNITY RD","C281,P281,P291",3,"{""type"": ""Point"", ""coordinates"": [-76.48463065518634, 44.289563880264254]}","44.2895638803,-76.4846306552"
18-1100273,2018-11-12,False Fire Call,Alarm System Equipment - Malfunction,4.25,16.22,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.48200350759053, 44.226648922109504]}","44.2266489221,-76.4820035076"
18-1100276,2018-11-13,Other,"Power Lines Down, Arcing",6.49,65.15,"BREWERS MILLS RD,JOYCEVILLE RD","P211,P221",2,"{""type"": ""Point"", ""coordinates"": [-76.36216266710315, 44.310810019783915]}","44.3108100198,-76.3621626671"
18-1100294,2018-11-13,Fire,Open air burning/unauthorized controlled burning (,3.3,9.92,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.49477621863522, 44.23375245795316]}","44.233752458,-76.4947762186"
18-1100297,2018-11-13,Medical,"Asphyxia, Respiratory Condition",3.73,5.4,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.50426405033323, 44.22507333713264]}","44.2250733371,-76.5042640503"
18-1100300,2018-11-14,Medical,Seizure,4.1,18.52,PALACE RD,P262,1,"{""type"": ""Point"", ""coordinates"": [-76.55738705018226, 44.228376037240146]}","44.2283760372,-76.5573870502"
18-1100301,2018-11-14,Fire,Other Cooking/toasting/smoke/steam (no fire),4.4,14.03,"BROCK ST,PALACE RD","L241,P242,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49341646208595, 44.22367897651186]}","44.2236789765,-76.4934164621"
18-1100305,2018-11-14,False Fire Call,Alarm System Equipment - Accidental activation (ex,7.37,21.63,"RAILWAY ST,WOODBINE RD","P251,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.54545076438018, 44.239869922941786]}","44.2398699229,-76.5454507644"
18-1100311,2018-11-14,Motor Vehicle Accident,Vehicle Collision,6.76,12.62,"BROCK ST,WOODBINE RD","P242,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.53173908816417, 44.23694768645762]}","44.2369476865,-76.5317390882"
18-1100313,2018-11-14,False Fire Call,Alarm System Equipment - Malfunction,8.56,16.05,"PALACE RD,RAILWAY ST","P251,P262",2,"{""type"": ""Point"", ""coordinates"": [-76.49262335132455, 44.227085770386545]}","44.2270857704,-76.4926233513"
18-1100315,2018-11-14,Medical,Medical/resuscitator call no action required,6.05,8.23,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.44716444766837, 44.26757631073183]}","44.2675763107,-76.4471644477"
18-1100318,2018-11-14,Motor Vehicle Accident,Vehicle Collision,3.12,27.02,"PALACE RD,RAILWAY ST","P251,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.52408602818419, 44.240785614553424]}","44.2407856146,-76.5240860282"
18-1100327,2018-11-15,Motor Vehicle Accident,Vehicle Collision,10.23,29.33,"38 HY,WOODBINE RD","P271,P272,P291",3,"{""type"": ""Point"", ""coordinates"": [-76.59970306133334, 44.28376894939159]}","44.2837689494,-76.5997030613"
18-1100333,2018-11-15,False Fire Call,Alarm System Equipment - Accidental activation (ex,4.3,11.45,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.49519086728844, 44.236889962046796]}","44.236889962,-76.4951908673"
18-1100340,2018-11-15,Motor Vehicle Accident,Vehicle Collision,17.82,38.42,"BROCK ST,UNITY RD,WOODBINE RD","B241,C281,P271,P272",4,"{""type"": ""Point"", ""coordinates"": [-76.59970306133334, 44.28376894939159]}","44.2837689494,-76.5997030613"
18-1100342,2018-11-15,False Fire Call,Alarm System Equipment - Malfunction,5.18,12.73,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.5003967585465, 44.2259605242844]}","44.2259605243,-76.5003967585"
18-1100346,2018-11-16,Fire,"Overheat (no fire, e.g. engines, mechanical device",4.72,20.18,"BROCK ST,PALACE RD,WOODBINE RD","C241,P262,P271,P272",4,"{""type"": ""Point"", ""coordinates"": [-76.59908685151764, 44.26002793105809]}","44.2600279311,-76.5990868515"
18-1100349,2018-11-16,Motor Vehicle Accident,Vehicle Collision,2.67,31.53,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.48980946295494, 44.23317269247446]}","44.2331726925,-76.489809463"
18-1100350,2018-11-16,Medical,Medical Aid Not Required on Arrival,5.22,48.97,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48797324437795, 44.24018494638991]}","44.2401849464,-76.4879732444"
18-1100354,2018-11-16,False Fire Call,Human - Accidental (alarm accidentally activated b,5.6,10.97,"BROCK ST,PALACE RD","P241,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.52262678908748, 44.25328241213555]}","44.2532824121,-76.5226267891"
18-1100357,2018-11-16,Medical,Medical/resuscitator call no action required,4.02,8.83,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49891184264071, 44.22318008436295]}","44.2231800844,-76.4989118426"
18-1100359,2018-11-16,Motor Vehicle Accident,Vehicle Collision,3.72,5.62,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.48829385017471, 44.24416000210134]}","44.2441600021,-76.4882938502"
18-1100365,2018-11-17,Medical,Seizure,4.92,12.75,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52358851808906, 44.244406960094466]}","44.2444069601,-76.5235885181"
18-1100375,2018-11-17,False Fire Call,Human - Perceived Emergency,4.93,12.42,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.53408992854744, 44.2542029442182]}","44.2542029442,-76.5340899285"
18-1100382,2018-11-18,Motor Vehicle Accident,Vehicle Extrication,6.89,34.33,"PALACE RD,WOODBINE RD","P262,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.55738705018226, 44.228376037240146]}","44.2283760372,-76.5573870502"
18-1100384,2018-11-18,False Fire Call,Alarm System Equipment - Malfunction,3.8,16.75,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49341646208595, 44.22367897651186]}","44.2236789765,-76.4934164621"
18-1100401,2018-11-19,Other,Gas Leak - Natural Gas,18.15,63.28,"38 HY,GORE RD,UNITY RD,WOODBINE RD","C231,C281,P272,P282,P291,T271,T281,T291",8,"{""type"": ""Point"", ""coordinates"": [-76.63308968177859, 44.301402976100455]}","44.3014029761,-76.6330896818"
18-1100405,2018-11-19,Other,Other Public Service,7.25,23.22,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.51224553280572, 44.25030436167093]}","44.2503043617,-76.5122455328"
18-1100406,2018-11-19,False Fire Call,Human - Accidental (alarm accidentally activated b,4.12,12.55,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.50599994678008, 44.22366466016541]}","44.2236646602,-76.5059999468"
18-1100408,2018-11-19,False Fire Call,Alarm System Equipment - Accidental activation (ex,2.63,16.28,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.48402255306219, 44.26480207604742]}","44.264802076,-76.4840225531"
18-1100415,2018-11-20,Motor Vehicle Accident,Vehicle Collision,6.35,76.42,"38 HY,UNITY RD,WOODBINE RD","P271,P282,P291",3,"{""type"": ""Point"", ""coordinates"": [-76.56789833671174, 44.293599207290804]}","44.2935992073,-76.5678983367"
18-1100417,2018-11-20,False Fire Call,Alarm System Equipment - Accidental activation (ex,10.86,17.73,"BROCK ST,GORE RD","A231,L241,P231,P241",4,"{""type"": ""Point"", ""coordinates"": [-76.44017428302331, 44.2346795319359]}","44.2346795319,-76.440174283"
18-1100429,2018-11-20,Fire,"Overheat (no fire, e.g. engines, mechanical device",3.45,16.38,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.47920263232331, 44.230504170821824]}","44.2305041708,-76.4792026323"
18-1100432,2018-11-20,Motor Vehicle Accident,Vehicle Collision,4.16,9.42,"PALACE RD,WOODBINE RD","P261,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.50463608904582, 44.240642621808604]}","44.2406426218,-76.504636089"
18-1100434,2018-11-20,Motor Vehicle Accident,Vehicle Collision,7.6,10.75,"PALACE RD,WOODBINE RD","P262,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.56818779073342, 44.27428152085256]}","44.2742815209,-76.5681877907"
18-1100441,2018-11-20,Other,Gas Leak - Natural Gas,4.17,87.22,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.50599994678008, 44.22366466016541]}","44.2236646602,-76.5059999468"
18-1100444,2018-11-21,Other,Assistance not required by other agency,4.38,5.62,"PALACE RD,WOODBINE RD","P262,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.57263690699978, 44.23748363717963]}","44.2374836372,-76.572636907"
18-1100445,2018-11-21,False Fire Call,Other False Fire Call,4.68,7.58,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.48849912994768, 44.2549441930629]}","44.2549441931,-76.4884991299"
18-1100449,2018-11-21,Medical,"Vital signs absent, DOA",4.18,9.43,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.50043967457535, 44.24649619905872]}","44.2464961991,-76.5004396746"
18-1100451,2018-11-21,False Fire Call,Alarm System Equipment - Malfunction,10.05,22.37,"GORE RD,JOYCEVILLE RD","P211,P231",2,"{""type"": ""Point"", ""coordinates"": [-76.38669608484827, 44.25504108329547]}","44.2550410833,-76.3866960848"
18-1100452,2018-11-21,Medical,Medical/resuscitator call no action required,4.02,10.9,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.4863479171665, 44.24057808154694]}","44.2405780815,-76.4863479172"
18-1100460,2018-11-22,Fire,NO LOSS OUTDOOR fire (see exclusions),6.22,68.22,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48882861415412, 44.263437884568056]}","44.2634378846,-76.4888286142"
18-1100461,2018-11-22,Motor Vehicle Accident,Vehicle Collision,14.26,51.25,"38 HY,BROCK ST,WOODBINE RD","B241,P271,P272,P291",4,"{""type"": ""Point"", ""coordinates"": [-76.59970306133334, 44.28376894939159]}","44.2837689494,-76.5997030613"
18-1100488,2018-11-22,Other,Call cancelled on route,7.05,9.33,"38 HY,UNITY RD","P281,P291",2,"{""type"": ""Point"", ""coordinates"": [-76.5280824024692, 44.29038563072454]}","44.2903856307,-76.5280824025"
18-1100497,2018-11-23,Medical,Seizure,3.77,12.92,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52414817403951, 44.24879457292734]}","44.2487945729,-76.524148174"
18-1100499,2018-11-23,Medical,Other Medical/Resuscitator Call,4.92,33.55,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48404628837437, 44.23934877631241]}","44.2393487763,-76.4840462884"
18-1100519,2018-11-24,False Fire Call,"Human - Malicious intent, prank",3.47,20.78,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.48785422778259, 44.23369198489041]}","44.2336919849,-76.4878542278"
18-1100524,2018-11-24,Fire,Other pre fire conditions (no fire),4.32,19.15,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.48757696330523, 44.2392706419799]}","44.239270642,-76.4875769633"
18-1100526,2018-11-24,Motor Vehicle Accident,Vehicle Collision,8.63,26.12,"38 HY,UNITY RD","P281,P291",2,"{""type"": ""Point"", ""coordinates"": [-76.51157605605414, 44.28620945798928]}","44.286209458,-76.5115760561"
18-1100527,2018-11-24,Other,"Overpressure Rupture (no fire, e.g. steam boilers,",3.32,44.4,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49431917136641, 44.22833923447373]}","44.2283392345,-76.4943191714"
18-1100530,2018-11-24,Motor Vehicle Accident,Vehicle Collision,3.9,18.05,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.49913050522177, 44.25144029083864]}","44.2514402908,-76.4991305052"
18-1100531,2018-11-24,Medical,Medical Aid Not Required on Arrival,6.22,30.22,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.49467435686904, 44.26386127135402]}","44.2638612714,-76.4946743569"
18-1100533,2018-11-24,False Fire Call,Alarm System Equipment - Malfunction,8.53,22.37,"BROCK ST,GORE RD","A231,L241,P231,P241,U231",5,"{""type"": ""Point"", ""coordinates"": [-76.44794345736354, 44.2449905357973]}","44.2449905358,-76.4479434574"
18-1100535,2018-11-24,Medical,Other Medical/Resuscitator Call,4.8,28.37,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.5737393894257, 44.25246841327725]}","44.2524684133,-76.5737393894"
18-1100536,2018-11-24,Medical,Medical/resuscitator call no action required,3.57,5.78,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.49660558340598, 44.233830498010924]}","44.233830498,-76.4966055834"
18-1100537,2018-11-24,False Fire Call,Other False Fire Call,8.61,15.65,"BROCK ST,GORE RD","A231,L241,P231,P241",4,"{""type"": ""Point"", ""coordinates"": [-76.44794345736354, 44.2449905357973]}","44.2449905358,-76.4479434574"
18-1100538,2018-11-24,Medical,Oxygen administered,3.58,15.03,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.45088868349684, 44.25930794530614]}","44.2593079453,-76.4508886835"
18-1100539,2018-11-25,Other,Gas Leak - Natural Gas,5.62,15.25,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.51764129053221, 44.23633532763451]}","44.2363353276,-76.5176412905"
18-1100540,2018-11-25,False Fire Call,Other False Fire Call,10.91,26.68,"BROCK ST,GORE RD","A231,L241,P231,P241",4,"{""type"": ""Point"", ""coordinates"": [-76.43573486712997, 44.275601580804405]}","44.2756015808,-76.4357348671"
18-1100542,2018-11-25,Medical,Oxygen administered,7.0,21.97,"BREWERS MILLS RD,JOYCEVILLE RD","P211,P221",2,"{""type"": ""Point"", ""coordinates"": [-76.27055143744344, 44.428713943889655]}","44.4287139439,-76.2705514374"
18-1100546,2018-11-25,Other,Other Public Service,9.03,16.85,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.55145819593304, 44.26052588577318]}","44.2605258858,-76.5514581959"
18-1100552,2018-11-25,Medical,Other Medical/Resuscitator Call,4.57,18.2,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.49430232270093, 44.265852498343556]}","44.2658524983,-76.4943023227"
18-1100553,2018-11-26,False Fire Call,Alarm System Equipment - Malfunction,12.22,33.9,"BREWERS MILLS RD,GORE RD,JOYCEVILLE RD","A231,P231,T211,T221,T231",5,"{""type"": ""Point"", ""coordinates"": [-76.41413595704408, 44.30847107807189]}","44.3084710781,-76.414135957"
18-1100566,2018-11-26,False Fire Call,Alarm System Equipment - Malfunction,6.28,27.38,"PALACE RD,WOODBINE RD","P262,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.54545076438018, 44.239869922941786]}","44.2398699229,-76.5454507644"
18-1100567,2018-11-26,Medical,"Vital signs absent, DOA",12.13,15.52,"PALACE RD,WOODBINE RD","P261,P272",2,"{""type"": ""Point"", ""coordinates"": [-76.58670229764694, 44.24501493100191]}","44.245014931,-76.5867022976"
