"YEAR";"MONTH_NUMBER";"MONTH";"REPORT_PERIOD";"NEIGHBOURHOOD";"NEIGHBOURHOOD_ID";"COMPLAINT";"INITIATED_BY";"STATUS";"COUNT";"LATITUDE";"LONGITUDE";"LOCATION"
"2011";"3";"MARCH";"MARCH-2011";"Cromdale";"1070";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.56118";"-113.46350367428037";"(53.56118065995512, -113.46350367428037)"
"2017";"12";"DECEMBER";"DECEMBER-2017";"Laurel";"6444";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"30";"53.44580";"-113.38147072766459";"(53.44580464601288, -113.38147072766459)"
"2012";"2";"FEBRUARY";"FEBRUARY-2012";"McCauley";"1140";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"2";"53.55551";"-113.48141781132108";"(53.55550744739304, -113.48141781132108)"
"2017";"11";"NOVEMBER";"NOVEMBER-2017";"Summerside";"6213";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"9";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2012";"9";"SEPTEMBER";"SEPTEMBER-2012";"Jasper Park";"4230";"Weeds";"Citizen";"Resolved Complaint";"1";"53.52308";"-113.58410533783312";"(53.523077588379046, -113.58410533783312)"
"2011";"1";"JANUARY";"JANUARY-2011";"Bonnie Doon";"6040";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"10";"53.52377";"-113.46729006225137";"(53.523768960098934, -113.46729006225137)"
"2016";"4";"APRIL";"APRIL-2016";"Silver Berry";"6442";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.46113";"-113.3814064224138";"(53.46112685122182, -113.3814064224138)"
"2014";"7";"JULY";"JULY-2014";"West Meadowlark Park";"4590";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.52559";"-113.60905139680362";"(53.525588747192025, -113.60905139680362)"
"2017";"7";"JULY";"JULY-2017";"Ellerslie Industrial";"6214";"Weeds";"Citizen";"Resolved Complaint";"1";"53.41398";"-113.48816218491919";"(53.413984084525396, -113.48816218491919)"
"2019";"2";"FEBRUARY";"FEBRUARY-2019";"Brander Gardens";"5080";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.49367";"-113.57812745065237";"(53.493671159733225, -113.57812745065237)"
"2013";"11";"NOVEMBER";"NOVEMBER-2013";"Rideau Park";"5360";"Graffiti";"Citizen";"Resolved Complaint";"2";"53.47901";"-113.50593323536516";"(53.479009766549815, -113.50593323536516)"
"2016";"1";"JANUARY";"JANUARY-2016";"Bisset";"6030";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"2";"53.45910";"-113.40137552327023";"(53.45909651679703, -113.40137552327023)"
"2019";"3";"MARCH";"MARCH-2019";"Breckenridge Greens";"4700";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.51639";"-113.68320690662081";"(53.51639452592724, -113.68320690662081)"
"2012";"4";"APRIL";"APRIL-2012";"Inglewood";"3240";"Nuisance Property";"By-law Officer";"Resolved Complaint";"13";"53.56461";"-113.54083440615169";"(53.56461022950754, -113.54083440615169)"
"2013";"10";"OCTOBER";"OCTOBER-2013";"Delwood";"2230";"Nuisance Property";"Citizen";"Resolved Complaint";"7";"53.59594";"-113.45513078354243";"(53.595936718227186, -113.45513078354243)"
"2020";"7";"JULY";"JULY-2020";"Kennedale Industrial";"2380";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.58814";"-113.42706778517515";"(53.58813633013027, -113.42706778517515)"
"2015";"8";"AUGUST";"AUGUST-2015";"Inglewood";"3240";"Nuisance Property";"Citizen";"Resolved Complaint";"7";"53.56461";"-113.54083440615169";"(53.56461022950754, -113.54083440615169)"
"2018";"10";"OCTOBER";"OCTOBER-2018";"Laurier Heights";"3270";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.51425";"-113.56933226321841";"(53.51424671570046, -113.56933226321841)"
"2012";"6";"JUNE";"JUNE-2012";"Caernarvon";"3060";"Weeds";"Citizen";"Resolved Complaint";"2";"53.61188";"-113.5264041462146";"(53.61188370428357, -113.5264041462146)"
"2019";"9";"SEPTEMBER";"SEPTEMBER-2019";"Balwin";"2020";"Weeds";"Citizen";"Resolved Complaint";"1";"53.58800";"-113.45507523743639";"(53.58800047738987, -113.45507523743639)"
"2013";"8";"AUGUST";"AUGUST-2013";"Riverdale";"1210";"Weeds";"Citizen";"Resolved Complaint";"1";"53.54407";"-113.46899402862239";"(53.54407041090096, -113.46899402862239)"
"2011";"9";"SEPTEMBER";"SEPTEMBER-2011";"Westridge";"4610";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.50561";"-113.60136566991716";"(53.505610798335894, -113.60136566991716)"
"2015";"9";"SEPTEMBER";"SEPTEMBER-2015";"Trumpeter Area";"4471";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.59090";"-113.67660477743395";"(53.59090406878443, -113.67660477743395)"
"2013";"6";"JUNE";"JUNE-2013";"Downtown";"1090";"Weeds";"Citizen";"Resolved Complaint";"1";"53.54088";"-113.49924372443917";"(53.54087526522481, -113.49924372443917)"
"2017";"6";"JUNE";"JUNE-2017";"Westridge";"4610";"Weeds";"Citizen";"Resolved Complaint";"2";"53.50561";"-113.60136566991716";"(53.505610798335894, -113.60136566991716)"
"2018";"7";"JULY";"JULY-2018";"The Hamptons";"4461";"Nuisance Property";"Citizen";"Resolved Complaint";"5";"53.48746";"-113.67547969431835";"(53.487464793746575, -113.67547969431835)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Forest Heights";"6230";"Unlicensed Business";"Citizen";"Resolved Complaint";"7";"53.54454";"-113.45126745011629";"(53.54454288128656, -113.45126745011629)"
"2016";"1";"JANUARY";"JANUARY-2016";"Keheewin";"5250";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.45027";"-113.5045134621976";"(53.450270481502606, -113.5045134621976)"
"2015";"8";"AUGUST";"AUGUST-2015";"Baturyn";"3030";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.63098";"-113.50432990230655";"(53.63098479629288, -113.50432990230655)"
"2017";"8";"AUGUST";"AUGUST-2017";"Queen Alexandra";"5330";"Unlicensed Business";"Citizen";"Resolved Complaint";"11";"53.51233";"-113.50484705945985";"(53.51233223489751, -113.50484705945985)"
"2015";"10";"OCTOBER";"OCTOBER-2015";"Killarney";"2420";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.58849";"-113.47956789304071";"(53.58849024821234, -113.47956789304071)"
"2019";"3";"MARCH";"MARCH-2019";"Mayfield";"4290";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.55504";"-113.59815015621896";"(53.55504184595047, -113.59815015621896)"
"2017";"12";"DECEMBER";"DECEMBER-2017";"Westridge";"4610";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"18";"53.50561";"-113.60136566991716";"(53.505610798335894, -113.60136566991716)"
"2015";"8";"AUGUST";"AUGUST-2015";"Steinhauer";"5470";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.46454";"-113.5059296639569";"(53.46454112371608, -113.5059296639569)"
"2020";"11";"NOVEMBER";"NOVEMBER-2020";"Summerside";"6213";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2016";"3";"MARCH";"MARCH-2016";"Alberta Park Industrial";"4010";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.56674";"-113.59661353590003";"(53.566735080051636, -113.59661353590003)"
"2018";"8";"AUGUST";"AUGUST-2018";"Queen Alexandra";"5330";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.51233";"-113.50484705945985";"(53.51233223489751, -113.50484705945985)"
"2019";"1";"JANUARY";"JANUARY-2019";"King Edward Park";"6360";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.51516";"-113.45062583260703";"(53.51516193312055, -113.45062583260703)"
"2020";"8";"AUGUST";"AUGUST-2020";"Breckenridge Greens";"4700";"Weeds";"Citizen";"Resolved Complaint";"2";"53.51639";"-113.68320690662081";"(53.51639452592724, -113.68320690662081)"
"2012";"9";"SEPTEMBER";"SEPTEMBER-2012";"Kensington";"3250";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.59587";"-113.52892319252928";"(53.59587384934523, -113.52892319252928)"
"2020";"7";"JULY";"JULY-2020";"Bonnie Doon";"6040";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.52377";"-113.46729006225137";"(53.523768960098934, -113.46729006225137)"
"2012";"8";"AUGUST";"AUGUST-2012";"Lorelei";"3280";"Weeds";"Citizen";"Resolved Complaint";"2";"53.62461";"-113.5044094315818";"(53.6246127279689, -113.5044094315818)"
"2020";"9";"SEPTEMBER";"SEPTEMBER-2020";"Highlands";"2330";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.56599";"-113.43018811476921";"(53.56599492653518, -113.43018811476921)"
"2014";"8";"AUGUST";"AUGUST-2014";"Carlisle";"3090";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.60351";"-113.52591439426728";"(53.603513394520945, -113.52591439426728)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Roper Industrial";"6640";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.49446";"-113.43041743189828";"(53.494456380560386, -113.43041743189828)"
"2011";"3";"MARCH";"MARCH-2011";"Glenora";"3200";"Unlicensed Business";"Citizen";"Under Investigation";"8";"53.54492";"-113.55704249426053";"(53.54492281054309, -113.55704249426053)"
"2019";"1";"JANUARY";"JANUARY-2019";"Caernarvon";"3060";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"53.61188";"-113.5264041462146";"(53.61188370428357, -113.5264041462146)"
"2015";"11";"NOVEMBER";"NOVEMBER-2015";"Bannerman";"2030";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.60393";"-113.37864928309097";"(53.60392714000134, -113.37864928309097)"
"2013";"12";"DECEMBER";"DECEMBER-2013";"Belmead";"4040";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.52557";"-113.64101345308048";"(53.52557425219291, -113.64101345308048)"
"2016";"4";"APRIL";"APRIL-2016";"McIntyre Industrial";"6430";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.49034";"-113.45491422159984";"(53.4903431973886, -113.45491422159984)"
"2018";"8";"AUGUST";"AUGUST-2018";"Hollick-Kenyon";"2340";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.62224";"-113.42231558564893";"(53.622244970022614, -113.42231558564893)"
"2016";"5";"MAY";"MAY-2016";"Crestwood";"3140";"Weeds";"Citizen";"Resolved Complaint";"3";"53.53542";"-113.56904819542947";"(53.53541854779786, -113.56904819542947)"
"2019";"11";"NOVEMBER";"NOVEMBER-2019";"Bannerman";"2030";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.60393";"-113.37864928309097";"(53.60392714000134, -113.37864928309097)"
"2016";"2";"FEBRUARY";"FEBRUARY-2016";"Queen Alexandra";"5330";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.51233";"-113.50484705945985";"(53.51233223489751, -113.50484705945985)"
"2018";"8";"AUGUST";"AUGUST-2018";"Glenwood";"4180";"Unlicensed Business";"Citizen";"Resolved Complaint";"14";"53.53645";"-113.60277044031012";"(53.53645466158683, -113.60277044031012)"
"2014";"6";"JUNE";"JUNE-2014";"Charlesworth";"6661";"Weeds";"Citizen";"Resolved Complaint";"8";"53.42849";"-113.41812994244616";"(53.42849324961296, -113.41812994244616)"
"2019";"1";"JANUARY";"JANUARY-2019";"Tipaskan";"6750";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.46191";"-113.45798746366202";"(53.461905985377804, -113.45798746366202)"
"2018";"9";"SEPTEMBER";"SEPTEMBER-2018";"Crystallina Nera West";"2463";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.64029";"-113.46072364095758";"(53.640292019604566, -113.46072364095758)"
"2011";"6";"JUNE";"JUNE-2011";"Silver Berry";"6442";"Nuisance Property";"Citizen";"Resolved Complaint";"7";"53.46113";"-113.3814064224138";"(53.46112685122182, -113.3814064224138)"
"2011";"5";"MAY";"MAY-2011";"Sherwood";"4500";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.52910";"-113.5841449177732";"(53.529097737978574, -113.5841449177732)"
"2011";"6";"JUNE";"JUNE-2011";"Twin Brooks";"5511";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.44464";"-113.53065310200358";"(53.44463806942246, -113.53065310200358)"
"2011";"12";"DECEMBER";"DECEMBER-2011";"West Meadowlark Park";"4590";"Graffiti";"By-law Officer";"Resolved Complaint";"3";"53.52559";"-113.60905139680362";"(53.525588747192025, -113.60905139680362)"
"2013";"9";"SEPTEMBER";"SEPTEMBER-2013";"Carlton";"3470";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.62165";"-113.55935872878088";"(53.62165146983823, -113.55935872878088)"
"2019";"3";"MARCH";"MARCH-2019";"Hollick-Kenyon";"2340";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"17";"53.62224";"-113.42231558564893";"(53.622244970022614, -113.42231558564893)"
"2020";"8";"AUGUST";"AUGUST-2020";"Belle Rive";"2050";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.62230";"-113.47355749819154";"(53.62229893381064, -113.47355749819154)"
"2012";"5";"MAY";"MAY-2012";"Richfield";"6600";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.46949";"-113.45860972432777";"(53.469492869846874, -113.45860972432777)"
"2012";"11";"NOVEMBER";"NOVEMBER-2012";"Dunluce";"3180";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.62150";"-113.53018463752318";"(53.62149619456969, -113.53018463752318)"
"2019";"11";"NOVEMBER";"NOVEMBER-2019";"Balwin";"2020";"Nuisance Property";"Citizen";"Resolved Complaint";"5";"53.58800";"-113.45507523743639";"(53.58800047738987, -113.45507523743639)"
"2014";"5";"MAY";"MAY-2014";"Westwood";"1250";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.57593";"-113.49856633573037";"(53.57592737297088, -113.49856633573037)"
"2014";"11";"NOVEMBER";"NOVEMBER-2014";"Alberta Avenue";"1010";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.56848";"-113.48516811507994";"(53.56847906718172, -113.48516811507994)"
"2013";"8";"AUGUST";"AUGUST-2013";"Hazeldean";"6290";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"53.50419";"-113.4778890044809";"(53.50418528831584, -113.4778890044809)"
"2011";"7";"JULY";"JULY-2011";"Meadowlark Park";"4310";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.52553";"-113.59655190605099";"(53.52552528599914, -113.59655190605099)"
"2011";"8";"AUGUST";"AUGUST-2011";"Lewis Farms Industrial";"4485";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.53755";"-113.68286283738566";"(53.5375485020377, -113.68286283738566)"
"2018";"6";"JUNE";"JUNE-2018";"Eaux Claires";"2241";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.62163";"-113.48567089190382";"(53.62163101867681, -113.48567089190382)"
"2016";"11";"NOVEMBER";"NOVEMBER-2016";"Canossa";"3080";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.63619";"-113.52269260038258";"(53.636193038119806, -113.52269260038258)"
"2016";"7";"JULY";"JULY-2016";"Ambleside";"5505";"Weeds";"Citizen";"Resolved Complaint";"4";"53.43062";"-113.60067218926011";"(53.430620001457726, -113.60067218926011)"
"2016";"5";"MAY";"MAY-2016";"Rideau Park";"5360";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.47901";"-113.50593323536516";"(53.479009766549815, -113.50593323536516)"
"2011";"6";"JUNE";"JUNE-2011";"Wilson Industrial";"4640";"Unlicensed Business";"Citizen";"Resolved Complaint";"7";"53.55408";"-113.63356366270007";"(53.55407629702009, -113.63356366270007)"
"2020";"5";"MAY";"MAY-2020";"Gold Bar";"6270";"Weeds";"Citizen";"Resolved Complaint";"1";"53.54702";"-113.41162890417623";"(53.54701862054776, -113.41162890417623)"
"2015";"2";"FEBRUARY";"FEBRUARY-2015";"Ozerna";"2600";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.62228";"-113.44897260634981";"(53.62227532426135, -113.44897260634981)"
"2015";"8";"AUGUST";"AUGUST-2015";"Garside Industrial";"4170";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"2";"53.56674";"-113.58417776391985";"(53.56674280725373, -113.58417776391985)"
"2018";"7";"JULY";"JULY-2018";"McConachie Area";"2521";"Nuisance Property";"Citizen";"Resolved Complaint";"4";"53.63643";"-113.43130710885495";"(53.63642709124956, -113.43130710885495)"
"2012";"4";"APRIL";"APRIL-2012";"Beaumaris";"3040";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.61842";"-113.50502785728688";"(53.61842211180419, -113.50502785728688)"
"2016";"9";"SEPTEMBER";"SEPTEMBER-2016";"Baturyn";"3030";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.63098";"-113.50432990230655";"(53.63098479629288, -113.50432990230655)"
"2014";"5";"MAY";"MAY-2014";"Eastwood";"1100";"Weeds";"Citizen";"Resolved Complaint";"1";"53.57609";"-113.46874575611328";"(53.57608628955444, -113.46874575611328)"
"2012";"8";"AUGUST";"AUGUST-2012";"Balwin";"2020";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.58800";"-113.45507523743639";"(53.58800047738987, -113.45507523743639)"
"2012";"7";"JULY";"JULY-2012";"Summerlea";"4520";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.52528";"-113.6228280592803";"(53.5252835835766, -113.6228280592803)"
"2017";"7";"JULY";"JULY-2017";"Forest Heights";"6230";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.54454";"-113.45126745011629";"(53.54454288128656, -113.45126745011629)"
"2012";"1";"JANUARY";"JANUARY-2012";"Woodcroft";"3450";"Unlicensed Business";"Citizen";"Resolved Complaint";"7";"53.56456";"-113.55764889218268";"(53.56456236582152, -113.55764889218268)"
"2018";"11";"NOVEMBER";"NOVEMBER-2018";"Klarvatten";"2440";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"7";"53.63722";"-113.47671578038138";"(53.637224731005645, -113.47671578038138)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Summerside";"6213";"Nuisance Property";"Citizen";"Resolved Complaint";"6";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2019";"7";"JULY";"JULY-2019";"Mayliewan";"2511";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.62229";"-113.46031413409592";"(53.6222906119968, -113.46031413409592)"
"2020";"3";"MARCH";"MARCH-2020";"Glenridding Heights";"5578";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.42077";"-113.60419183402581";"(53.4207737765899, -113.60419183402581)"
"2012";"3";"MARCH";"MARCH-2012";"Canora";"4090";"Nuisance Property";"By-law Officer";"Resolved Complaint";"4";"53.54617";"-113.58420793540262";"(53.546166670601956, -113.58420793540262)"
"2013";"4";"APRIL";"APRIL-2013";"Callaghan";"5457";"Snow/Ice On Walk";"By-law Officer";"Under Investigation";"1";"53.40735";"-113.52681827429444";"(53.40735027611705, -113.52681827429444)"
"2017";"10";"OCTOBER";"OCTOBER-2017";"Bonnie Doon";"6040";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.52377";"-113.46729006225137";"(53.523768960098934, -113.46729006225137)"
"2013";"7";"JULY";"JULY-2013";"River Valley Gold Bar";"6620";"Graffiti";"By-law Officer";"Under Investigation";"1";"53.56099";"-113.42517368506125";"(53.560991692264984, -113.42517368506125)"
"2019";"10";"OCTOBER";"OCTOBER-2019";"Parkallen";"5310";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.50333";"-113.51824294080788";"(53.503333894692844, -113.51824294080788)"
"2015";"1";"JANUARY";"JANUARY-2015";"Twin Brooks";"5511";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.44464";"-113.53065310200358";"(53.44463806942246, -113.53065310200358)"
"2019";"1";"JANUARY";"JANUARY-2019";"Belvedere";"2080";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"2";"53.59481";"-113.43063586028043";"(53.59480982946976, -113.43063586028043)"
"2016";"5";"MAY";"MAY-2016";"Ramsay Heights";"5340";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.48336";"-113.5802152080962";"(53.48336181504562, -113.5802152080962)"
"2011";"9";"SEPTEMBER";"SEPTEMBER-2011";"Kildare";"2400";"Weeds";"Citizen";"Resolved Complaint";"3";"53.60326";"-113.4551504751856";"(53.60325645574856, -113.4551504751856)"
"2020";"6";"JUNE";"JUNE-2020";"Ormsby Place";"4380";"Weeds";"Citizen";"Resolved Complaint";"2";"53.49908";"-113.64275185892338";"(53.49908335379451, -113.64275185892338)"
"2018";"10";"OCTOBER";"OCTOBER-2018";"Stone Industrial";"4510";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.54498";"-113.62113795546365";"(53.54498493771637, -113.62113795546365)"
"2016";"11";"NOVEMBER";"NOVEMBER-2016";"Strathcona";"5480";"Graffiti";"By-law Officer";"Resolved Complaint";"1";"53.52239";"-113.4909645397036";"(53.52239098753585, -113.4909645397036)"
