occupant_code,debtor_number,category_code,category_description,bill_code,utility_type,start_date,end_date,current_read_date,last_read_date,usage_hcf,usage_gallons,net,bill_date,batch_number,street_name,block_address,street_side,zip_code,census_block_id,street_centroid_lat,street_centroid_lon,street_centroid_wkt,street_centroid,street_segment_wkt,id
2,69623,CO,COMMERCIAL,WANR3,W,1996/08/14,,2012/01/17,2011/11/16,156,116688,492.96,2012/01/31,5692,3RD ST,1400BLK 3RD ST,,90401,,,,,,,224822569212012-01-17
4,20099,SF,SINGLE FAMILY,WASF3,W,1988/03/31,,2011/12/29,2011/10/31,79,59092,311.09,2012/01/20,5647,GEORGINA AVE,800BLK GEORGINA AVE,odd,90402,060377013041040,34.0326543677636,-118.505840703867,POINT (-118.505840703867 34.0326543677636),"(34.0326543677636, -118.505840703867)","LINESTRING (-118.506140603959 34.0321173809638, -118.50607951702 34.0322226526674, -118.506075029458 34.0322301362108, -118.506070837144 34.032237379609, -118.506065196894 34.0322438798983, -118.506060709324 34.0322513625397, -118.506056220676 34.0322588460869, -118.50605173311 34.0322663296294, -118.506047245543 34.0322738131718, -118.506042756892 34.0322812967186, -118.50603741297 34.0322875568571, -118.506032924318 34.0322950404034, -118.506028436747 34.0323025239451, -118.506023949171 34.0323100065851, -118.506019461599 34.0323174901265, -118.506015268194 34.0323247335272, -118.50601078062 34.0323322170683, -118.506006293046 34.0323397006092, -118.506001805471 34.0323471841499, -118.505997612063 34.03235442755, -118.505993124486 34.0323619110904, -118.505987484222 34.0323684113762, -118.505983291894 34.0323756547714, -118.505978804315 34.0323831383112, -118.505974315652 34.0323906218554, -118.505970123322 34.0323978652501, -118.50596563574 34.0324053487895, -118.505961148153 34.0324128314272, -118.505956955826 34.032420075723, -118.505952467154 34.0324275583649, -118.505948274825 34.0324348026604, -118.505944938845 34.0324432694584, -118.505940746509 34.032450512852, -118.505936258922 34.0324579963904, -118.505931771335 34.0324654799285, -118.505927578997 34.0324727233217, -118.505923090325 34.0324802068641, -118.505918897986 34.032487450257, -118.505914410395 34.0324949337946, -118.505910218054 34.0325021771872, -118.50590602463 34.0325094205843, -118.505901537037 34.0325169041213, -118.505897344694 34.0325241475135, -118.505894008705 34.0325326143102, -118.505889816366 34.0325398586036, -118.505885328764 34.0325473412385, -118.505881136424 34.0325545855317, -118.505876944077 34.0325618289232, -118.505872455396 34.0325693124638, -118.505869415736 34.0325775391106, -118.505865223387 34.0325847825017, -118.505860734704 34.0325922660418, -118.505856542353 34.0325995094326, -118.505852350008 34.0326067537248, -118.505849014011 34.0326152205202, -118.505844821658 34.0326224639107, -118.505840629305 34.0326297073009, -118.505836436951 34.0326369506911, -118.505833100951 34.0326454174861, -118.505828908601 34.0326526617775, -118.505824716245 34.0326599051672, -118.505821675495 34.0326681318174, -118.505817483137 34.0326753752069, -118.505812995528 34.0326828587407, -118.505808803169 34.0326901021299, -118.505805762421 34.0326983296812, -118.50580157006 34.0327055730702, -118.505797377699 34.032712816459, -118.50579433695 34.03272104401, -118.505790144587 34.0327282873986, -118.505785952224 34.032735530787, -118.505782911472 34.0327437583378, -118.505778719108 34.0327510017259, -118.50577567835 34.032759228375, -118.505771485983 34.032766471763, -118.505767293622 34.0327737160522, -118.505764252862 34.032781942701, -118.505760060494 34.0327891860886, -118.505757020821 34.0327974136342, -118.505752828451 34.0328046570215, -118.505749787688 34.0328128836699, -118.505745595323 34.0328201279585, -118.505741402951 34.0328273713454, -118.505738362186 34.0328355979936, -118.505734169813 34.0328428413802, -118.505731129053 34.0328510689298, -118.50572723193 34.0328580721719, -118.505724192252 34.0328662997167, -118.505719999876 34.0328735431029, -118.505716959113 34.032881770652, -118.505712766735 34.032889014038, -118.505710021224 34.0328970014427, -118.505705828845 34.0329042448284, -118.505702789157 34.0329124714712, -118.505699748391 34.0329206990199, -118.505695851263 34.0329277022611, -118.505692810495 34.0329359298097, -118.505688618113 34.0329431731948, -118.50568587368 34.0329511605945, -118.505681681297 34.0329584039794, -118.505678640522 34.0329666306261, -118.505675896087 34.0329746180256, -118.505671702618 34.0329818614146, -118.505668958183 34.032989848814, -118.50566591741 34.0329980763619, -118.505662020276 34.033005079602, -118.505658980585 34.0330133071452, -118.505654788196 34.0330205505292, -118.505652042675 34.0330285379327, -118.50564929823 34.0330365244301, -118.505645104762 34.0330437687198, -118.505642360316 34.033051755217, -118.505639319539 34.0330599827643, -118.505636575097 34.0330679701629, -118.505632382704 34.0330752135462, -118.505626359959 34.0330877818645, -118.505572423187 34.0332026004023)",2579454564712011-12-29
1,18095,PS,PUBLIC SCHOOL,WANR5,W,2006/07/01,,2012/01/11,2011/11/14,27,20196,85.32,2012/01/31,5686,MICHIGAN AVE,600BLK MICHIGAN AVE,,90401,,,,,,,6025291568612012-01-11
8,11803,PS,PUBLIC SCHOOL,WANR3,W,1988/07/21,,2012/01/11,2011/11/14,10,7480,31.60,2012/02/08,5707,AIRPORT AVE,2800BLK AIRPORT AVE,,90405,,,,,,,6027798570712012-01-11
2,10281,CL,CITY LANDSCAPE,WANR1,W,1991/10/14,,2012/01/17,2011/11/16,0,0,0.00,2012/01/31,5692,3RD CT,1200BLK 3RD CT,,90401,,,,,,,217562569212012-01-17
6,57612,SF,SINGLE FAMILY,WASF3,W,1987/04/30,,2012/02/14,2011/12/13,35,26180,100.66,2012/02/27,5764,PALISADES BEACH RD,600BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,104816576412012-02-14
6,26586,CO,COMMERCIAL,WANR3,W,1990/06/21,2016/04/07,2012/01/17,2011/11/16,2,1496,6.32,2012/01/31,5692,3RD ST,1400BLK 3RD ST,,90401,,,,,,,229426569212012-01-17
4,57430,CO,COMMERCIAL,WANR4,W,2002/03/13,2017/03/06,2012/01/17,2011/11/16,10,7480,31.60,2012/01/31,5692,3RD ST,1300BLK 3RD ST,,90401,,,,,,,246424569212012-01-17
7,76123,CO,COMMERCIAL,WANR2,W,2011/02/24,,2012/01/17,2011/11/16,23,17204,72.68,2012/02/02,5698,3RD ST,1400BLK 3RD ST,,90401,,,,,,,243227569812012-01-17
11,31783,CO,COMMERCIAL,WANR2,W,2003/02/01,,2012/02/02,2011/12/05,4,2992,12.64,2012/02/17,5747,21ST ST,1700BLK 21ST ST,odd,90404,,34.02451886365,-118.473404610471,POINT (-118.473404610471 34.02451886365),"(34.02451886365, -118.473404610471)","LINESTRING (-118.474005294084 34.0250319219087, -118.472803934221 34.0240058024165)",32129211574712012-02-02
1,10281,CL,CITY LANDSCAPE,WANR1,W,2008/09/25,,2012/02/02,2011/12/06,4,2992,12.64,2012/02/17,5747,VIRGINIA AVE,2800BLK VIRGINIA AVE,,90404,,,,,,,10001211574712012-02-02
4,77364,FI,FIRE,WAFI6,W,2011/10/12,2012/04/11,2012/01/11,2011/10/12,0,0,208.54,2012/01/31,5686,LINCOLN BLVD,2600BLK LINCOLN BLVD,,90405,,,,,,,5503764568612012-01-11
7,63786,SF,SINGLE FAMILY,WASF1,W,2006/06/08,,2012/02/06,2011/12/12,15,11220,34.26,2012/02/27,5760,LINDA LN,3000BLK LINDA LN,,90405,060377022024010,,,,,,4374837576012012-02-06
4,56859,SF,SINGLE FAMILY,WASF3,W,1976/05/06,,2012/02/14,2011/12/13,71,53108,271.33,2012/02/27,5764,PALISADES BEACH RD,500BLK PALISADES BEACH RD,,90402,,,,,,,103614576412012-02-14
2,46411,SF,SINGLE FAMILY,WASF2,W,1983/12/21,,2012/01/31,2011/11/29,16,11968,37.58,2012/02/13,5729,20TH ST,200BLK 20TH ST,odd,90402,060377012014001,34.0432631158482,-118.497600253461,POINT (-118.497600253461 34.0432631158482),"(34.0432631158482, -118.497600253461)",,2031602572912012-01-31
1,12132,FI,FIRE,WAFI6,W,1988/03/30,,2012/01/12,2011/11/15,0,0,139.79,2012/01/31,5686,17TH ST,1100BLK 17TH ST,even,90403,060377015011009,34.0297194136234,-118.486760809253,POINT (-118.486760809253 34.0297194136234),"(34.0297194136234, -118.486760809253)","LINESTRING (-118.487511958115 34.0303607760179, -118.486009671902 34.0290780465773)",5580801568612012-01-12
1,18095,PS,PUBLIC SCHOOL,WANR5,W,2006/07/01,2018/08/14,2012/01/11,2011/11/14,284,212432,897.44,2012/01/31,5686,7TH ST,1700BLK 7TH ST,,90401,,,,,,,6025691568612012-01-11
1,10281,CL,CITY LANDSCAPE,WANR1,W,1985/08/15,,2012/02/14,2011/12/13,0,0,0.00,2012/02/27,5764,CALIFORNIA AVE,100BLK CALIFORNIA AVE,,90403,,,,,,,100211576412012-02-14
1,10281,CF,CITY FIRE,WAFI6,W,1983/04/14,,2012/01/11,2011/11/15,0,0,139.79,2012/01/31,5686,SANTA MONICA PIER,100BLK SANTA MONICA PIER,,90401,,,,,,,5570301568612012-01-11
1,10281,MU,MUNICIPAL,WANR1,W,2001/09/25,,2011/12/19,2011/10/17,1,748,3.16,2011/12/29,5581,BROADWAY,300BLK BROADWAY,,90401,,,,,,,331191558112011-12-19
4,77064,SF,SINGLE FAMILY,WASF1,W,2011/09/30,,2011/12/28,2011/10/25,29,21692,80.74,2012/01/12,5623,STANFORD ST,800BLK STANFORD ST,even,90403,060377016012010,34.0434889571541,-118.47889758008,POINT (-118.47889758008 34.0434889571541),"(34.0434889571541, -118.47889758008)","LINESTRING (-118.479421385655 34.0439359567304, -118.478373780101 34.0430419553149)",1620764562312011-12-28
5,47195,CO,COMMERCIAL,WANR1,W,1998/04/21,,2012/01/17,2011/11/16,9,6732,28.44,2012/01/31,5692,3RD ST,1200BLK 3RD ST,,90401,,,,,,,218225569212012-01-17
1,50837,FI,FIRE,WAFI6,W,2005/09/30,,2012/01/11,2011/11/14,0,0,139.79,2012/01/31,5686,3RD ST,1400BLK 3RD ST,,90401,,,,,,,5500861568612012-01-11
16,39730,OC,OUTSIDE CITY,WASF3,W,2003/04/10,,2012/01/30,2011/11/29,52,38896,176.90,2012/02/13,5728,MONTANA AVE,12600BLK MONTANA AVE,,90403,,,,,,,18161816572812012-01-30
1,52444,FI,FIRE,WAFI9,W,1990/05/31,2017/10/03,2012/01/11,2011/11/15,0,0,610.58,2012/01/31,5686,DONALD DOUGLAS LP S,2800BLK DONALD DOUGLAS LP S,,90405,,,,,,,5583901568612012-01-11
1,30697,CO,COMMERCIAL,WANR3,W,2006/07/01,,2012/01/12,2011/11/14,17,12716,53.72,2012/02/08,5707,AIRPORT DR,3500BLK AIRPORT DR,,90405,,,,,,,6026491570712012-01-12
11,50229,SF,SINGLE FAMILY,WASF3,W,2007/05/17,2014/04/23,2011/12/28,2011/10/25,37,27676,107.30,2012/01/12,5625,17TH ST,500BLK 17TH ST,even,90402,060377012015012,34.036845488773,-118.495087483619,POINT (-118.495087483619 34.036845488773),"(34.036845488773, -118.495087483619)","LINESTRING (-118.495534560665 34.0372271281901, -118.49464041065 34.0364638477072)",22420211562512011-12-28
2,57394,FY,STATE FREEWAY,WANR5,W,1993/07/19,,2012/01/11,2011/11/14,5,3740,15.80,2012/01/31,5686,SANTA MONICA FWY,400BLK SANTA MONICA FWY,,90401,,,,,,,6024492568612012-01-11
1,10281,CL,CITY LANDSCAPE,WANR1,W,2008/09/25,,2012/02/02,2011/12/05,11,8228,34.76,2012/02/17,5747,YORKSHIRE AVE,1800BLK YORKSHIRE AVE,,90404,,,,,,,10000911574712012-02-02
1,10281,CL,CITY LANDSCAPE,WANR3,W,2003/03/06,,2012/01/04,2011/11/03,15,11220,47.40,2012/01/20,5652,PICO BLVD,3100BLK PICO BLVD,,90405,,,,,,,3353991565212012-01-04
4,30249,CO,COMMERCIAL,WANR7,W,1991/08/09,,2012/01/11,2011/11/14,2940,2199120,9290.40,2012/02/08,5707,COLORADO AVE,2500BLK COLORADO AVE,,90404,,,,,,,6013194570712012-01-11
3,52119,MX,MULTI UNIT DWELLING,WAMF4,W,2010/06/18,2013/04/02,2010/11/22,2010/09/22,128,95744,257.28,2010/11/30,4467,3RD ST,1300BLK 3RD ST,,90401,,,,,,,248423446712010-11-22
1,10281,CL,CITY LANDSCAPE,WANR3,W,1980/10/29,2015/11/02,2012/01/17,2011/11/16,15,11220,47.40,2012/01/31,5692,COLORADO AVE,200BLK COLORADO AVE,,90401,,,,,,,234921569212012-01-17
1,10281,CL,CITY LANDSCAPE,WANR2,W,1991/08/13,,2011/01/24,2010/11/22,4,2992,11.48,2011/02/10,4689,3RD ST,1200BLK 3RD ST,,90401,,,,,,,218671468912011-01-24
2,10281,CL,CITY LANDSCAPE,WANR1,W,1991/07/17,,2012/01/17,2011/11/16,0,0,0.00,2012/01/31,5692,3RD CT,1300BLK 3RD CT,,90401,,,,,,,217552569212012-01-17
5,43891,CO,COMMERCIAL,WANR4,W,1996/05/03,,2012/01/17,2011/11/16,548,409904,1731.68,2012/01/31,5692,3RD ST,1200BLK 3RD ST,,90401,,,,,,,217625569212012-01-17
8,74497,SF,SINGLE FAMILY,WASF2,W,2009/11/18,2012/09/26,2012/02/06,2011/12/12,7,5236,15.47,2012/02/27,5760,LINDA LN,3000BLK LINDA LN,,90405,060377022024010,,,,,,4374438576012012-02-06
1,10281,CL,CITY LANDSCAPE,WANR4,W,2006/07/01,,2012/02/01,2011/12/05,15,11220,47.40,2012/02/13,5732,4TH ST,100BLK 4TH ST,,90402,,,,,,,2623761573212012-02-01
1,10281,CL,CITY LANDSCAPE,WANR3,W,1992/06/24,,2012/02/13,2011/12/12,7,5236,22.12,2012/02/27,5761,DONALD DOUGLAS LOOP,2400BLK DONALD DOUGLAS LOOP,,90405,,,,,,,4454241576112012-02-13
1,39638,FI,FIRE,WAFI6,W,1987/07/31,,2012/01/12,2011/11/15,0,0,139.79,2012/01/31,5686,CLOVERFIELD BLVD,1700BLK CLOVERFIELD BLVD,odd,90404,,34.026369623552,-118.471425783141,POINT (-118.471425783141 34.026369623552),"(34.026369623552, -118.471425783141)","LINESTRING (-118.47185276061 34.0267387508794, -118.470998809437 34.0260004947217)",5579701568612012-01-12
5,11803,PS,PUBLIC SCHOOL,WANR4,W,2002/02/18,,2012/01/11,2011/11/14,7,5236,22.12,2012/01/31,5686,AIRPORT AVE,2800BLK AIRPORT AVE,,90405,,,,,,,6070195568612012-01-11
1,71115,FY,STATE FREEWAY,WANR5,W,2006/07/01,,2012/01/12,2011/11/14,169,126412,534.04,2012/01/31,5686,SANTA MONICA FWY,2400BLK SANTA MONICA FWY,,90404,,,,,,,6010491568612012-01-12
1,10281,CL,CITY LANDSCAPE,WANR1,W,2000/08/08,,2012/02/06,2011/12/06,1,748,3.16,2012/02/17,5749,CLOVERFIELD BLVD,2200BLK CLOVERFIELD BLVD,,90405,,,,,,,3640401574912012-02-06
5,22627,FI,FIRE,WAFI6,W,1997/06/02,2015/07/15,2012/01/11,2011/11/14,0,0,139.79,2012/01/31,5686,3RD ST,1200BLK 3RD ST,,90401,,,,,,,5513405568612012-01-11
2,37199,FI,FIRE,WAFI7,W,2011/09/13,,2012/01/11,2011/11/14,0,0,270.56,2012/01/31,5686,OCEAN AVE,1500BLK OCEAN AVE,odd,90401,060377019022017,34.0120885100284,-118.495657116515,POINT (-118.495657116515 34.0120885100284),"(34.0120885100284, -118.495657116515)","LINESTRING (-118.496438125536 34.0127553897323, -118.494876119937 34.0114216252971)",10002622568612012-01-11
2,45300,SF,SINGLE FAMILY,WASF2,W,2004/05/19,,2012/02/14,2011/12/13,17,12716,40.90,2012/02/27,5764,PALISADES BEACH RD,1400BLK PALISADES BEACH RD,,90401,060377019023036,,,,,,117012576412012-02-14
1,64120,CO,COMMERCIAL,WANR2,W,1992/12/23,2012/06/12,2012/01/17,2011/11/16,144,107712,455.04,2012/01/31,5692,3RD ST,1400BLK 3RD ST,,90401,,,,,,,222801569212012-01-17
14,74688,CO,COMMERCIAL,WANR2,W,2007/08/24,,2012/01/17,2011/11/16,7,5236,22.12,2012/01/31,5692,3RD ST,1400BLK 3RD ST,,90401,,,,,,,2303214569212012-01-17
1,14991,FI,FIRE,WAFI5,W,1985/05/07,,2012/01/11,2011/11/14,0,0,87.47,2012/01/31,5686,3RD ST,1300BLK 3RD ST,,90401,,,,,,,5573101568612012-01-11
3,67962,OC,OUTSIDE CITY,WASF1,W,1999/02/10,,2012/01/30,2011/11/29,24,17952,64.14,2012/02/13,5728,MONTANA AVE,12600BLK MONTANA AVE,,90403,,,,,,,1816383572812012-01-30
1,10281,CL,CITY LANDSCAPE,WANR1,W,2000/08/08,,2012/02/06,2011/12/06,12,8976,37.92,2012/02/17,5749,CLOVERFIELD BLVD,2300BLK CLOVERFIELD BLVD,,90405,,,,,,,3635201574912012-02-06
2,52465,CO,COMMERCIAL,WANR2,W,1979/04/16,2015/08/03,2012/01/17,2011/11/16,6,4488,18.96,2012/01/31,5692,3RD ST,1200BLK 3RD ST,,90401,,,,,,,250022569212012-01-17
6,58160,SF,SINGLE FAMILY,WASF1,W,1997/05/15,,2011/12/28,2011/10/25,33,24684,94.02,2012/01/12,5625,17TH ST,500BLK 17TH ST,even,90402,060377012015012,34.036845488773,-118.495087483619,POINT (-118.495087483619 34.036845488773),"(34.036845488773, -118.495087483619)","LINESTRING (-118.495534560665 34.0372271281901, -118.49464041065 34.0364638477072)",2241826562512011-12-28
1,18095,PS,PUBLIC SCHOOL,WANR4,W,2006/07/01,,2012/01/11,2011/11/14,92,68816,290.72,2012/01/31,5686,MICHIGAN AVE,600BLK MICHIGAN AVE,,90401,,,,,,,6025191568612012-01-11
4,39723,SF,SINGLE FAMILY,WASF1,W,2006/07/01,,2012/02/06,2011/12/12,18,13464,44.22,2012/02/27,5760,LINDA LN,3000BLK LINDA LN,,90405,060377022024010,,,,,,4373634576012012-02-06
8,67134,DX,DUPLEX,WASF3,W,1994/03/23,,2012/01/31,2011/11/29,73,54604,281.27,2012/02/13,5731,GEORGINA AVE,1300BLK GEORGINA AVE,odd,90402,060377013041003,34.0385118661552,-118.503409462622,POINT (-118.503409462622 34.0385118661552),"(34.0385118661552, -118.503409462622)","LINESTRING (-118.503771591587 34.038112105547, -118.50376683768 34.0381178862094, -118.503762348512 34.0381253696737, -118.503756412404 34.0381321090953, -118.503751924317 34.0381395925546, -118.503746283484 34.0381460918362, -118.503741500119 34.0381538154347, -118.503735859284 34.0381603147158, -118.503730218453 34.0381668148981, -118.50372543508 34.0381745375945, -118.503719794247 34.0381810377763, -118.503713858132 34.0381877771958, -118.503709370038 34.0381952606536, -118.503703729203 34.0382017608347, -118.503697793085 34.0382085002534, -118.503693303906 34.0382159837152, -118.503687367786 34.0382227231334, -118.503681726947 34.0382292233135, -118.503675790825 34.0382359627311, -118.503670149979 34.0382424620091, -118.503665366601 34.0382501856047, -118.503659725759 34.0382566857838, -118.503653789633 34.0382634252003, -118.503648148784 34.0382699244773, -118.503642212662 34.0382766647948, -118.503636571811 34.0382831640713, -118.503631788428 34.0382908876655, -118.503625852297 34.0382976270807, -118.503620211449 34.0383041272579, -118.503614275316 34.0383108666726, -118.503608634461 34.0383173659477, -118.503602698332 34.0383241062633, -118.503596762197 34.0383308456771, -118.503591121338 34.0383373449515, -118.503585185207 34.0383440852662, -118.503579249069 34.0383508246792, -118.503573608208 34.0383573239527, -118.503567672073 34.0383640642666, -118.503561735932 34.0383708036787, -118.503556095074 34.0383773038529, -118.503550158931 34.0383840432645, -118.503544222788 34.0383907826757, -118.503538286643 34.0383975220866, -118.503532646864 34.0384040222553, -118.503525557976 34.0384097783874, -118.503519621828 34.0384165177974, -118.50351368568 34.0384232572071, -118.503508044814 34.0384297573791, -118.503502108664 34.0384364967883, -118.503495019771 34.0384422529186, -118.503489083619 34.0384489923272, -118.503483147471 34.0384557326369, -118.503477506596 34.038462231906, -118.503471570441 34.0384689713137, -118.503464482626 34.0384747274377, -118.503458546474 34.0384814677463, -118.503452610316 34.038488207153, -118.503445521416 34.0384939632805, -118.503439880535 34.0385004625478, -118.503433944379 34.0385072028551, -118.503426856559 34.038512958977, -118.503420920396 34.0385196983822, -118.503414984232 34.0385264377871, -118.503407895326 34.0385321939123, -118.50340195916 34.0385389333166, -118.503394870252 34.0385446894411, -118.503389229369 34.0385511896076, -118.503382141541 34.0385569457268, -118.503376205372 34.0385636851298, -118.50336911646 34.0385694412527, -118.503363180288 34.0385761806552, -118.503356091374 34.0385819367773, -118.503350155206 34.0385886770806, -118.503343067373 34.0385944331975, -118.503337131198 34.0386011725987, -118.503330042279 34.0386069287193, -118.503324106102 34.0386136681198, -118.503317017182 34.0386194242397, -118.503309929344 34.0386251803547, -118.503303993164 34.0386319197542, -118.503297199521 34.0386374357345, -118.50329011168 34.0386431918484, -118.503284175502 34.0386499321484, -118.503277086576 34.038655688266, -118.503269997649 34.0386614443832, -118.503264061463 34.0386681837807, -118.503256973618 34.0386739398926, -118.503249884688 34.0386796960086, -118.503242795757 34.0386854521241, -118.503236859567 34.0386921915204, -118.503229771717 34.0386979476307, -118.503222682784 34.0387037037451, -118.503215593849 34.0387094598591, -118.503208505996 34.0387152159681, -118.503202569802 34.0387219553626, -118.503195480864 34.0387277114755, -118.503188391926 34.0387334675879, -118.503181304069 34.0387392236953, -118.503174215128 34.0387449798069, -118.503167126187 34.0387507359181, -118.503160038327 34.0387564920243, -118.503152949384 34.0387622481346, -118.503145860439 34.0387680042445, -118.503138772577 34.0387737603495, -118.503131683631 34.0387795164586, -118.503124594683 34.0387852725672, -118.503117506818 34.038791028671, -118.503110417869 34.0387967847788, -118.503103328918 34.0388025408863, -118.503099490239 34.0388056581717, -118.50309624105 34.0388082969887, -118.503089152098 34.0388140530953, -118.503082063145 34.0388198092015, -118.503074975273 34.0388255653028, -118.503067886318 34.0388313214081, -118.503060798445 34.0388370775086, -118.503053709482 34.0388428327116, -118.503045468865 34.0388476055283, -118.503038379906 34.0388533616319, -118.503031290946 34.0388591177351, -118.503024203068 34.0388648738334, -118.503017114106 34.0388706299358, -118.503002375084 34.0388806785761)",2426248573112012-01-31
3,64750,CO,COMMERCIAL,WANR4,W,1992/11/03,,2012/01/17,2011/11/16,10,7480,31.60,2012/01/31,5692,3RD ST,1400BLK 3RD ST,,90401,,,,,,,228623569212012-01-17
1,10281,CL,CITY LANDSCAPE,WANR4,W,2004/06/30,,2012/01/09,2011/11/09,34,25432,107.44,2012/01/26,5677,4TH ST,2300BLK 4TH ST,,90405,,,,,,,4503961567712012-01-09
1,38212,FY,STATE FREEWAY,WANR5,W,2006/07/01,,2012/01/12,2011/11/15,522,390456,1649.52,2012/01/31,5686,SANTA MONICA FWY,1700BLK SANTA MONICA FWY,,90404,,,,,,,6028191568612012-01-12
1,71122,FI,FIRE,WAFI6,W,2000/09/28,,2012/01/11,2011/11/14,0,0,139.79,2012/01/31,5686,3RD ST,1300BLK 3RD ST,,90401,,,,,,,5550931568612012-01-11
4,68798,SF,SINGLE FAMILY,WASF2,W,1980/02/06,,2012/02/14,2011/12/13,67,50116,251.45,2012/02/27,5764,PALISADES BEACH RD,400BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,102414576412012-02-14
1,10281,CL,CITY LANDSCAPE,WANR2,W,2009/01/23,,2012/02/14,2011/12/13,3,2244,9.48,2012/02/27,5764,2ND ST,1300BLK 2ND ST,,90401,,,,,,,10001041576412012-02-14
1,10281,CL,CITY LANDSCAPE,WANR1,W,2003/05/16,,2012/01/30,2011/11/29,2,1496,6.32,2012/02/13,5728,26TH ST,300BLK 26TH ST,,90402,,,,,,,1838121572812012-01-30
9,57056,CO,COMMERCIAL,WANR3,W,2009/10/19,2012/05/14,2012/01/17,2011/11/16,1,748,3.16,2012/01/31,5692,3RD ST,1200BLK 3RD ST,,90401,,,,,,,249629569212012-01-17
4,27286,SF,SINGLE FAMILY,WASF3,W,1998/07/15,,2011/12/29,2011/10/31,79,59092,311.09,2012/01/20,5647,GEORGINA AVE,800BLK GEORGINA AVE,odd,90402,060377013041040,34.0326543677636,-118.505840703867,POINT (-118.505840703867 34.0326543677636),"(34.0326543677636, -118.505840703867)","LINESTRING (-118.506140603959 34.0321173809638, -118.50607951702 34.0322226526674, -118.506075029458 34.0322301362108, -118.506070837144 34.032237379609, -118.506065196894 34.0322438798983, -118.506060709324 34.0322513625397, -118.506056220676 34.0322588460869, -118.50605173311 34.0322663296294, -118.506047245543 34.0322738131718, -118.506042756892 34.0322812967186, -118.50603741297 34.0322875568571, -118.506032924318 34.0322950404034, -118.506028436747 34.0323025239451, -118.506023949171 34.0323100065851, -118.506019461599 34.0323174901265, -118.506015268194 34.0323247335272, -118.50601078062 34.0323322170683, -118.506006293046 34.0323397006092, -118.506001805471 34.0323471841499, -118.505997612063 34.03235442755, -118.505993124486 34.0323619110904, -118.505987484222 34.0323684113762, -118.505983291894 34.0323756547714, -118.505978804315 34.0323831383112, -118.505974315652 34.0323906218554, -118.505970123322 34.0323978652501, -118.50596563574 34.0324053487895, -118.505961148153 34.0324128314272, -118.505956955826 34.032420075723, -118.505952467154 34.0324275583649, -118.505948274825 34.0324348026604, -118.505944938845 34.0324432694584, -118.505940746509 34.032450512852, -118.505936258922 34.0324579963904, -118.505931771335 34.0324654799285, -118.505927578997 34.0324727233217, -118.505923090325 34.0324802068641, -118.505918897986 34.032487450257, -118.505914410395 34.0324949337946, -118.505910218054 34.0325021771872, -118.50590602463 34.0325094205843, -118.505901537037 34.0325169041213, -118.505897344694 34.0325241475135, -118.505894008705 34.0325326143102, -118.505889816366 34.0325398586036, -118.505885328764 34.0325473412385, -118.505881136424 34.0325545855317, -118.505876944077 34.0325618289232, -118.505872455396 34.0325693124638, -118.505869415736 34.0325775391106, -118.505865223387 34.0325847825017, -118.505860734704 34.0325922660418, -118.505856542353 34.0325995094326, -118.505852350008 34.0326067537248, -118.505849014011 34.0326152205202, -118.505844821658 34.0326224639107, -118.505840629305 34.0326297073009, -118.505836436951 34.0326369506911, -118.505833100951 34.0326454174861, -118.505828908601 34.0326526617775, -118.505824716245 34.0326599051672, -118.505821675495 34.0326681318174, -118.505817483137 34.0326753752069, -118.505812995528 34.0326828587407, -118.505808803169 34.0326901021299, -118.505805762421 34.0326983296812, -118.50580157006 34.0327055730702, -118.505797377699 34.032712816459, -118.50579433695 34.03272104401, -118.505790144587 34.0327282873986, -118.505785952224 34.032735530787, -118.505782911472 34.0327437583378, -118.505778719108 34.0327510017259, -118.50577567835 34.032759228375, -118.505771485983 34.032766471763, -118.505767293622 34.0327737160522, -118.505764252862 34.032781942701, -118.505760060494 34.0327891860886, -118.505757020821 34.0327974136342, -118.505752828451 34.0328046570215, -118.505749787688 34.0328128836699, -118.505745595323 34.0328201279585, -118.505741402951 34.0328273713454, -118.505738362186 34.0328355979936, -118.505734169813 34.0328428413802, -118.505731129053 34.0328510689298, -118.50572723193 34.0328580721719, -118.505724192252 34.0328662997167, -118.505719999876 34.0328735431029, -118.505716959113 34.032881770652, -118.505712766735 34.032889014038, -118.505710021224 34.0328970014427, -118.505705828845 34.0329042448284, -118.505702789157 34.0329124714712, -118.505699748391 34.0329206990199, -118.505695851263 34.0329277022611, -118.505692810495 34.0329359298097, -118.505688618113 34.0329431731948, -118.50568587368 34.0329511605945, -118.505681681297 34.0329584039794, -118.505678640522 34.0329666306261, -118.505675896087 34.0329746180256, -118.505671702618 34.0329818614146, -118.505668958183 34.032989848814, -118.50566591741 34.0329980763619, -118.505662020276 34.033005079602, -118.505658980585 34.0330133071452, -118.505654788196 34.0330205505292, -118.505652042675 34.0330285379327, -118.50564929823 34.0330365244301, -118.505645104762 34.0330437687198, -118.505642360316 34.033051755217, -118.505639319539 34.0330599827643, -118.505636575097 34.0330679701629, -118.505632382704 34.0330752135462, -118.505626359959 34.0330877818645, -118.505572423187 34.0332026004023)",2580254564712011-12-29
