Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count
General Business,APTCO APPLIANCE SALES & SERVICE (1980) LTD,12055 - 76 STREET NW,7248523-001,ISSUED,12/16/2019 12:00:00 AM,01/11/2021 12:00:00 AM,,1100,Eastwood,Ward 7,53.574369,-113.457596,"(53.574369385989094, -113.45759594395976)",1
General Contractor,ACE CUSTOM HOMES INC,,337445091-002,ISSUED,09/08/2020 12:00:00 AM,09/11/2021 12:00:00 AM,,4474,Starling,Ward 1,,,,1
Tobacco Sales,SHELL CANADA,4810 - 142 AVENUE NW,254724695-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,,2145,Clareview Town Centre,Ward 4,53.604491,-113.412490,"(53.604491012025186, -113.41248958172498)",1
General Business,LLUVIA,"202, 10526 - JASPER AVENUE NW",289588275-002,ISSUED,07/20/2020 12:00:00 AM,08/07/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.541274,-113.501875,"(53.54127435255207, -113.50187537346275)",1
General Industrial,ENCORE METALS,9810 - 39 AVENUE NW,7460277-004,ISSUED,05/13/2020 12:00:00 AM,06/01/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.474839,-113.483572,"(53.47483920960867, -113.48357233297952)",1
Minor Retail Store,HUSKY,3105 - CALGARY TRAIL NW,150256750-001,RENEWAL NOTICE,12/16/2019 12:00:00 AM,12/16/2020 12:00:00 AM,,5120,Calgary Trail South,Ward 10,53.463682,-113.493977,"(53.463682351877914, -113.49397731136469)",1
Rental Accommodation,THE PLAZA,14810 - 121 STREET NW,174898066-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,,3060,Caernarvon,Ward 2,53.611281,-113.532356,"(53.61128126790625, -113.53235568127432)",1
Restaurant or Food Service,SAIGON HUT,5728 - 75 STREET NW,352269681-002,ISSUED,03/02/2020 12:00:00 AM,03/01/2021 12:00:00 AM,,6430,McIntyre Industrial,Ward 11,53.494283,-113.443781,"(53.49428275093635, -113.44378123402004)",1
General Contractor,OTTESON BROS LTD.,,316181620-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,,5490,Sweet Grass,Ward 10,,,,1
General Contractor,ROYDECOR CONSTRUCTION LTD,,226416521-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,5458,Allard,Ward 10,,,,1
General Business,ACE REPORTING A VERITEXT COMPANY,10080 - JASPER AVENUE NW,366068508-002,ISSUED,07/20/2020 12:00:00 AM,07/19/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.541305,-113.493365,"(53.54130452750517, -113.49336548010885)",1
General Business,CERILEAN MEDICAL,,133798612-002,ISSUED,11/01/2020 12:00:00 AM,11/01/2021 12:00:00 AM,,4710,Potter Greens,Ward 1,,,,1
Minor Retail Store,MOBILE CARE,"1307, 8882 - 170 STREET NW",327034255-002,ISSUED,09/08/2020 12:00:00 AM,09/09/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522775,-113.624888,"(53.52277535433647, -113.62488800322348)",1
Rental Accommodation,PICCADILLY COURT,14915 - 94 AVENUE NW,131245694-001,RENEWAL NOTICE,12/09/2019 12:00:00 AM,12/16/2020 12:00:00 AM,,4500,Sherwood,Ward 1,53.529772,-113.578571,"(53.52977157568391, -113.57857077829446)",1
General Business,MARTINA TRANSLATIONS,,174157230-002,ISSUED,07/29/2020 12:00:00 AM,07/29/2021 12:00:00 AM,,3080,Canossa,Ward 3,,,,1
Alcohol Sales (Consumption Off Premises),SAFEWAY LIQUOR GARNEAU #3004,8204 - 109 STREET NW,153986052-001,ISSUED,06/01/2020 12:00:00 AM,06/01/2021 12:00:00 AM,Old Strathcona,5200,Garneau,Ward 8,53.518623,-113.513134,"(53.51862265844123, -113.5131342542984)",1
General Contractor,MEGA BUILDERS INC,,156100133-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,5220,Greenfield,Ward 10,,,,1
General Business,IQRA DUGSI,3224 - PARSONS ROAD NW,184968969-002,ISSUED,12/16/2019 12:00:00 AM,12/21/2020 12:00:00 AM,,6570,Parsons Industrial,Ward 11,53.464624,-113.486832,"(53.46462448428608, -113.48683169923895)",1
General Business,SOLARWASH,13712 - 164 STREET NW,292131394-002,ISSUED,08/28/2020 12:00:00 AM,09/30/2021 12:00:00 AM,,4320,Mistatim Industrial,Ward 2,53.599931,-113.605641,"(53.59993140477535, -113.60564054308057)",1
General Industrial,PANEX EDMONTON COURIER LTD,9809 - 33 AVENUE NW,289814927-002,ISSUED,08/18/2020 12:00:00 AM,09/10/2021 12:00:00 AM,,6570,Parsons Industrial,Ward 11,53.465356,-113.482807,"(53.46535588815214, -113.48280678348462)",1
Restaurant or Food Service,THE BEDOUINS,13716 - CASTLE DOWNS ROAD NW,242643238-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,3090,Carlisle,Ward 2,53.600028,-113.517637,"(53.6000282222121, -113.51763664387052)",1
Personal Service Shop,YEG INJECTIONIST,"201, 12068 - 104 AVENUE NW",366563532-002,ISSUED,07/20/2020 12:00:00 AM,07/19/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.547155,-113.528229,"(53.54715467840106, -113.5282285780524)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),CRAFT & CORK,10314 - 82 AVENUE NW,322895651-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,Old Strathcona,5480,Strathcona,Ward 8,53.518389,-113.495576,"(53.518388660339305, -113.4955763748666)",1
General Contractor,FULL BARS COMMUNICATIONS INC,10740 - 178 STREET NW,90959531-001,ISSUED,09/08/2020 12:00:00 AM,09/09/2021 12:00:00 AM,,4640,Wilson Industrial,Ward 1,53.555135,-113.628188,"(53.55513527643996, -113.6281879492712)",1
General Business,WESTERN DIRECTIVES,,137700584-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,3330,Parkview,Ward 1,,,,1
General Business,DOMO GASOLINE CORPORATION,10624 - 105 AVENUE NW,219793221-006,ISSUED,08/28/2020 12:00:00 AM,09/04/2021 12:00:00 AM,North Edge,1030,Central McDougall,Ward 6,53.548083,-113.504204,"(53.54808329048555, -113.50420417948435)",1
Personal Service Shop,WIFI 1997,10803 - 95 STREET NW,366400419-002,ISSUED,07/20/2020 12:00:00 AM,01/18/2021 12:00:00 AM,,1140,McCauley,Ward 6,53.554951,-113.483725,"(53.554950617215844, -113.483725326006)",1
Alcohol Sales (Consumption On Premises/Minors Prohibited),THE CANADIAN BREWHOUSE,9538 - ELLERSLIE ROAD SW,90441891-001,RENEWAL NOTICE,11/20/2019 12:00:00 AM,11/20/2020 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.425800,-113.478345,"(53.42580037587771, -113.47834534603703)",1
Minor Retail Store,PLUM HOME AND DESIGN INC.,12021 - 102 AVENUE NW,286805796-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.542737,-113.530371,"(53.542736715874355, -113.53037072028309)",1
General Business,WATER JET,8111 - WAGNER ROAD NW,7273192-002,ISSUED,12/16/2019 12:00:00 AM,01/04/2021 12:00:00 AM,,6170,Davies Industrial West,Ward 11,53.497790,-113.450394,"(53.497789579433636, -113.45039351593643)",1
General Business,SPECIALTY PRODUCTS RESEARCH & SUPPLY INC,9763 - 60 AVENUE NW,7371527-001,ISSUED,12/16/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,6100,Coronet Industrial,Ward 11,53.495409,-113.482747,"(53.495408765951616, -113.48274669246838)",1
General Contractor,KATRINA GARNEAU,,326829687-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,,3080,Canossa,Ward 3,,,,1
General Contractor,GO ASPHALT,11810 - KINGSWAY NW,155165757-001,ISSUED,08/28/2020 12:00:00 AM,08/28/2021 12:00:00 AM,Kingsway,1111,Blatchford Area,Ward 2,53.567803,-113.522483,"(53.56780286674742, -113.52248343551486)",1
General Contractor,1243103 ALBERTA LTD,,288333152-002,ISSUED,07/20/2020 12:00:00 AM,07/30/2021 12:00:00 AM,,2521,McConachie Area,Ward 4,,,,1
Rental Accommodation,VISTA HOUSING FOR SENIORS CALDER PLACE,12934 - 119 STREET NW,180752191-002,RENEWAL NOTICE,12/03/2019 12:00:00 AM,12/16/2020 12:00:00 AM,,3070,Calder,Ward 2,53.588348,-113.527373,"(53.58834780853175, -113.52737286225799)",1
General Contractor,SUNNY HOME RENOVATING,,34774237-003,ISSUED,09/08/2020 12:00:00 AM,09/22/2021 12:00:00 AM,,2720,York,Ward 4,,,,1
General Contractor,BGIS GLOBAL INTEGRATED SOLUTIONS CANADA GP LTD,"101, 17107 - 107 AVENUE NW",259233655-002,RENEWAL NOTICE,10/17/2019 12:00:00 AM,11/20/2020 12:00:00 AM,,4300,McNamara Industrial,Ward 1,53.552691,-113.616688,"(53.55269091485185, -113.6166881436514)",1
Minor Retail Store,SARA'S FASHION,"2029, 8882 - 170 STREET NW",358240419-002,ISSUED,05/13/2020 12:00:00 AM,05/12/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522271,-113.618482,"(53.52227141812298, -113.61848168763852)",1
General Industrial,A & B ENTERPRISES LTD,16101 - 132 AVENUE NW,290117632-002,ISSUED,08/28/2020 12:00:00 AM,10/02/2021 12:00:00 AM,,4320,Mistatim Industrial,Ward 2,53.591555,-113.600626,"(53.59155547211169, -113.6006262463737)",1
Delivery/Transportation Services,HS HANS TRUCKING LTD,,71080798-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,,2500,Matt Berry,Ward 4,,,,1
Vehicle Sales/Rental,RCM AUTO LTD,17870 - 102 AVENUE NW,115903986-001,ISSUED,09/08/2020 12:00:00 AM,09/12/2021 12:00:00 AM,,4340,Morin Industrial,Ward 1,53.544087,-113.629832,"(53.544087428763916, -113.62983241253805)",1
Restaurant or Food Service,EDO JAPAN,"FCU2, 1 - EDMONTON CITY CENTRE NW",371311618-002,ISSUED,10/22/2020 12:00:00 AM,10/21/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.543772,-113.492731,"(53.5437720297049, -113.49273062404305)",1
Vehicle Repair,MIKE AUTO VENTURES,11006 - 166A STREET NW,125582170-001,ISSUED,07/20/2020 12:00:00 AM,08/02/2021 12:00:00 AM,,4600,West Sheffield Industrial,Ward 1,53.558297,-113.607970,"(53.55829686509949, -113.60796971668469)",1
Personal Service Shop,MC HAIR,272 - MAYFIELD COMMON NW,274691776-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,Stony Plain Road and Area,4060,Britannia Youngstown,Ward 1,53.543815,-113.611700,"(53.543814513290265, -113.61169981592423)",1
Restaurant or Food Service,LUCKY RENAISSANCE FOOD STORE LTD.,10412 - 95 STREET NW,285296235-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,Downtown,1020,Boyle Street,Ward 6,53.549101,-113.481337,"(53.54910143780178, -113.48133711514113)",1
Alcohol Sales (Consumption Off Premises),BROKEN SPOKE CIDER CO.,"35, 9903 - 209 STREET NW",350139895-002,ISSUED,06/30/2020 12:00:00 AM,06/29/2021 12:00:00 AM,,4485,Lewis Farms Industrial,Ward 1,53.538797,-113.677524,"(53.538796841242885, -113.67752398000181)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),SAWRIDGE INN AND CONFERENCE CENTRE,4235 - GATEWAY BOULEVARD NW,174787613-002,ISSUED,05/13/2020 12:00:00 AM,05/28/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 10,53.478727,-113.491325,"(53.478726767214084, -113.49132528188511)",1
General Industrial,GS HITECH CONTROLS,8709 - 53 AVENUE NW,94347908-001,ISSUED,12/16/2019 12:00:00 AM,01/07/2021 12:00:00 AM,,6430,McIntyre Industrial,Ward 11,53.489349,-113.458104,"(53.48934928447871, -113.45810362055244)",1
General Industrial,J-ROD STEELWORKS,3707 - 74 AVENUE NW,276448154-002,ISSUED,05/13/2020 12:00:00 AM,06/17/2021 12:00:00 AM,,6780,Weir Industrial,Ward 11,53.509287,-113.398909,"(53.509286970968425, -113.39890940915033)",1
General Business,NANCY'S NOTES,,221655736-002,ISSUED,07/20/2020 12:00:00 AM,08/02/2021 12:00:00 AM,,5200,Garneau,Ward 8,,,,1
General Contractor,RBT CLEANING BUSINESS,,368428311-002,ISSUED,09/08/2020 12:00:00 AM,09/07/2021 12:00:00 AM,,6470,Meyonohk,Ward 11,,,,1
Rental Accommodation,FOREST HEIGHTS,10935 - 83 STREET NW,349033304-002,ISSUED,02/04/2020 12:00:00 AM,02/03/2021 12:00:00 AM,,1070,Cromdale,Ward 7,53.557448,-113.468569,"(53.55744833225302, -113.46856907452091)",1
General Business,PIN POINT MARKETING,,358451205-002,ISSUED,07/20/2020 12:00:00 AM,07/19/2021 12:00:00 AM,,5100,Bulyea Heights,Ward 9,,,,1
Restaurant or Food Service,THE BARBECUE HOUSE LTD,9711 - 118 AVENUE NW,7259042-001,ISSUED,12/16/2019 12:00:00 AM,12/31/2020 12:00:00 AM,Alberta Avenue,1230,Spruce Avenue,Ward 2,53.570122,-113.492627,"(53.57012231107773, -113.49262720986273)",1
General Business,PERFECT SIGNS,,367006640-002,ISSUED,07/20/2020 12:00:00 AM,07/19/2021 12:00:00 AM,,2521,McConachie Area,Ward 4,,,,1
Personal Service Shop,CAMERON HEIGHTS BARBERSHOP,625 - CAMERON HEIGHTS DRIVE NW,368079635-002,ISSUED,10/06/2020 12:00:00 AM,10/05/2021 12:00:00 AM,,4466,Cameron Heights,Ward 5,53.470404,-113.631008,"(53.47040357149622, -113.63100812364294)",1
General Business,STYLISTIC PRACTICE,,279728642-002,ISSUED,07/12/2020 12:00:00 AM,07/12/2021 12:00:00 AM,,5454,Rutherford,Ward 9,,,,1
General Business,DWCC DUTCH WESTERN CANADA CONNECTION LTD,,283069223-002,ISSUED,05/13/2020 12:00:00 AM,06/17/2021 12:00:00 AM,,6213,Summerside,Ward 12,,,,1
Participant Recreation Services,U-PLAY,13979 - 156 STREET NW,170111186-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,,4320,Mistatim Industrial,Ward 2,53.603011,-113.584587,"(53.603011051966554, -113.58458701106042)",1
General Contractor,WACHTER INC,"1500, 10180 - 101 STREET NW",71304803-001,ISSUED,08/18/2020 12:00:00 AM,09/13/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.542612,-113.494641,"(53.54261169748759, -113.49464129509609)",1
General Business,MASTER LOCKSMITHS & SECURITY SYSTEMS LTD.,,326204944-002,ISSUED,07/20/2020 12:00:00 AM,07/24/2021 12:00:00 AM,,3150,Cumberland,Ward 2,,,,1
Restaurant or Food Service,JOYS CAFE,5157 - 55 AVENUE NW,222085587-002,ISSUED,05/13/2020 12:00:00 AM,05/26/2021 12:00:00 AM,,6640,Roper Industrial,Ward 11,53.491160,-113.419753,"(53.49115996850404, -113.41975254214037)",1
General Business,ENGINEER,,362155601-002,ISSUED,05/13/2020 12:00:00 AM,05/12/2021 12:00:00 AM,,5505,Ambleside,Ward 9,,,,1
Tobacco Sales,JASPER AVENUE INNS & SUITES INC,9692 - JASPER AVENUE NW,36675636-002,ISSUED,02/04/2020 12:00:00 AM,02/04/2021 12:00:00 AM,Downtown,1020,Boyle Street,Ward 6,53.542660,-113.485005,"(53.54266042147804, -113.48500493821444)",1
General Business,THE GENERAL STORE DESIGN COMPANY,,40971283-003,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,2550,Montrose,Ward 7,,,,1
Exhibition Hall,SAWRIDGE INN AND CONFERENCE CENTRE,4235 - GATEWAY BOULEVARD NW,174787613-002,ISSUED,05/13/2020 12:00:00 AM,05/28/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 10,53.478727,-113.491325,"(53.478726767214084, -113.49132528188511)",1
Major Retail Store,SPORT CHECK #5159,3737 - 17 STREET NW,168984925-025,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,,6443,Tamarack,Ward 12,53.475874,-113.366595,"(53.47587405318248, -113.36659456663448)",1
General Industrial,SUNFREIGHT CARGO AND SARI-SARI STORE,11616 - 149 STREET NW,251544921-002,ISSUED,05/13/2020 12:00:00 AM,05/22/2021 12:00:00 AM,,4170,Garside Industrial,Ward 2,53.568634,-113.579610,"(53.568634203082205, -113.57961002598235)",1
Restaurant or Food Service,CENTRAL POINT PHARMACY,10382 - 105 STREET NW,245437479-005,ISSUED,08/28/2020 12:00:00 AM,09/28/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.545876,-113.501597,"(53.54587565082298, -113.50159710719578)",1
General Contractor,AUSTIN SECURITY,11769 - 156 STREET NW,352759133-002,ISSUED,05/13/2020 12:00:00 AM,05/12/2021 12:00:00 AM,,4170,Garside Industrial,Ward 2,53.568914,-113.588808,"(53.568914210449115, -113.5888084020121)",1
Vehicle Repair,FIX AUTO EDMONTON DOWNTOWN (EXPRESS),11505 - 105 AVENUE NW,408254-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,North Edge,1180,Queen Mary Park,Ward 6,53.547979,-113.519590,"(53.54797919293873, -113.519590143742)",1
General Contractor,HUNGRY PLUMBERS,,175325021-002,ISSUED,10/06/2020 12:00:00 AM,10/16/2021 12:00:00 AM,,4270,Lymburn,Ward 5,,,,1
General Contractor,MARC'S CARPET CLEANING,,185933434-002,ISSUED,07/01/2020 12:00:00 AM,07/10/2021 12:00:00 AM,,3180,Dunluce,Ward 3,,,,1
General Contractor,SCOTT HASTINGS CONSTRUCTION,,269066041-002,ISSUED,07/01/2020 12:00:00 AM,07/01/2021 12:00:00 AM,,4551,Granville,Ward 5,,,,1
General Contractor,KONIG ELECTRIC INC,,285744536-002,ISSUED,07/01/2020 12:00:00 AM,07/11/2021 12:00:00 AM,,2020,Balwin,Ward 7,,,,1
Personal Service Shop,METAMORPHOSIS,10413 - 51 AVENUE NW,184770042-002,RENEWAL NOTICE,12/16/2019 12:00:00 AM,12/16/2020 12:00:00 AM,,5170,Empire Park,Ward 10,53.487503,-113.497692,"(53.48750333956494, -113.49769249456314)",1
General Business,KLONDIKE FOODS INC,14804 - 119 AVENUE NW,172000235-002,ISSUED,05/13/2020 12:00:00 AM,05/31/2021 12:00:00 AM,,3160,Dominion Industrial,Ward 2,53.571940,-113.576919,"(53.57194016764052, -113.57691868759055)",1
Restaurant or Food Service,CRAFT RESTAURANT AND BAR,10013 - 101A AVENUE NW,142539709-001,ISSUED,12/20/2019 12:00:00 AM,12/20/2020 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.541906,-113.491262,"(53.54190602922377, -113.49126193904256)",1
General Business,WEATHER MY TRAINS,,252392748-002,ISSUED,05/13/2020 12:00:00 AM,05/22/2021 12:00:00 AM,,4270,Lymburn,Ward 5,,,,1
General Contractor,ORBIS ENGINEERING FIELD SERVICES LTD,"300, 9404 - 41 AVENUE NW",56473830-002,ISSUED,05/13/2020 12:00:00 AM,05/13/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.477036,-113.474436,"(53.47703600348507, -113.47443573708779)",1
Restaurant or Food Service,GANGNAM STREET FOOD,"1606, 8882 - 170 STREET NW",316121873-002,ISSUED,08/28/2020 12:00:00 AM,09/24/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522271,-113.618482,"(53.52227141812298, -113.61848168763852)",1
Rental Accommodation,HOI'S INVESTMENTS LTD,11740 - 89 STREET NW,7267937-001,ISSUED,05/13/2020 12:00:00 AM,05/28/2021 12:00:00 AM,Alberta Avenue,1010,Alberta Avenue,Ward 7,53.570097,-113.478657,"(53.57009717662215, -113.47865675267242)",1
Restaurant or Food Service,TOKYO EXPRESS RESTAURANT INC,11436 - 104 AVENUE NW,57429634-001,ISSUED,12/16/2019 12:00:00 AM,12/31/2020 12:00:00 AM,North Edge,1180,Queen Mary Park,Ward 6,53.547081,-113.519248,"(53.54708115689467, -113.51924767098316)",1
General Business,DESJARDINS INSURANCE,"203, 1762 - 34 AVENUE NW",226528159-002,ISSUED,08/28/2020 12:00:00 AM,09/29/2021 12:00:00 AM,,6790,Wild Rose,Ward 12,53.468013,-113.370651,"(53.46801322591248, -113.37065121893413)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),HYATT PLACE EDMONTON WEST,18004 - 100 AVENUE NW,234494637-002,ISSUED,12/20/2019 12:00:00 AM,01/02/2021 12:00:00 AM,,4400,Place LaRue,Ward 1,53.538608,-113.633412,"(53.538608113836084, -113.63341209986626)",1
General Contractor,LUXOR CABINETS & CLOSETS INC.,,342337100-002,RENEWAL NOTICE,12/17/2019 12:00:00 AM,12/16/2020 12:00:00 AM,,5642,South Terwillegar,Ward 9,,,,1
Rental Accommodation,STRZELEC ELIZABETH,11155 - 101 STREET NW,7258170-002,ISSUED,05/13/2020 12:00:00 AM,05/13/2021 12:00:00 AM,,1230,Spruce Avenue,Ward 2,53.560513,-113.493165,"(53.56051342771673, -113.49316451841739)",1
Cannabis Retail Sales,FIRE AND FLOWER,12225 - 107 AVENUE NW,286311022-008,ISSUED,10/06/2020 12:00:00 AM,10/06/2021 12:00:00 AM,124 Street and Area,3440,Westmount,Ward 6,53.550718,-113.533633,"(53.55071752866261, -113.53363258482035)",1
Restaurant or Food Service,SUSHI SHOP,1 - KINGSWAY GARDEN MALL NW,92654770-001,RENEWAL NOTICE,12/10/2019 12:00:00 AM,12/16/2020 12:00:00 AM,Kingsway,1230,Spruce Avenue,Ward 2,53.562490,-113.505674,"(53.56249038050568, -113.50567426381262)",1
Personal Service Shop,JULIE'S SKIN SPA,,347404655-002,RENEWAL NOTICE,11/21/2019 12:00:00 AM,11/20/2020 12:00:00 AM,,1240,Virginia Park,Ward 7,,,,1
General Business,SOUNDPROOF STUDIO,10905 - 106 AVENUE NW,123357102-001,ISSUED,07/13/2020 12:00:00 AM,07/13/2021 12:00:00 AM,North Edge,1180,Queen Mary Park,Ward 6,53.549643,-113.508992,"(53.549642759317415, -113.5089922117101)",1
Vehicle Sales/Rental,WHEEL REPAIR CANADA INC,,360459954-002,ISSUED,07/20/2020 12:00:00 AM,07/19/2021 12:00:00 AM,,6444,Laurel,Ward 12,,,,1
Restaurant or Food Service,BLOCK 1912,10361 - 82 AVENUE NW,328510024-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,Old Strathcona,5151,Strathcona Junction,Ward 8,53.517757,-113.497114,"(53.51775662205434, -113.4971142679305)",1
General Business,DOT TO DOT CONSULTING,,257766413-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,5580,Windsor Park,Ward 8,,,,1
General Contractor,SPARKY TIPS ELECTRICAL LTD.,,323308790-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,6550,Ottewell,Ward 8,,,,1
Restaurant or Food Service,MARBLE SLAB CREAMERY,"8, 3779 - 17 STREET NW",308220200-002,ISSUED,05/13/2020 12:00:00 AM,05/13/2021 12:00:00 AM,,6443,Tamarack,Ward 12,53.475874,-113.366595,"(53.47587405318248, -113.36659456663448)",1
Rental Accommodation,508572 ALBERTA LTD,10630 - 110 STREET NW,7258639-001,ISSUED,12/16/2019 12:00:00 AM,12/31/2020 12:00:00 AM,North Edge,1180,Queen Mary Park,Ward 6,53.550616,-113.510801,"(53.55061581750017, -113.51080146359602)",1
General Business,YAME TEA,,154058886-002,ISSUED,07/20/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,5640,Terwillegar Towne,Ward 9,,,,1
General Industrial,UBELIEVE,14836 - 116 AVENUE NW,326243612-002,ISSUED,09/08/2020 12:00:00 AM,09/24/2021 12:00:00 AM,,3230,Huff Bremner Estate Industrial,Ward 2,53.568141,-113.576684,"(53.568141362123875, -113.57668373403902)",1
Personal Service Shop,ROKA HAIR DESIGN,4442 - 36 AVENUE NW,154476950-001,ISSUED,05/13/2020 12:00:00 AM,05/14/2021 12:00:00 AM,,6530,Minchau,Ward 12,53.467213,-113.409659,"(53.46721282577158, -113.40965949107718)",1
General Business,RED-5,,287467122-002,ISSUED,07/20/2020 12:00:00 AM,08/08/2021 12:00:00 AM,,6442,Silver Berry,Ward 12,,,,1
General Contractor,ZEEJAY MECHANICAL,,325581132-002,ISSUED,07/20/2020 12:00:00 AM,07/24/2021 12:00:00 AM,,5462,Chappelle Area,Ward 9,,,,1
General Business,NE HALAL FOOD AND MEAT PRODUCT,7614 - 144 AVENUE NW,62539403-001,RENEWAL NOTICE,11/21/2019 12:00:00 AM,11/28/2020 12:00:00 AM,,2410,Kilkenny,Ward 3,53.607405,-113.458888,"(53.607405328480105, -113.45888836737961)",1
General Contractor,PRECISION MECHANICAL PLUMBING AND HEATING,,347369239-002,RENEWAL NOTICE,11/21/2019 12:00:00 AM,11/20/2020 12:00:00 AM,,5462,Chappelle Area,Ward 9,,,,1
General Business,MJ TECHNICAL ENTERPRISES LTD,,25819979-002,ISSUED,05/13/2020 12:00:00 AM,05/13/2021 12:00:00 AM,,2230,Delwood,Ward 7,,,,1
Tobacco Sales,LUCKY RENAISSANCE FOOD STORE LTD.,10412 - 95 STREET NW,285296235-002,ISSUED,09/08/2020 12:00:00 AM,09/08/2021 12:00:00 AM,Downtown,1020,Boyle Street,Ward 6,53.549101,-113.481337,"(53.54910143780178, -113.48133711514113)",1
Vehicle Repair,DAVE'S AUTO SHOP LIMITED,5817 - 92 STREET NW,178461898-002,ISSUED,03/17/2020 12:00:00 AM,03/17/2021 12:00:00 AM,,6100,Coronet Industrial,Ward 11,53.494583,-113.468104,"(53.49458291527535, -113.46810443354481)",1
General Contractor,JMJ GENERAL SERVICES LTD.,,306783094-002,ISSUED,07/20/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,5462,Chappelle Area,Ward 9,,,,1
