SUMMONS NUMBER,SUMMONS DATE,VIOLATION TIME,VIOLATION DESCRIPTION,ORIGINAL FINE,VIOLATION ADDRESS NUMBER,VIOLATION STREET,VIOLATION FULL ADDRESS,CITY,STATE,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK
W9601260,10/15/2013,0713P,NO STANDING,35,8,PRIME ST,8 PRIME ST,Buffalo,NY,,,,,,,,
W9607201,10/30/2013,0651P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
W9611120,11/12/2013,0552P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
W9612814,11/17/2013,0500P,EXPIRED INSPECTION STICKER (ALL),35,14,SALLY MAE CUNIN,14 SALLY MAE CUNIN,Buffalo,NY,,,,,,,,
W9623414,12/13/2013,0823P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
W9624904,12/17/2013,0835P,NO PARKING,35,202,DELMAR MITCHELL,202 DELMAR MITCHELL,Buffalo,NY,,,,,,,,
W9626733,12/20/2013,0710P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
W9628690,12/31/2013,0640P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
Y8560966,04/15/2009,0226P,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8705880,07/20/2008,0958P,NO STANDING,35,3,RICHMOND,3 RICHMOND,Buffalo,NY,,,,,,,,
Y8705892,07/21/2008,1049A,ALTERNATE PARKING,30,108,GRANGER,108 GRANGER,Buffalo,NY,,,,,,,,
Y8783956,05/11/2009,0933A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8785938,01/13/2009,1017A,ALTERNATE PARKING,30,361,GREELEY,361 GREELEY,Buffalo,NY,,,,,,,,
Y8806610,01/15/2009,1125A,ALTERNATE PARKING,30,1113,KOSCIUSZKO,1113 KOSCIUSZKO,Buffalo,NY,,,,,,,,
Y8806715,01/21/2009,0229P,METER OVERTIME,30,0,PD BOPEARL,PD BOPEARL,Buffalo,NY,,,,,,,,
Y8806851,01/27/2009,1107A,METER OVERTIME,30,200,PD   PEARL,200 PD   PEARL,Buffalo,NY,,,,,,,,
Y8815126,02/11/2009,1121A,METER OVERTIME,30,0,PD   GENESEE WE,PD   GENESEE WE,Buffalo,NY,,,,,,,,
Y8815205,02/18/2009,1036A,METER OVERTIME,30,0,PD   ELM,PD   ELM,Buffalo,NY,,,,,,,,
Y8815306,02/23/2009,1046A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8815437,03/16/2009,0933A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8818725,06/10/2009,0955A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8824511,03/20/2009,1206P,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8824619,03/30/2009,0247P,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8842069,05/06/2009,0225P,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8843324,06/16/2009,1158A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8853101,05/15/2009,0251P,METER OVERTIME,30,0,PD   FRANKLIN,PD   FRANKLIN,Buffalo,NY,,,,,,,,
Y8855451,05/18/2009,0238P,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8857914,06/09/2009,1114A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8865306,06/23/2009,1240P,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8868572,06/30/2009,1115A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8869209,07/08/2009,1031A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8871885,07/20/2009,1030A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y8885599,08/07/2009,1138A,METER OVERTIME,30,0,PD   PEARL,PD   PEARL,Buffalo,NY,,,,,,,,
Y9001970,02/16/2010,0949A,ALTERNATE PARKING,30,268,DESHLER,268 DESHLER,Buffalo,NY,,,,,,,,
Y9044364,06/11/2010,0946A,NO PARKING,35,399,LITCHFIELD,399 LITCHFIELD,Buffalo,NY,,,,,,,,
Y9076699,07/14/2010,1051A,ALTERNATE PARKING,30,322,TREN,322 TREN,Buffalo,NY,,,,,,,,
Y9281550,03/14/2012,1112A,ALTERNATE PARKING,30,720,SEVENTH,720 SEVENTH,Buffalo,NY,,,,,,,,
Y9407064,07/16/2012,0555A,VEHICLE PARKED ON UNPAVED PORTION OR,50,784,SHOSHONE,784 SHOSHONE,Buffalo,NY,,,,,,,,
Y9426773,09/21/2012,1025A,PARKED ON SIDEWALK (ALL),35,891,NORMAL,891 NORMAL,Buffalo,NY,,,,,,,,
Y9496938,03/05/2013,0232P,PARKED ON SIDEWALK (ALL),35,14,ANTHONY TAURIEL,14 ANTHONY TAURIEL,Buffalo,NY,,,,,,,,
39658574,03/18/2014,0126P,METHOD OF PARKING(ALL),35,0,PEARL,PEARL,Buffalo,NY,,,,,,,,
39660154,03/20/2014,0931A,ALTERNATE PARKING,30,0,POTOMAC,POTOMAC,Buffalo,NY,,,,,,,,
39668966,04/10/2014,0146P,METHOD OF PARKING(ALL),35,0,PEARL,PEARL,Buffalo,NY,,,,,,,,
39671208,04/23/2014,0144P,PARKED BEYOND POSTED TIME LIMIT,30,8,PRIME,8 PRIME,Buffalo,NY,,,,,,,,
39693820,06/12/2014,0837A,ONE LICENSE PLATE MISSING (ALL),35,4,LIVINGSTON ALLE,4 LIVINGSTON ALLE,Buffalo,NY,,,,,,,,
39716596,08/07/2014,0844A,LESS THAN 20 FT FROM CROSSWALK,30,620,BIDWELL,620 BIDWELL,Buffalo,NY,,,,,,,,
39718479,08/11/2014,0942A,ALTERNATE PARKING,30,378,ABBOTTSFORD,378 ABBOTTSFORD,Buffalo,NY,,,,,,,,
39720248,08/14/2014,1255P,PARKING WITHOUT CONSENT (ALL),50,0,MARINE,MARINE,Buffalo,NY,,,,,,,,
39731054,09/10/2014,1145A,EXPIRED INSPECTION STICKER (ALL),35,4,LIVINGSTON ALLE,4 LIVINGSTON ALLE,Buffalo,NY,,,,,,,,
39748876,10/21/2014,0200P,METHOD OF PARKING(ALL),35,0,CLINTON,CLINTON,Buffalo,NY,,,,,,,,
49638863,01/24/2014,0153P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49690024,06/04/2014,0833A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49693419,06/11/2014,0150P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49694031,06/12/2014,0314P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
49755421,11/05/2014,1231P,EXPIRED INSPECTION STICKER (ALL),35,0,NORTH ST EAST,NORTH ST EAST,Buffalo,NY,,,,,,,,
49757998,11/12/2014,1136A,EXPIRED INSPECTION STICKER (ALL),35,0,SENECA,SENECA,Buffalo,NY,,,,,,,,
49772834,12/15/2014,0231P,PARKING WITHOUT CONSENT (ALL),50,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
A6834531,08/05/2014,1055P,PARKING WITHOUT CONSENT (ALL),50,462,RIDER ST,462 RIDER ST,Buffalo,NY,,,,,,,,
A6936650,02/08/2014,1000P,PARKING IN WRONG DIRECTION (ALL),30,620,DELAWARE (LOT),620 DELAWARE (LOT),Buffalo,NY,,,,,,,,
A7110456,08/05/2014,0945P,EXPIRED INSPECTION STICKER (ALL),35,23,BYRDWAY,23 BYRDWAY,Buffalo,NY,,,,,,,,
A7290371,02/05/2014,0805P,PARKING VIOLATION,35,31,SEYMOUR KNOX DR,31 SEYMOUR KNOX DR,Buffalo,NY,,,,,,,,
A7427291,01/31/2014,14:09,NO PARKING,35,0,PEARL,PEARL,Buffalo,NY,,,,,,,,
A7433580,05/12/2014,0940P,PARKED BEYOND POSTED TIME LIMIT,30,0,REESE ST,REESE ST,Buffalo,NY,,,,,,,,
A7508653,03/14/2014,0312A,PARKED ON SIDEWALK (ALL),35,443,PARKRIDGEAV,443 PARKRIDGEAV,Buffalo,NY,,,,,,,,
A7542286,02/04/2014,0920P,PARKED ON SIDEWALK (ALL),35,152,MEDLEY,152 MEDLEY,Buffalo,NY,,,,,,,,
A7603363,04/07/2014,1245P,NO PARKING,35,15,TUPPER@MAIN,15 TUPPER@MAIN,Buffalo,NY,,,,,,,,
A7639483,06/06/2014,1130A,NO STANDING,35,0,COURT/MAIN,COURT/MAIN,Buffalo,NY,,,,,,,,
A7649891,01/12/2014,0839P,PARKED ON SIDEWALK (ALL),35,107,WEYANO,107 WEYANO,Buffalo,NY,,,,,,,,
A7691821,08/10/2014,0100P,NO STANDING,35,300,FUHRMAN,300 FUHRMAN,Buffalo,NY,,,,,,,,
A7696953,04/02/2014,0810P,NO PARKING,35,0,LAKEVIEW @ PENNSYLV,LAKEVIEW @ PENNSYLV,Buffalo,NY,,,,,,,,
A7707792,07/11/2014,1248P,PARKING WITHOUT CONSENT (ALL),50,886,CARLTON ST,886 CARLTON ST,Buffalo,NY,,,,,,,,
A7732093,01/12/2014,1221A,EXPIRED REGISTRATION STICKER,35,32,MAITHAJACKSONPL,32 MAITHAJACKSONPL,Buffalo,NY,,,,,,,,
A7769230,09/19/2014,1144P,LESS THAN 20 FT FROM CROSSWALK,30,0,CORNELL,CORNELL,Buffalo,NY,,,,,,,,
A7826055,01/05/2014,0806P,EXPIRED INSPECTION STICKER (ALL),35,89,HARTWELLRD,89 HARTWELLRD,Buffalo,NY,,,,,,,,
A7851060,06/09/2014,0418P,NO PARKING,35,1460,SOUTHPARK AV,1460 SOUTHPARK AV,Buffalo,NY,,,,,,,,
A7851572,03/21/2014,1155A,NO PARKING,35,1460,SOUTHPARK AV,1460 SOUTHPARK AV,Buffalo,NY,,,,,,,,
A7872911,02/23/2014,0208A,LESS THAN 20 FT FROM CROSSWALK,30,128,ENGLEW,128 ENGLEW,Buffalo,NY,,,,,,,,
A7875033,02/01/2014,0649A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,35,0,WALDEN,WALDEN,Buffalo,NY,,,,,,,,
A7876260,02/12/2014,1036A,ALTERNATE PARKING,30,924,IDEAL,924 IDEAL,Buffalo,NY,,,,,,,,
A7879620,05/24/2014,1001A,NO STANDING,35,267,MEADOW,267 MEADOW,Buffalo,NY,,,,,,,,
A7885835,02/08/2014,1219A,PARKED ON SIDEWALK (ALL),35,202,MARINER,202 MARINER,Buffalo,NY,,,,,,,,
A7892592,03/24/2014,0910A,PARKING WITHOUT CONSENT (ALL),50,,TURNER RAMO,TURNER RAMO,Buffalo,NY,,,,,,,,
A7892990,04/17/2014,0248P,NO PARKING,35,0,DELAWARE,DELAWARE,Buffalo,NY,,,,,,,,
A7898870,03/10/2014,0144P,PARKING WITHOUT CONSENT (ALL),50,121,ELLICOTTST,121 ELLICOTTST,Buffalo,NY,,,,,,,,
A7899500,10/08/2014,1248P,PARKING WITHOUT CONSENT (ALL),50,0,PLACE RAMP,PLACE RAMP,Buffalo,NY,,,,,,,,
A7901876,04/19/2014,1002P,LESS THAN 20 FT FROM CROSSWALK,30,640,BIDWELL,640 BIDWELL,Buffalo,NY,,,,,,,,
A7903395,10/13/2014,0413P,NO STANDING,35,75,EXCHANGEST,75 EXCHANGEST,Buffalo,NY,,,,,,,,
A7906371,02/10/2014,1200A,ALTERNATE PARKING,30,0,SANFORD,SANFORD,Buffalo,NY,,,,,,,,
A7911805,02/01/2014,1255A,NO PARKING,35,118,CHIPPEWAST,118 CHIPPEWAST,Buffalo,NY,,,,,,,,
A7916274,07/02/2014,1020P,NO PARKING,35,0,CROSSLANE RD,CROSSLANE RD,Buffalo,NY,,,,,,,,
A7919763,10/06/2014,0755P,PARKING WITHOUT CONSENT (ALL),50,0,MARINE DR LOT,MARINE DR,Buffalo,NY,,,,,,,,
A7921292,01/26/2014,0522P,EXPIRED INSPECTION STICKER (ALL),35,0,ERIE,ERIE,Buffalo,NY,,,,,,,,
A7922633,02/16/2014,0148A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,35,3065,MAINT ST,3065 MAINT ST,Buffalo,NY,,,,,,,,
A7924184,02/15/2014,0100A,NO PARKING,35,2,VANGRODER,2 VANGRODER,Buffalo,NY,,,,,,,,
A7926052,04/18/2014,0910P,ALTERNATE PARKING,30,810,CLEVELAND,810 CLEVELAND,Buffalo,NY,,,,,,,,
A7927533,04/27/2014,0715A,"PARKED MORE THAN 12""FROM CURB",30,69,CRESENT,69 CRESENT,Buffalo,NY,,,,,,,,
A7933424,08/10/2014,0102P,NO STANDING,35,298,FURHMAN,298 FURHMAN,Buffalo,NY,,,,,,,,
A7933903,05/28/2014,0325A,EXPIRED INSPECTION STICKER (ALL),35,21,DSIMONDA,21 DSIMONDA,Buffalo,NY,,,,,,,,
A7934102,02/16/2014,0511A,EXPIRED INSPECTION STICKER (ALL),35,132,CHENAN,132 CHENAN,Buffalo,NY,,,,,,,,
A7934426,12/07/2014,0755P,PARKING VIOLATION,35,0,ASHLAND,ASHLAND,Buffalo,NY,,,,,,,,
A7934721,03/12/2014,0550P,ALTERNATE PARKING,30,670,JASPER PARRISH,670 JASPER PARRISH,Buffalo,NY,,,,,,,,
A7935336,04/15/2014,1241A,"PARKED MORE THAN 12""FROM CURB",30,86,DONOVAN DR A,86 DONOVAN DR A,Buffalo,NY,,,,,,,,
A7941780,03/01/2014,1149P,NO PARKING,35,285,FRANKCIN,285 FRANKCIN,Buffalo,NY,,,,,,,,
A7942281,03/08/2014,1030A,EXPIRED INSPECTION STICKER (ALL),35,168,ROEBLINGAV,168 ROEBLINGAV,Buffalo,NY,,,,,,,,
A7945825,06/07/2014,1226A,NO PARKING,35,509,HUMBBOLDT,509 HUMBBOLDT,Buffalo,NY,,,,,,,,
A7948920,06/12/2014,0136P,EXPIRED INSPECTION STICKER (ALL),35,0,MARTIN LUTHER KING,MARTIN LUTHER KING,Buffalo,NY,,,,,,,,
A7960245,05/10/2014,1215A,PARKING VIOLATION,35,106,ASBURY ALLEY,106 ASBURY ALLEY,Buffalo,NY,,,,,,,,
A7962091,05/03/2014,1117P,EXPIRED INSPECTION STICKER (ALL),35,0,FRANKLIN,FRANKLIN,Buffalo,NY,,,,,,,,
A7964924,06/29/2014,1124P,EXPIRED INSPECTION STICKER (ALL),35,0,HILLSIDE,HILLSIDE,Buffalo,NY,,,,,,,,
A7969430,04/12/2014,1200P,NO PARKING,35,0,WINSPEAR,WINSPEAR,Buffalo,NY,,,,,,,,
A7969791,04/12/2014,0148A,NO STANDING,35,11,MINNESOTAAV,11 MINNESOTAAV,Buffalo,NY,,,,,,,,
A7972090,04/26/2014,1208A,PARKED LESS THAN 15 FT - FIRE HYDRANT,50,44,DAY PK,44 DAY PK,Buffalo,NY,,,,,,,,
A7984782,05/09/2014,1024A,PARKING WITHOUT CONSENT (ALL),50,0,P127 CARLTON,P127 CARLTON,Buffalo,NY,,,,,,,,
A7985224,08/04/2014,0912A,NO PARKING,35,42,1 NIAGARA PLAZA,42 1 NIAGARA PLAZA,Buffalo,NY,,,,,,,,
A7987302,06/01/2014,,NO PARKING,35,,,,Buffalo,NY,,,,,,,,
A7991454,06/25/2014,,NO PARKING,35,,,,Buffalo,NY,,,,,,,,
A8002271,05/29/2014,1030P,LESS THAN 20 FT FROM CROSSWALK,30,585,LAFAYETTER AVE,585 LAFAYETTER AVE,Buffalo,NY,,,,,,,,
A8016665,05/27/2014,0909A,ALTERNATE PARKING,30,312,STOCKBRIDGEAV,312 STOCKBRIDGEAV,Buffalo,NY,,,,,,,,
A8018496,08/05/2014,1141A,ALTERNATE PARKING,30,171,MILLICENTAV,171 MILLICENTAV,Buffalo,NY,,,,,,,,
A8018964,06/15/2014,0146A,NO PARKING,35,7666,FILLMORE,7666 FILLMORE,Buffalo,NY,,,,,,,,
A8022781,06/15/2014,1212A,NO PARKING,35,115,W CHIOOEWA,115 W CHIOOEWA,Buffalo,NY,,,,,,,,
A8023175,07/31/2014,0444P,LESS THAN 20 FT FROM CROSSWALK,30,0,BIDWELL,BIDWELL,Buffalo,NY,,,,,,,,
A8036604,08/21/2014,0741A,PARKED ON SIDEWALK (ALL),35,10,HEMPSTEADAV,10 HEMPSTEADAV,Buffalo,NY,,,,,,,,
A8045192,10/08/2014,0218P,PARKED IN HANDICAPPED AREA,100,999,BROADWAY PARKING,999 BROADWAY PARKING,Buffalo,NY,,,,,,,,
A8050195,12/31/2014,0418P,NO STANDING,35,8,PRIME,8 PRIME,Buffalo,NY,,,,,,,,
A8053264,09/13/2014,1206P,NO STANDING,35,126,RING RD,126 RING RD,Buffalo,NY,,,,,,,,
A8067161,08/24/2014,1225A,LESS THAN 20 FT FROM CROSSWALK,30,241,CHIPPEWA,241 CHIPPEWA,Buffalo,NY,,,,,,,,
A8071420,09/11/2014,0113P,NO PARKING,35,8,INDIAN CHURCH R,8 INDIAN CHURCH R,Buffalo,NY,,,,,,,,
A8075782,08/22/2014,1118P,NO PARKING,35,104,WINSPEARAV,104 WINSPEARAV,Buffalo,NY,,,,,,,,
A8076434,10/04/2014,1132P,PARKED LESS THAN 15 FT - FIRE HYDRANT,50,0,@ ENGLEWOOD,@ ENGLEWOOD,Buffalo,NY,,,,,,,,
A8082896,11/08/2014,0840P,NO PARKING,35,0,DR @ MARINE,DR @ MARINE,Buffalo,NY,,,,,,,,
A8085744,10/19/2014,0107A,NO STANDING,35,2058,FILLMAOR AVE,2058 FILLMAOR AVE,Buffalo,NY,,,,,,,,
A8086654,09/27/2014,1222A,EXPIRED INSPECTION STICKER (ALL),35,25,MONCALM,25 MONCALM,Buffalo,NY,,,,,,,,
A8087170,11/14/2014,1143,PARKING WITHOUT CONSENT (ALL),50,1,BRITTON,1 BRITTON,Buffalo,NY,,,,,,,,
A8099173,10/01/2014,0651P,PARKING WITHOUT CONSENT (ALL),50,121,ELLICOTTST,121 ELLICOTTST,Buffalo,NY,,,,,,,,
A8102102,09/17/2014,0905A,NO STANDING,35,93,FRANKLIN STF,93 FRANKLIN STF,Buffalo,NY,,,,,,,,
A8103535,12/08/2014,0838A,PARKING WITHOUT CONSENT (ALL),50,976,MICHIGANST,976 MICHIGANST,Buffalo,NY,,,,,,,,
A8108111,10/30/2014,0141P,EXPIRED REGISTRATION STICKER,35,42,DLEAWARE,42 DLEAWARE,Buffalo,NY,,,,,,,,
A8108914,11/17/2014,0908A,NO PARKING,35,0,EAGLE,EAGLE,Buffalo,NY,,,,,,,,
A8111423,10/20/2014,1033P,NO PARKING,35,0,CROSSLANE,CROSSLANE,Buffalo,NY,,,,,,,,
A8120431,10/19/2014,1215A,NO PARKING,35,119,W CHIPPEWAST,119 W CHIPPEWAST,Buffalo,NY,,,,,,,,
A8120781,10/12/2014,0235A,PARKING VIOLATION,35,0,DELAWARE,DELAWARE,Buffalo,NY,,,,,,,,
A8126241,10/19/2014,0105,NO PARKING,35,198,VAP4618,198 VAP4618,Buffalo,NY,,,,,,,,
A8126930,10/21/2014,1128A,"PARKED MORE THAN 12""FROM CURB",30,464,PENNSYLVANIA,464 PENNSYLVANIA,Buffalo,NY,,,,,,,,
A8127932,11/07/2014,1121P,NO STANDING,35,221,HUMBBOLDT,221 HUMBBOLDT,Buffalo,NY,,,,,,,,
A8136973,10/25/2014,0105A,LESS THAN 20 FT FROM CROSSWALK,30,187,ALLEN @ IRVING,187 ALLEN @ IRVING,Buffalo,NY,,,,,,,,
A8149282,11/22/2014,0300A,NO STANDING,35,250,CHIPPEWA,250 CHIPPEWA,Buffalo,NY,,,,,,,,
A8171015,11/22/2014,0215A,NO PARKING,35,0,W CHIPPEWA,W CHIPPEWA,Buffalo,NY,,,,,,,,
A8174445,12/14/2014,0554A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,35,0,E FERRY,E FERRY,Buffalo,NY,,,,,,,,
A8176910,11/23/2014,0338A,NO PARKING,35,9,UNIVERSITY,9 UNIVERSITY,Buffalo,NY,,,,,,,,
A8179916,11/22/2014,1202A,BLOCKED DRIVEWAY (ALL),35,522,BLAINE,522 BLAINE,Buffalo,NY,,,,,,,,
A8184024,11/30/2014,0158,PARKING VIOLATION,35,0,CHIPPEWA,CHIPPEWA,Buffalo,NY,,,,,,,,
A8192026,12/12/2014,1119P,PARKED LESS THAN 15 FT - FIRE HYDRANT,50,23,W NURTHRUP,23 W NURTHRUP,Buffalo,NY,,,,,,,,
A8192800,12/12/2014,1205A,PARKED LESS THAN 15 FT - FIRE HYDRANT,50,313,HUMBBOLDT,313 HUMBBOLDT,Buffalo,NY,,,,,,,,
A8199251,12/19/2014,0230P,EXPIRED INSPECTION STICKER (ALL),35,10,SEV ENTH,10 SEV ENTH,Buffalo,NY,,,,,,,,
A8208141,12/27/2014,0201A,BUS RT. NO PARKING 1:30 TO 7:00 AM 11/15-4/1,35,153,ELWMOOD AV,153 ELWMOOD AV,Buffalo,NY,,,,,,,,
B9649150,02/24/2014,0851A,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
B9652327,03/04/2014,1155A,NO REGISTRATION STICKER (ALL),35,0,SWAN,SWAN,Buffalo,NY,,,,,,,,
B9657102,03/13/2014,0214P,LESS THAN 20 FT FROM CROSSWALK,30,0,EAGLE EAST,EAGLE EAST,Buffalo,NY,,,,,,,,
B9661081,03/24/2014,0216P,METER OVERTIME,30,0,SWAN,SWAN,Buffalo,NY,,,,,,,,
B9684164,05/16/2014,0159P,METER OVERTIME,30,296,UTICA STREET LO,296 UTICA STREET LO,Buffalo,NY,,,,,,,,
B9728279,09/02/2014,1019A,METER OVERTIME,30,517,EAGLE EAST,517 EAGLE EAST,Buffalo,NY,,,,,,,,
B9746340,10/18/2014,0808A,NO PARKING,35,11,MARY TALBERT BL,11 MARY TALBERT BL,Buffalo,NY,,,,,,,,
B9755313,11/12/2014,1008A,ALTERNATE PARKING,30,328,CLAREMONT,328 CLAREMONT,Buffalo,NY,,,,,,,,
C9630713,01/06/2014,0912A,EXPIRED REGISTRATION STICKER,35,0,TRINITY PL,TRINITY PL,Buffalo,NY,,,,,,,,
C9667301,04/10/2014,0936A,EXPIRED INSPECTION STICKER (ALL),35,0,FERRY WEST,FERRY WEST,Buffalo,NY,,,,,,,,
C9691319,06/06/2014,1152P,NO STANDING,35,0,ALLEN ST LOT,ALLEN ST,Buffalo,NY,,,,,,,,
C9705516,07/14/2014,1104A,EXPIRED INSPECTION STICKER (ALL),35,0,VIRGINIA,VIRGINIA,Buffalo,NY,,,,,,,,
C9709087,07/18/2014,0848A,EXPIRED INSPECTION STICKER (ALL),35,0,CHIPPEWA WEST,CHIPPEWA WEST,Buffalo,NY,,,,,,,,
C9711397,07/24/2014,1035A,EXPIRED REGISTRATION STICKER,35,0,PEARL,PEARL,Buffalo,NY,,,,,,,,
C9714638,08/03/2014,0402P,NO STANDING,35,1329,IROQUOIS,1329 IROQUOIS,Buffalo,NY,,,,,,,,
C9714670,08/04/2014,0928A,EXPIRED REGISTRATION STICKER,35,0,MAIN,MAIN,Buffalo,NY,,,,,,,,
C9719143,08/14/2014,0933A,EXPIRED REGISTRATION STICKER,35,0,WASHINGTON,WASHINGTON,Buffalo,NY,,,,,,,,
C9728984,09/08/2014,0840A,EXPIRED INSPECTION STICKER (ALL),35,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
C9728997,09/08/2014,1018A,EXPIRED INSPECTION STICKER (ALL),35,0,CHIPPEWA WEST,CHIPPEWA WEST,Buffalo,NY,,,,,,,,
C9730630,09/11/2014,0913A,EXPIRED INSPECTION STICKER (ALL),35,0,HERTEL,HERTEL,Buffalo,NY,,,,,,,,
C9731671,09/11/2014,1121A,EXPIRED REGISTRATION STICKER,35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
C9733896,09/16/2014,0911A,EXPIRED REGISTRATION STICKER,35,0,WASHINGTON,WASHINGTON,Buffalo,NY,,,,,,,,
C9733915,09/17/2014,1141A,EXPIRED REGISTRATION STICKER,35,0,ELLICOTT,ELLICOTT,Buffalo,NY,,,,,,,,
C9735497,09/19/2014,0945A,EXPIRED INSPECTION STICKER (ALL),35,0,GENESEE,GENESEE,Buffalo,NY,,,,,,,,
C9736335,09/23/2014,0952A,EXPIRED INSPECTION STICKER (ALL),35,0,CHIPPEWA WEST,CHIPPEWA WEST,Buffalo,NY,,,,,,,,
C9740469,09/30/2014,0916A,EXPIRED INSPECTION STICKER (ALL),35,0,TRACY,TRACY,Buffalo,NY,,,,,,,,
C9742018,10/06/2014,0845A,EXPIRED INSPECTION STICKER (ALL),35,0,DELAWARE,DELAWARE,Buffalo,NY,,,,,,,,
C9742047,10/06/2014,1057A,EXPIRED INSPECTION STICKER (ALL),35,0,WASHINGTON,WASHINGTON,Buffalo,NY,,,,,,,,
C9746511,10/14/2014,0814A,EXPIRED REGISTRATION STICKER,35,0,TRACY,TRACY,Buffalo,NY,,,,,,,,
C9750540,10/27/2014,1011A,EXPIRED INSPECTION STICKER (ALL),35,0,FRANKLIN,FRANKLIN,Buffalo,NY,,,,,,,,
C9755724,11/06/2014,0825A,EXPIRED REGISTRATION STICKER,35,0,ELMWOOD,ELMWOOD,Buffalo,NY,,,,,,,,
C9758272,11/13/2014,0858A,EXPIRED INSPECTION STICKER (ALL),35,0,WASHINGTON,WASHINGTON,Buffalo,NY,,,,,,,,
C9759741,11/17/2014,0843A,EXPIRED REGISTRATION STICKER,35,0,JOHNSON PARK S,JOHNSON PARK S,Buffalo,NY,,,,,,,,
C9777248,12/22/2014,0457P,NO STOPPING (ALL),35,0,MICHIGAN,MICHIGAN,Buffalo,NY,,,,,,,,
D9737305,09/22/2014,0435P,METHOD OF PARKING(ALL),35,608,610 DELAWARE,608 610 DELAWARE,Buffalo,NY,,,,,,,,
D9741584,10/01/2014,0114P,METER OVERTIME,30,1641,KAY,1641 KAY,Buffalo,NY,,,,,,,,
D9745134,10/09/2014,1140A,METHOD OF PARKING(ALL),35,1647,1649 HERTEL,1647 1649 HERTEL,Buffalo,NY,,,,,,,,
D9745668,10/09/2014,0733P,ALTERNATE PARKING,30,145,ELMVIEW,145 ELMVIEW,Buffalo,NY,,,,,,,,
D9752615,10/30/2014,1135A,ALTERNATE PARKING,30,225,THOMAS,225 THOMAS,Buffalo,NY,,,,,,,,
D9754500,10/31/2014,1119A,METHOD OF PARKING(ALL),35,1595,1597 HERTEL,1595 1597 HERTEL,Buffalo,NY,,,,,,,,
D9765698,12/01/2014,0911P,ALTERNATE PARKING,30,326,CHADDUCK,326 CHADDUCK,Buffalo,NY,,,,,,,,
D9767127,12/02/2014,1129P,NO STANDING,35,1345,LINCOLN PKWY,1345 LINCOLN PKWY,Buffalo,NY,,,,,,,,
