Ticket Issue Date,Issue Time,Meter,Violation Description,Location,Department
11/21/2018,1899-12-31T10:47:00.000,,RESIDENT P,,Traffic & Parking
10/19/2018,1899-12-31T08:21:00.000,HARV-0385,METER EXP,,Traffic & Parking
01/16/2020,14:38,,RESIDENT P,,Traffic & Parking
01/17/2020,07:39,,STORAGE,,Traffic & Parking
01/17/2020,10:51,,NO STOPPIN,,Traffic & Parking
02/08/2019,1899-12-31T08:41:00.000,,RESIDENT P,,Traffic & Parking
01/17/2020,14:23,,HHP/VETS,,Traffic & Parking
01/17/2020,19:11,,RESIDENT P,,Traffic & Parking
01/23/2019,1899-12-31T19:19:00.000,CHU-0000,METER EXP,,Traffic & Parking
02/02/2019,1899-12-31T14:22:00.000,ATH-0025,METER EXP,,Traffic & Parking
01/18/2020,12:25,,HHP/VETS,,Traffic & Parking
01/18/2020,13:13,CAMB-0524,METER EXP,,Traffic & Parking
10/03/2018,1899-12-31T10:19:00.000,,RESIDENT P,,Traffic & Parking
01/18/2020,19:00,,NO STOPPIN,,Police
01/20/2020,18:14,,OBSTRUCT,,Police
11/17/2018,1899-12-31T19:31:00.000,,NO STOPPIN,,Traffic & Parking
01/21/2020,09:04,,RESIDENT P,,Traffic & Parking
01/21/2020,11:46,CHU-0000,METER EXP,,Traffic & Parking
01/21/2020,13:45,,RESIDENT P,,Traffic & Parking
01/14/2019,1899-12-31T14:16:00.000,AMES-0131,O/T TIME,,Traffic & Parking
01/21/2020,18:49,,LOADING ZN,,Traffic & Parking
01/23/2020,08:56,,O/T TIME,,Traffic & Parking
02/11/2019,1899-12-31T17:49:00.000,THRD-0326,METER EXP,,Traffic & Parking
01/23/2020,10:02,,LOADING ZN,,Traffic & Parking
03/26/2019,1899-12-31T11:45:00.000,,NO STOPPIN,,Traffic & Parking
01/23/2020,12:40,,CROSSWALK,,Traffic & Parking
01/23/2020,13:26,,RESIDENT P,,Traffic & Parking
01/11/2019,1899-12-31T11:19:00.000,LINS-0006,METER EXP,,Traffic & Parking
01/23/2020,15:08,,LOADING ZN,,Traffic & Parking
01/24/2020,07:37,,OTHER,,Police
02/26/2019,1899-12-31T11:27:00.000,FELT-0008,METER EXP,,Traffic & Parking
01/23/2019,1899-12-31T14:50:00.000,LOT14-0000,METER EXP,,Traffic & Parking
01/24/2020,13:23,,RESIDENT P,,Traffic & Parking
01/16/2019,1899-12-31T13:18:00.000,LOT2-009,METER EXP,,Traffic & Parking
01/25/2020,13:42,,HHP/VETS,,Traffic & Parking
12/04/2018,1899-12-31T19:15:00.000,GRE-0002,METER EXP,,Traffic & Parking
01/30/2019,1899-12-31T09:49:00.000,APP-0006,METER EXP,,Traffic & Parking
01/25/2020,14:53,,WRNG DIRCT,,Traffic & Parking
02/26/2019,1899-12-31T17:10:00.000,,NO STAND,,Traffic & Parking
02/06/2019,1899-12-31T14:04:00.000,,RESIDENT P,,Traffic & Parking
04/19/2019,1899-12-31T12:24:00.000,CHU-0000,METER EXP,,Traffic & Parking
01/25/2020,17:00,CHU-0000,METER EXP,,Traffic & Parking
11/19/2018,1899-12-31T11:42:00.000,LOT6-0000,METER EXP,"1587 BISHOP ALLEN DR
Cambridge, MA",Traffic & Parking
01/27/2020,12:58,,HHP/VETS,,Traffic & Parking
04/23/2019,1899-12-31T14:43:00.000,,NO STOPPIN,,Traffic & Parking
01/27/2020,13:33,,RESIDENT P,,Traffic & Parking
01/27/2020,14:11,CAMB-0345,METER EXP,,Traffic & Parking
01/27/2020,19:14,,RESIDENT P,,Traffic & Parking
10/26/2018,1899-12-31T08:25:00.000,,RESIDENT P,,Traffic & Parking
01/28/2020,09:08,,RESIDENT P,,Traffic & Parking
01/28/2020,09:37,,HYDRANT WI,,Traffic & Parking
11/08/2018,1899-12-31T10:19:00.000,ATH-0021,METER EXP,,Traffic & Parking
11/06/2018,1899-12-31T13:48:00.000,,CROSSWALK,,Traffic & Parking
04/19/2019,1899-12-31T13:07:00.000,FRAN-0306,METER EXP,,Traffic & Parking
01/28/2020,13:24,,WRNG DIRCT,,Traffic & Parking
04/12/2019,1899-12-31T17:03:00.000,FELT-0014,METER EXP,,Traffic & Parking
02/08/2019,1899-12-31T10:47:00.000,,NO STOPPIN,,Traffic & Parking
04/16/2019,1899-12-31T09:29:00.000,,STREET CLE,,
02/23/2019,1899-12-31T15:46:00.000,CHU-0000,METER EXP,,Traffic & Parking
01/28/2020,17:55,,RESIDENT P,,Traffic & Parking
02/22/2019,1899-12-31T16:47:00.000,MASS-1518,METER EXP,,Traffic & Parking
01/29/2020,13:36,,RESIDENT P,,Traffic & Parking
01/29/2020,14:03,,RESIDENT P,,Traffic & Parking
01/11/2019,1899-12-31T19:18:00.000,MUN-0004,METER EXP,,Traffic & Parking
01/29/2020,,,NO STOPPIN,,Police
04/19/2019,1899-12-31T16:58:00.000,,RESIDENT P,,
01/30/2020,13:08,,RESIDENT P,,Traffic & Parking
01/30/2020,13:46,,RESIDENT P,,Traffic & Parking
01/30/2020,14:20,,NO STOPPIN,,Police
08/23/2018,1899-12-31T16:01:00.000,BIG-0001,METER EXP,,Traffic & Parking
01/30/2020,15:35,LOT5-0000,O/T TIME,,Traffic & Parking
02/20/2019,1899-12-31T14:25:00.000,,WITHIN INT,,Traffic & Parking
01/31/2020,09:16,,NO PARKING,,Traffic & Parking
01/31/2020,11:03,,HYDRANT WI,,Traffic & Parking
01/31/2020,12:40,,NO STOPPIN,,Traffic & Parking
04/19/2019,1899-12-31T16:07:00.000,AMES-0129,METER EXP,,Traffic & Parking
01/31/2020,15:06,,RESIDENT P,,Traffic & Parking
01/31/2020,16:35,,RESIDENT P,,Traffic & Parking
04/18/2019,1899-12-31T08:17:00.000,,WRNG DIRCT,,Traffic & Parking
02/01/2020,01:58,,NO STOPPIN,,Police
02/01/2020,11:42,,RESIDENT P,,Traffic & Parking
03/19/2019,1899-12-31T15:03:00.000,,O/T TIME,,Traffic & Parking
01/29/2019,1899-12-31T13:09:00.000,LOT2-014,METER EXP,,Traffic & Parking
02/14/2019,1899-12-31T09:47:00.000,,NO STOPPIN,,Traffic & Parking
01/25/2019,1899-12-31T08:52:00.000,HAMP-0028,METER EXP,"ONE KENDALL
Cambridge, MA",Traffic & Parking
03/29/2019,1899-12-31T12:34:00.000,,RESIDENT P,,Traffic & Parking
02/03/2020,09:15,,O/T TIME,,Traffic & Parking
03/03/2019,1899-12-31T00:01:00.000,,NO STOPPIN,"BISHOP ALLEN
Cambridge, MA",
02/03/2020,13:57,,RESIDENT P,,Traffic & Parking
02/05/2019,1899-12-31T14:23:00.000,,RESIDENT P,,Traffic & Parking
02/03/2020,17:03,,NO STOPPIN,,Traffic & Parking
02/04/2020,09:27,,RESIDENT P,,Traffic & Parking
02/04/2020,15:45,,RESIDENT P,,Traffic & Parking
02/04/2020,16:24,,RESIDENT P,,Traffic & Parking
03/09/2019,1899-12-31T13:53:00.000,BOW-0047,METER EXP,,Traffic & Parking
02/05/2020,08:22,,RESIDENT P,,Traffic & Parking
02/05/2020,09:54,,RESIDENT P,,Traffic & Parking
10/12/2018,1899-12-31T17:30:00.000,NOR-0013,METER EXP,,Traffic & Parking
02/05/2020,14:57,,WRNG DIRCT,,Traffic & Parking
02/05/2020,22:04,,RESIDENT P,,Police
02/06/2020,10:03,,LOADING ZN,,Traffic & Parking
01/09/2019,1899-12-31T11:09:00.000,PLY-0000,METER EXP,,Traffic & Parking
02/11/2019,1899-12-31T13:08:00.000,,LOADING ZN,,Traffic & Parking
02/06/2020,13:25,,O/T TIME,,Traffic & Parking
02/06/2020,13:59,,RESIDENT P,,Traffic & Parking
01/08/2019,1899-12-31T18:01:00.000,,NO STOPPIN,,Traffic & Parking
02/06/2020,19:30,,BIKE LANE,,Police
02/07/2020,08:32,,RESIDENT P,,Traffic & Parking
02/25/2019,1899-12-31T16:56:00.000,LEE-0001,METER EXP,,Traffic & Parking
02/07/2020,13:12,LOT9-0000,O/T TIME,,Traffic & Parking
01/11/2019,1899-12-31T11:31:00.000,LOT14-0000,METER EXP,,Traffic & Parking
02/20/2019,1899-12-31T14:04:00.000,AMES-0131,METER EXP,,Traffic & Parking
01/12/2019,1899-12-31T17:29:00.000,LOT14-0000,METER EXP,,Traffic & Parking
12/10/2018,1899-12-31T08:08:00.000,MRKT-0007,METER EXP,,Traffic & Parking
02/08/2020,16:46,,NO PARKING,,Traffic & Parking
02/22/2019,1899-12-31T10:47:00.000,,NO STOPPIN,,Traffic & Parking
02/10/2020,08:25,CHU-0000,METER EXP,,Traffic & Parking
02/10/2020,09:53,,NO STOPPIN,,Traffic & Parking
02/10/2020,11:43,,NO STOPPIN,,Traffic & Parking
04/05/2019,1899-12-31T11:10:00.000,WIND-0006,O/T TIME,,Traffic & Parking
02/19/2019,1899-12-31T11:27:00.000,CAMB-0117,METER EXP,,Traffic & Parking
02/10/2020,13:23,,RESIDENT P,,Traffic & Parking
02/07/2019,1899-12-31T13:46:00.000,GRE-0053,METER EXP,,Traffic & Parking
01/25/2019,1899-12-31T14:08:00.000,SEC-0177,METER EXP,,Traffic & Parking
10/10/2018,1899-12-31T08:58:00.000,,O/T TIME,,Traffic & Parking
02/11/2020,09:15,,RESIDENT P,,Traffic & Parking
02/11/2020,13:23,,RESIDENT P,,Traffic & Parking
01/14/2019,1899-12-31T12:21:00.000,SEC-0221,METER EXP,,Traffic & Parking
02/11/2020,14:11,,RESIDENT P,,Traffic & Parking
02/11/2020,19:09,,RESIDENT P,,Traffic & Parking
02/23/2019,1899-12-31T15:13:00.000,GARD-0025,METER EXP,,Traffic & Parking
04/06/2019,1899-12-31T16:13:00.000,SPR-0027,METER EXP,,Traffic & Parking
02/14/2019,1899-12-31T11:14:00.000,,RESIDENT P,,Traffic & Parking
02/12/2020,18:29,,RESIDENT P,,Traffic & Parking
02/13/2020,09:11,,RESIDENT P,,Traffic & Parking
04/29/2019,1899-12-31T13:26:00.000,,RESIDENT P,,Traffic & Parking
02/14/2019,1899-12-31T14:19:00.000,,NO STOPPIN,,Traffic & Parking
04/18/2019,1899-12-31T18:30:00.000,,SIDEWALK,"CAMBRIDGE
Cambridge, MA",
02/13/2020,14:48,,RESIDENT P,,Traffic & Parking
02/14/2020,08:11,,RESIDENT P,,Traffic & Parking
02/14/2020,11:33,,DOUBLE STO,,Traffic & Parking
02/14/2020,11:50,,OTHER,,Police
02/07/2019,1899-12-31T17:17:00.000,,RESIDENT P,,Traffic & Parking
02/14/2020,18:15,,OTHER,,Police
11/24/2018,1899-12-31T15:12:00.000,LOT2-030,METER EXP,,Traffic & Parking
03/09/2019,1899-12-31T17:13:00.000,TEMP-0010,METER EXP,,Traffic & Parking
03/11/2019,1899-12-31T10:49:00.000,,RESIDENT P,,Traffic & Parking
02/18/2020,07:52,,NO PARKING,,Police
02/18/2020,08:48,,RESIDENT P,,Traffic & Parking
02/10/2019,1899-12-31T09:56:00.000,,OTHER,"63 MT
Cambridge, MA",
02/01/2019,1899-12-31T08:53:00.000,,HHP/VETS,,Traffic & Parking
04/08/2019,1899-12-31T17:01:00.000,SPR-0027,METER EXP,,Traffic & Parking
03/05/2019,1899-12-31T10:32:00.000,ATH-0031,METER EXP,,Traffic & Parking
02/19/2020,10:09,,NO PARKING,,Traffic & Parking
02/19/2020,10:27,,NO STOPPIN,,Police
02/19/2020,13:35,,RESIDENT P,,Traffic & Parking
04/16/2019,1899-12-31T12:59:00.000,,RESIDENT P,,
09/24/2018,1899-12-31T16:25:00.000,BENT-0025,METER EXP,,Traffic & Parking
02/19/2020,17:09,,RESIDENT P,,Traffic & Parking
03/19/2019,1899-12-31T08:14:00.000,,BIKE LANE,"8 MUSEUM WAY EDUCATION ST
Cambridge, MA",Traffic & Parking
02/19/2020,18:40,,DOUBLE STO,,Police
03/28/2019,1899-12-31T10:43:00.000,,FIRE LANE,,Traffic & Parking
02/20/2020,10:10,,NO PARKING,,Police
04/22/2019,1899-12-31T11:58:00.000,LOT5-0000,METER EXP,"1586 LOT 5 CENTRAL SQUARE
Cambridge, MA",Traffic & Parking
02/20/2020,13:55,,RESIDENT P,,Traffic & Parking
03/19/2019,1899-12-31T09:20:00.000,,NO STOPPIN,,Traffic & Parking
01/08/2019,1899-12-31T13:47:00.000,,HHP/VETS,,Traffic & Parking
02/21/2020,08:23,,NO STOPPIN,,Police
04/20/2019,1899-12-31T11:39:00.000,INM-0003,METER EXP,,Traffic & Parking
02/21/2020,13:04,,RESIDENT P,,Traffic & Parking
02/13/2019,1899-12-31T15:20:00.000,MAIN-0525,METER EXP,,Traffic & Parking
02/21/2020,13:47,,RESIDENT P,,Traffic & Parking
10/24/2018,1899-12-31T13:20:00.000,,NO STOPPIN,,Traffic & Parking
02/22/2020,10:12,,NO PARKING,,Police
02/08/2019,1899-12-31T13:51:00.000,,RESIDENT P,,Traffic & Parking
02/22/2020,11:20,,NO PARKING,,Police
02/22/2020,11:54,ELI-0002,METER EXP,,Traffic & Parking
02/11/2019,1899-12-31T14:05:00.000,MRKT-0001,METER EXP,,Traffic & Parking
01/18/2019,1899-12-31T08:36:00.000,HAMP-0028,O/T TIME,"ONE KENDALL
Cambridge, MA",Traffic & Parking
02/26/2019,1899-12-31T14:23:00.000,GRE-0311,METER EXP,,Traffic & Parking
10/19/2018,1899-12-31T11:35:00.000,,HYDRANT WI,,Police
02/01/2019,1899-12-31T19:01:00.000,LIND-0000,METER EXP,,Traffic & Parking
02/24/2020,10:48,,RESIDENT P,,Traffic & Parking
10/20/2018,1899-12-31T12:39:00.000,,DOUBLE STO,,Traffic & Parking
02/24/2020,16:54,,RESIDENT P,,Traffic & Parking
02/25/2020,08:29,,RESIDENT P,,Traffic & Parking
01/17/2019,1899-12-31T10:46:00.000,,STORAGE,,Traffic & Parking
03/01/2019,1899-12-31T10:27:00.000,,NO STOPPIN,,Traffic & Parking
01/08/2019,1899-12-31T19:32:00.000,,NO STAND,,Traffic & Parking
01/22/2019,1899-12-31T12:50:00.000,,O/T TIME,"6750 HARVARD ST
Cambridge, MA",Traffic & Parking
02/25/2020,13:30,,HHP/VETS,,Traffic & Parking
02/27/2019,1899-12-31T11:38:00.000,,NO STOPPIN,,Traffic & Parking
02/12/2019,1899-12-31T17:47:00.000,HARV-0387,METER EXP,,Traffic & Parking
02/26/2020,08:42,,RESIDENT P,,Traffic & Parking
03/09/2019,1899-12-31T18:54:00.000,PLY-0000,METER EXP,,Traffic & Parking
02/26/2020,10:18,,BIKE LANE,,Traffic & Parking
03/24/2019,1899-12-31T09:48:00.000,,RESIDENT P,,
02/26/2020,12:08,,STORAGE,,Traffic & Parking
03/18/2019,1899-12-31T13:02:00.000,NOR-0005,METER EXP,,Traffic & Parking
02/06/2019,1899-12-31T10:31:00.000,,RESIDENT P,,
02/06/2019,1899-12-31T15:29:00.000,MASS-1570,METER EXP,"1572 MASS AVE
Cambridge, MA",Traffic & Parking
02/13/2019,1899-12-31T12:46:00.000,,NO STOPPIN,,Traffic & Parking
02/07/2019,1899-12-31T08:11:00.000,OSB-0011,METER EXP,,Traffic & Parking
04/08/2019,1899-12-31T10:28:00.000,PLY-0000,METER EXP,,Traffic & Parking
02/14/2019,1899-12-31T17:32:00.000,MAIN-0543,METER EXP,,Traffic & Parking
02/15/2019,1899-12-31T13:47:00.000,,RESIDENT P,,Traffic & Parking
12/11/2018,1899-12-31T08:58:00.000,,STREET CLE,,Police
01/23/2019,1899-12-31T08:38:00.000,WIND-0038,METER EXP,,Traffic & Parking
01/02/2019,1899-12-31T15:06:00.000,,RESIDENT P,,Traffic & Parking
12/27/2018,1899-12-31T07:54:00.000,,STREET CLE,,
03/23/2019,1899-12-31T11:51:00.000,LOT11-0000,METER EXP,,Traffic & Parking
08/17/2018,1899-12-31T13:38:00.000,GRE-0008,METER EXP,,Traffic & Parking
04/29/2019,1899-12-31T16:32:00.000,,NO STOPPIN,,Traffic & Parking
12/07/2018,1899-12-31T10:35:00.000,,STREET CLE,,Police
02/26/2019,1899-12-31T15:28:00.000,,O/T TIME,"1561 SIDNEY ST
Cambridge, MA",Traffic & Parking
02/19/2019,1899-12-31T17:05:00.000,SEC-0181,METER EXP,,Traffic & Parking
04/29/2019,1899-12-31T09:06:00.000,,STREET CLE,,
01/26/2019,1899-12-31T20:49:00.000,,FT FM CB,,Police
04/19/2019,1899-12-31T11:53:00.000,GARD-0015,METER EXP,,Traffic & Parking
11/09/2018,1899-12-31T18:22:00.000,WIND-0034,METER EXP,,Traffic & Parking
03/11/2019,1899-12-31T14:03:00.000,CAMB-0105,METER EXP,,Traffic & Parking
12/15/2018,1899-12-31T17:00:00.000,DEW-0028,METER EXP,,Traffic & Parking
11/27/2018,1899-12-31T19:04:00.000,,NO PARKING,,Traffic & Parking
02/25/2019,1899-12-31T19:06:00.000,MUN-0010,METER EXP,,Traffic & Parking
04/16/2019,1899-12-31T18:52:00.000,LOT8-0000,METER EXP,,Traffic & Parking
04/05/2019,1899-12-31T12:53:00.000,MASS-1223,METER EXP,,Traffic & Parking
01/12/2019,1899-12-31T17:08:00.000,,RESIDENT P,,Traffic & Parking
03/13/2019,1899-12-31T17:44:00.000,,NO STOPPIN,,Traffic & Parking
04/16/2019,1899-12-31T08:48:00.000,,RESIDENT P,,Traffic & Parking
04/05/2019,1899-12-31T13:27:00.000,,RESIDENT P,,Traffic & Parking
04/25/2019,1899-12-31T09:54:00.000,,RESIDENT P,,Traffic & Parking
02/26/2019,1899-12-31T15:38:00.000,,NO STOPPIN,,Traffic & Parking
03/26/2019,1899-12-31T11:32:00.000,,NO STOPPIN,"88 AMES ST MAIN ST
Cambridge, MA",Traffic & Parking
01/24/2019,1899-12-31T16:53:00.000,MAIN-0525,METER EXP,,Traffic & Parking
03/13/2019,1899-12-31T10:39:00.000,,RESIDENT P,,Traffic & Parking
12/29/2018,1899-12-31T13:13:00.000,MAIN-0399,METER EXP,,Traffic & Parking
03/04/2019,1899-12-31T16:53:00.000,LIND-0000,METER EXP,,Traffic & Parking
10/15/2018,1899-12-31T10:31:00.000,,RESIDENT P,,Traffic & Parking
04/16/2019,1899-12-31T12:02:00.000,,NO STOPPIN,,Traffic & Parking
04/29/2019,1899-12-31T14:26:00.000,,NO STOPPIN,,Traffic & Parking
02/25/2019,1899-12-31T19:02:00.000,PLY-0000,METER EXP,,Traffic & Parking
12/05/2018,1899-12-31T09:35:00.000,,HHP/VETS,,Police
02/07/2019,1899-12-31T19:16:00.000,HARV-0387,METER EXP,,Traffic & Parking
09/08/2018,1899-12-31T08:05:00.000,,OTHER,,Police
04/10/2019,1899-12-31T14:11:00.000,LOT14-0000,METER EXP,,
03/29/2019,1899-12-31T13:17:00.000,,RESIDENT P,,Traffic & Parking
03/06/2019,1899-12-31T10:24:00.000,LINE-0002,METER EXP,,Traffic & Parking
12/20/2018,1899-12-31T17:45:00.000,BENT-0006,METER EXP,,Traffic & Parking
02/15/2019,1899-12-31T08:34:00.000,OSB-0005,METER EXP,,Traffic & Parking
01/18/2019,1899-12-31T12:13:00.000,,RESIDENT P,,Traffic & Parking
02/19/2019,1899-12-31T15:08:00.000,BAD-0094,METER EXP,,Traffic & Parking
04/12/2019,1899-12-31T08:54:00.000,GRE-0053,METER EXP,,Traffic & Parking
03/13/2019,1899-12-31T14:45:00.000,,RESIDENT P,"568 GREEN ST BAY ST
Cambridge, MA",Traffic & Parking
12/31/2018,1899-12-31T16:50:00.000,GRE-0002,METER EXP,,Traffic & Parking
12/13/2018,1899-12-31T19:12:00.000,CHU-0000,METER EXP,,Traffic & Parking
10/04/2018,1899-12-31T12:59:00.000,,HHP/VETS,"0 GARDEN ST
Cambridge, MA",Traffic & Parking
06/23/2020,08:50,,OTHER,"28 LEE ST
Cambridge, MA
(42.36877699000007, -71.10649399999994)",Police
04/17/2019,1899-12-31T13:30:00.000,,O/T TIME,,Traffic & Parking
12/26/2018,1899-12-31T10:58:00.000,,STREET CLE,,
11/07/2018,1899-12-31T13:14:00.000,CAMB-0121,METER EXP,,Traffic & Parking
01/18/2019,1899-12-31T15:51:00.000,SEC-0215,METER EXP,,Traffic & Parking
09/15/2018,1899-12-31T13:17:00.000,INM-0007,METER EXP,,Traffic & Parking
02/27/2019,1899-12-31T18:37:00.000,MASS-1508,METER EXP,,Traffic & Parking
04/10/2019,1899-12-31T13:11:00.000,,O/T TIME,,Traffic & Parking
01/10/2019,1899-12-31T16:51:00.000,,STORAGE,,Traffic & Parking
11/26/2018,1899-12-31T07:13:00.000,,O/T TIME,,Traffic & Parking
04/20/2019,1899-12-31T11:15:00.000,,NO STOPPIN,,Traffic & Parking
04/20/2019,1899-12-31T13:23:00.000,ESS-0007,METER EXP,,Traffic & Parking
04/22/2019,1899-12-31T13:15:00.000,,O/T TIME,,Traffic & Parking
03/16/2019,1899-12-31T16:00:00.000,GARD-0053,METER EXP,,Traffic & Parking
11/30/2018,1899-12-31T09:31:00.000,,NO PARKING,,Traffic & Parking
12/26/2018,1899-12-31T11:36:00.000,ALB-0104,METER EXP,,Traffic & Parking
04/19/2019,1899-12-31T15:05:00.000,MASS-1512,METER EXP,,Traffic & Parking
03/25/2019,1899-12-31T13:55:00.000,SEL-0010,METER EXP,,Traffic & Parking
04/12/2019,1899-12-31T09:20:00.000,BOW-0041,O/T TIME,,Traffic & Parking
04/09/2019,1899-12-31T12:57:00.000,SEC-0215,METER EXP,,Traffic & Parking
03/31/2019,1899-12-31T11:28:00.000,,RESIDENT P,,
04/30/2019,1899-12-31T08:20:00.000,MAIN-0522,METER EXP,,Traffic & Parking
12/18/2018,1899-12-31T09:12:00.000,,O/T TIME,,Traffic & Parking
02/14/2019,1899-12-31T09:07:00.000,,RESIDENT P,,Traffic & Parking
02/19/2019,1899-12-31T14:16:00.000,,RESIDENT P,,Traffic & Parking
02/08/2019,1899-12-31T11:26:00.000,,NO STOPPIN,,Traffic & Parking
01/23/2019,1899-12-31T08:56:00.000,MAIN-0535,METER EXP,,Traffic & Parking
12/14/2018,1899-12-31T16:49:00.000,LOT9-0000,METER EXP,,Traffic & Parking
04/16/2019,1899-12-31T19:10:00.000,HARV-0395,METER EXP,,Traffic & Parking
03/05/2019,1899-12-31T13:06:00.000,,STORAGE,,Traffic & Parking
03/07/2019,1899-12-31T15:09:00.000,ATH-0029,METER EXP,,Traffic & Parking
02/19/2019,1899-12-31T17:19:00.000,,NO STOPPIN,,Police
04/06/2019,1899-12-31T14:03:00.000,DEW-0015,O/T TIME,"6940 DEWOLFE ST
Cambridge, MA",Traffic & Parking
01/10/2019,1899-12-31T14:35:00.000,ALB-0102,METER EXP,,Traffic & Parking
12/29/2018,1899-12-31T12:21:00.000,LOT14-0000,METER EXP,,Traffic & Parking
03/04/2019,1899-12-31T13:07:00.000,LOT8-0000,METER EXP,,Traffic & Parking
04/03/2019,1899-12-31T14:12:00.000,,RESIDENT P,,Traffic & Parking
02/20/2019,1899-12-31T13:00:00.000,,NO STOPPIN,,Police
02/28/2019,1899-12-31T18:40:00.000,LOT9-0000,METER EXP,,Traffic & Parking
11/05/2018,1899-12-31T16:55:00.000,,NO STOPPIN,,Traffic & Parking
02/23/2019,1899-12-31T13:19:00.000,BIG-0016,METER EXP,,Traffic & Parking
03/06/2019,1899-12-31T12:31:00.000,PLY-0000,METER EXP,,Traffic & Parking
01/04/2019,1899-12-31T17:04:00.000,GRE-0311,METER EXP,,Traffic & Parking
01/29/2019,1899-12-31T16:09:00.000,LINS-0066,METER EXP,,Traffic & Parking
02/21/2019,1899-12-31T14:58:00.000,DOUG-0004,METER EXP,,Traffic & Parking
12/13/2018,1899-12-31T10:20:00.000,,STREET CLE,,
10/31/2018,1899-12-31T11:32:00.000,,LOADING ZN,,Traffic & Parking
03/26/2019,1899-12-31T09:29:00.000,,RESIDENT P,,Traffic & Parking
02/21/2019,1899-12-31T17:21:00.000,,NOT PK SPT,,
02/19/2019,1899-12-31T14:14:00.000,LINS-0018,METER EXP,,Traffic & Parking
02/25/2019,1899-12-31T09:45:00.000,,FT INTR,"GRANT
Cambridge, MA",Police
03/01/2019,1899-12-31T12:04:00.000,,CROSSWALK,"HAMILTON ST
Cambridge, MA",
07/09/2020,13:51,,RESIDENT P,"32 PEARL ST
Cambridge, MA
(42.36395098400004, -71.10311500299997)",Traffic & Parking
07/09/2020,13:55,,RESIDENT P,"69 MT VERNON ST
Cambridge, MA
(42.38777599900004, -71.12130599599993)",Traffic & Parking
07/09/2020,14:03,SID-0064,METER EXP,"64 SIDNEY ST
Cambridge, MA
(42.36092599700004, -71.10131498899995)",Traffic & Parking
07/09/2020,13:52,MASS-1337,METER EXP,"1341 MASS AVE
Cambridge, MA
(42.37329999100007, -71.11799195899994)",Traffic & Parking
07/09/2020,13:58,WIND-0024,O/T TIME,"22 WINDSOR ST
Cambridge, MA
(42.36220800900003, -71.09662799699998)",Traffic & Parking
07/09/2020,13:59,BRAT-0043,O/T TIME,"51 BRATTLE ST
Cambridge, MA
(42.37448200700004, -71.12157497099997)",Traffic & Parking
07/09/2020,13:54,SEC-0154,O/T TIME,"150 SECOND ST
Cambridge, MA
(42.36700501400003, -71.07886196599998)",Traffic & Parking
11/14/2018,1899-12-31T14:12:00.000,,HHP/VETS,,Traffic & Parking
07/09/2020,13:58,MAIN-0469,METER EXP,"415 MAIN ST
Cambridge, MA
(42.362965021000036, -71.08865999199998)",Traffic & Parking
07/09/2020,13:54,MASS-0554,METER EXP,"552 MASS AVE
Cambridge, MA
(42.36436400200006, -71.10267797099993)",Traffic & Parking
07/09/2020,13:59,MAIN-0474,METER EXP,"500 MAIN ST
Cambridge, MA
(42.36229300100007, -71.08921202399995)",Traffic & Parking
07/09/2020,13:55,SEC-0150,O/T TIME,"150 SECOND ST
Cambridge, MA
(42.36700501400003, -71.07886196599998)",Traffic & Parking
03/05/2019,1899-12-31T15:28:00.000,BAD-0017,METER EXP,,Traffic & Parking
03/04/2019,1899-12-31T11:49:00.000,LOT14-0000,METER EXP,,Traffic & Parking
03/16/2019,1899-12-31T16:09:00.000,,RESIDENT P,,
10/05/2018,1899-12-31T09:36:00.000,,O/T TIME,,Traffic & Parking
01/26/2019,1899-12-31T14:08:00.000,,RESIDENT P,,Traffic & Parking
02/07/2019,1899-12-31T12:32:00.000,,RESIDENT P,,Traffic & Parking
03/19/2019,1899-12-31T17:17:00.000,,RESIDENT P,,
04/17/2019,1899-12-31T13:41:00.000,,BIKE LANE,,Traffic & Parking
02/28/2019,1899-12-31T14:31:00.000,LOT11-0000,METER EXP,,Traffic & Parking
11/20/2018,1899-12-31T13:32:00.000,,NO PARKING,,Traffic & Parking
03/23/2019,1899-12-31T13:06:00.000,,METER EXP,,Traffic & Parking
04/10/2019,1899-12-31T16:19:00.000,APP-0008,METER EXP,,Traffic & Parking
02/21/2019,1899-12-31T14:26:00.000,,RESIDENT P,,Traffic & Parking
04/08/2019,1899-12-31T12:46:00.000,,NO STOPPIN,,Traffic & Parking
04/24/2019,1899-12-31T08:52:00.000,,STREET CLE,,Police
12/20/2018,1899-12-31T10:23:00.000,LOT5-0000,METER EXP,"1586 LOT 5 CENTRAL SQUARE
Cambridge, MA",Traffic & Parking
10/24/2018,1899-12-31T08:41:00.000,THRD-0062,O/T TIME,,Traffic & Parking
04/16/2019,1899-12-31T08:15:00.000,,BUS STOP,,Police
01/05/2019,1899-12-31T17:40:00.000,MAIN-0509,METER EXP,,Traffic & Parking
04/25/2019,1899-12-31T10:02:00.000,,RESIDENT P,,Traffic & Parking
02/14/2019,1899-12-31T17:06:00.000,ROG-0001,METER EXP,,Traffic & Parking
03/18/2019,1899-12-31T12:58:00.000,THDK-0057,METER EXP,,Traffic & Parking
03/06/2019,1899-12-31T13:55:00.000,CHA-0015,METER EXP,,Traffic & Parking
